accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,sublist,year_first_record,year_last_record,year_first_voucher,year_last_voucher,year_first_iNat_obs,year_last_iNat_obs,first_record_type,last_record_type,latitude_first_record_recent_discovery,longitude_first_record_recent_discovery,latitude_last_record_long_unobserved,longitude_last_record_long_unobserved
Chrysolepis sempervirens,Chrysolepis sempervirens,accepted,Fagaceae,3.dicot,native,old and recent records,1878,2023,1878,2007,2005,2023,voucher,iNat,,,,
Quercus kelloggii,Quercus kelloggii,accepted,Fagaceae,3.dicot,native,old and recent records,1878,2024,1878,2014,2001,2024,voucher,iNat,,,,
Mentha canadensis,Mentha canadensis,accepted,Lamiaceae,3.dicot,native,old and recent records,1878,2023,1878,1958,2023,2023,voucher,iNat,,,,
Pycnanthemum californicum,Pycnanthemum californicum,accepted,Lamiaceae,3.dicot,native,old and recent records,1878,2021,1878,1982,2019,2021,voucher,iNat,,,,
Chamaenerion angustifolium,Chamaenerion angustifolium,accepted,Onagraceae,3.dicot,native,old and recent records,1878,2023,1878,2010,2013,2023,voucher,iNat,,,,
Clarkia rhomboidea,Clarkia rhomboidea,accepted,Onagraceae,3.dicot,native,old and recent records,1878,2023,1878,2004,2009,2023,voucher,iNat,,,,
Epilobium obcordatum,Epilobium obcordatum,accepted,Onagraceae,3.dicot,native,old and recent records,1878,2023,1878,2007,2013,2023,voucher,iNat,,,,
Dicentra formosa,Dicentra formosa,accepted,Papaveraceae,3.dicot,native,old and recent records,1878,2023,1878,1965,2008,2023,voucher,iNat,,,,
Erythranthe erubescens,Erythranthe erubescens,accepted,Phrymaceae,3.dicot,native,old and recent records,1878,2023,1878,2007,2009,2023,voucher,iNat,,,,
Keckiella breviflora,Keckiella breviflora,accepted,Plantaginaceae,3.dicot,native,old and recent records,1878,2023,1878,2021,2012,2023,voucher,iNat,,,,
Veronica scutellata,Veronica scutellata,accepted,Plantaginaceae,3.dicot,native,old and recent records,1878,2020,1878,2004,2020,2020,voucher,iNat,,,,
Rumex acetosella,Rumex acetosella,accepted,Polygonaceae,3.dicot,introduced,old and recent records,1878,2023,1878,2006,2016,2023,voucher,iNat,,,,
Ivesia gordonii,Ivesia gordonii,accepted,Rosaceae,3.dicot,native,old and recent records,1878,2021,1878,1981,2020,2021,voucher,iNat,,,,
Festuca myuros,Festuca myuros,accepted,Poaceae,4.monocot,introduced,old and recent records,1878,2006,1878,2006,,,voucher,voucher,,,,
Koeleria macrantha,Koeleria macrantha,accepted,Poaceae,4.monocot,native,old and recent records,1878,2011,1878,2011,,,voucher,voucher,,,,
Hesperochiron pumilus,Hesperochiron pumilus,accepted,Boraginaceae,3.dicot,native,old and recent records,1879,2022,1879,1963,2014,2022,voucher,iNat,,,,
Sequoiadendron giganteum,Sequoiadendron giganteum,accepted,Cupressaceae,2.gymnosperm,native,old and recent records,1880,2024,1880,1987,1988,2024,voucher,iNat,,,,
Pinus lambertiana,Pinus lambertiana,accepted,Pinaceae,2.gymnosperm,native,old and recent records,1880,2023,1880,1978,2007,2023,voucher,iNat,,,,
Asarum hartwegii,Asarum hartwegii,accepted,Aristolochiaceae,3.dicot,native,old and recent records,1880,2023,1880,1972,2006,2023,voucher,iNat,,,,
Antennaria rosea,Antennaria rosea,accepted,Asteraceae,3.dicot,native,old and recent records,1880,2023,1880,2011,2017,2023,voucher,iNat,,,,
Andersonglossum occidentale,Andersonglossum occidentale,accepted,Boraginaceae,3.dicot,introduced,old and recent records,1880,2023,1880,2002,2014,2023,voucher,iNat,,,,
Nemophila heterophylla,Nemophila heterophylla,accepted,Boraginaceae,3.dicot,native,old and recent records,1880,2023,1880,2006,2012,2023,voucher,iNat,,,,
Primula jeffreyi,Primula jeffreyi,accepted,Primulaceae,3.dicot,native,old and recent records,1880,2021,1880,2009,2005,2021,voucher,iNat,,,,
Ceanothus cuneatus,Ceanothus cuneatus,accepted,Rhamnaceae,3.dicot,native,old and recent records,1880,2023,1880,1951,2016,2023,voucher,iNat,,,,
Ceanothus fresnensis,Ceanothus fresnensis,accepted,Rhamnaceae,3.dicot,native,old and recent records,1880,2023,1880,2008,2013,2023,voucher,iNat,,,,
Prunus virginiana,Prunus virginiana,accepted,Rosaceae,3.dicot,native,old and recent records,1880,2023,1880,2006,2013,2023,voucher,iNat,,,,
Acer macrophyllum,Acer macrophyllum,accepted,Sapindaceae,3.dicot,native,old and recent records,1880,2023,1880,1960,2007,2023,voucher,iNat,,,,
Brodiaea elegans,Brodiaea elegans,accepted,Asparagaceae,5.monocot-colorful,native,old and recent records,1880,2023,1880,2007,2013,2023,voucher,iNat,,,,
Jensia yosemitana,Jensia yosemitana,accepted,Asteraceae,3.dicot,native,old and recent records,1881,2022,1881,2010,2015,2022,voucher,iNat,,,,
Solidago elongata,Solidago elongata,accepted,Asteraceae,3.dicot,native,old and recent records,1881,2023,1881,2007,2014,2023,voucher,iNat,,,,
Claytonia parviflora,Claytonia parviflora,accepted,Montiaceae,3.dicot,native,old and recent records,1881,2022,1881,2007,2014,2022,voucher,iNat,,,,
Abies concolor,Abies concolor,accepted,Pinaceae,2.gymnosperm,native,old and recent records,1882,2024,1882,1981,2006,2024,voucher,iNat,,,,
Phacelia quickii,Phacelia quickii,accepted,Boraginaceae,3.dicot,native,old and recent records,1882,2022,1882,2003,2011,2022,voucher,iNat,,,,
Cirsium andersonii,Cirsium andersonii,accepted,Asteraceae,3.dicot,native,old and recent records,1883,2023,1883,1959,2012,2023,voucher,iNat,,,,
Eriophyllum nubigenum,Eriophyllum nubigenum,accepted,Asteraceae,3.dicot,native,old and recent records,1883,2021,1883,2008,2021,2021,voucher,iNat,,,,
Malacothrix floccifera,Malacothrix floccifera,accepted,Asteraceae,3.dicot,native,old and recent records,1883,2022,1883,1982,2015,2022,voucher,iNat,,,,
Stephanomeria lactucina,Stephanomeria lactucina,accepted,Asteraceae,3.dicot,native,old and recent records,1883,2022,1883,2007,2014,2022,voucher,iNat,,,,
Symphyotrichum foliaceum,Symphyotrichum foliaceum,accepted,Asteraceae,3.dicot,native,old and recent records,1883,1998,1883,1998,,,voucher,voucher,,,,
Hesperochiron nanus,Hesperochiron nanus,accepted,Boraginaceae,3.dicot,native,old and recent records,1883,2021,1883,1944,2019,2021,voucher,iNat,,,,
Descurainia incisa,Descurainia incisa,accepted,Brassicaceae,3.dicot,native,old and recent records,1883,2014,1883,2010,2014,2014,voucher,iNat,,,,
Silene lemmonii,Silene lemmonii,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1883,2023,1883,2007,2009,2023,voucher,iNat,,,,
Calystegia malacophylla,Calystegia malacophylla,accepted,Convolvulaceae,3.dicot,native,old and recent records,1883,2023,1883,2004,2014,2023,voucher,iNat,,,,
Arctostaphylos patula,Arctostaphylos patula,accepted,Ericaceae,3.dicot,native,old and recent records,1883,2023,1883,2007,2005,2023,voucher,iNat,,,,
Sarcodes sanguinea,Sarcodes sanguinea,accepted,Ericaceae,3.dicot,native,old and recent records,1883,2023,1883,1969,1993,2023,voucher,iNat,,,,
Claytonia rubra,Claytonia rubra,accepted,Montiaceae,3.dicot,native,old and recent records,1883,2023,1883,2006,2015,2023,voucher,iNat,,,,
Diplacus mephiticus,Diplacus mephiticus,accepted,Phrymaceae,3.dicot,native,old and recent records,1883,2023,1883,2008,2011,2023,voucher,iNat,,,,
Erythranthe bicolor,Erythranthe bicolor,accepted,Phrymaceae,3.dicot,native,old and recent records,1883,2023,1883,2006,2011,2023,voucher,iNat,,,,
Chorizanthe membranacea,Chorizanthe membranacea,accepted,Polygonaceae,3.dicot,native,old and recent records,1883,2022,1883,2005,2015,2022,voucher,iNat,,,,
Caltha leptosepala,Caltha leptosepala,accepted,Ranunculaceae,3.dicot,native,old and recent records,1883,2023,1883,1998,2013,2023,voucher,iNat,,,,
Ranunculus occidentalis,Ranunculus occidentalis,accepted,Ranunculaceae,3.dicot,native,old and recent records,1883,2023,1883,2006,2022,2023,voucher,iNat,,,,
Geum macrophyllum,Geum macrophyllum,accepted,Rosaceae,3.dicot,native,old and recent records,1883,2023,1883,1948,2020,2023,voucher,iNat,,,,
Potentilla gracilis,Potentilla gracilis,accepted,Rosaceae,3.dicot,native,old and recent records,1883,2022,1883,2010,2015,2022,voucher,iNat,,,,
Galium sparsiflorum,Galium sparsiflorum,accepted,Rubiaceae,3.dicot,native,old and recent records,1883,2010,1883,2010,,,voucher,voucher,,,,
Populus trichocarpa,Populus trichocarpa,accepted,Salicaceae,3.dicot,native,old and recent records,1883,2023,1883,1936,2015,2023,voucher,iNat,,,,
Viola lobata,Viola lobata,accepted,Violaceae,3.dicot,native,old and recent records,1883,2023,1883,2006,2012,2023,voucher,iNat,,,,
Alopecurus aequalis,Alopecurus aequalis,accepted,Poaceae,4.monocot,native,old and recent records,1883,2021,1883,2008,2021,2021,voucher,iNat,,,,
Melica californica,Melica californica,accepted,Poaceae,4.monocot,native,old and recent records,1883,2022,1883,2003,2022,2022,voucher,iNat,,,,
Torreyochloa pallida,Torreyochloa pallida,accepted,Poaceae,4.monocot,native,old and recent records,1883,2009,1883,2009,,,voucher,voucher,,,,
Sisyrinchium elmeri,Sisyrinchium elmeri,accepted,Iridaceae,5.monocot-colorful,native,old and recent records,1883,2023,1883,2003,2013,2023,voucher,iNat,,,,
Philadelphus lewisii,Philadelphus lewisii,accepted,Hydrangeaceae,3.dicot,native,old and recent records,1884,2023,1884,1977,2011,2023,voucher,iNat,,,,
Lewisia triphylla,Lewisia triphylla,accepted,Montiaceae,3.dicot,native,old and recent records,1884,2023,1884,2007,2010,2023,voucher,iNat,,,,
Calochortus minimus,Calochortus minimus,accepted,Liliaceae,5.monocot-colorful,native,old and recent records,1884,2023,1884,1967,2009,2023,voucher,iNat,,,,
Agoseris retrorsa,Agoseris retrorsa,accepted,Asteraceae,3.dicot,native,old and recent records,1885,2023,1885,1984,2014,2023,voucher,iNat,,,,
Arnica discoidea,Arnica discoidea,accepted,Asteraceae,3.dicot,native,old and recent records,1885,2023,1885,2007,2014,2023,voucher,iNat,,,,
Artemisia tridentata,Artemisia tridentata,accepted,Asteraceae,3.dicot,native,old and recent records,1885,2022,1885,2007,2013,2022,voucher,iNat,,,,
Erigeron coulteri,Erigeron coulteri,accepted,Asteraceae,3.dicot,native,old and recent records,1885,2023,1885,2006,2017,2023,voucher,iNat,,,,
Hieracium albiflorum,Hieracium albiflorum,accepted,Asteraceae,3.dicot,native,old and recent records,1885,2023,1885,1988,2014,2023,voucher,iNat,,,,
Mertensia ciliata,Mertensia ciliata,accepted,Boraginaceae,3.dicot,native,old and recent records,1885,2023,1885,1969,2007,2023,voucher,iNat,,,,
Symphoricarpos mollis,Symphoricarpos mollis,accepted,Caprifoliaceae,3.dicot,native,old and recent records,1885,2023,1885,2007,2012,2023,voucher,iNat,,,,
Stellaria borealis,Stellaria borealis,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1885,2007,1885,2007,,,voucher,voucher,,,,
Arctostaphylos nevadensis,Arctostaphylos nevadensis,accepted,Ericaceae,3.dicot,native,old and recent records,1885,2023,1885,2007,2010,2023,voucher,iNat,,,,
Leucothoe davisiae,Leucothoe davisiae,accepted,Ericaceae,3.dicot,native,old and recent records,1885,2023,1885,2010,2008,2023,voucher,iNat,,,,
Hosackia crassifolia,Hosackia crassifolia,accepted,Fabaceae,3.dicot,native,old and recent records,1885,2023,1885,1967,2013,2023,voucher,iNat,,,,
Trifolium wormskioldii,Trifolium wormskioldii,accepted,Fabaceae,3.dicot,native,old and recent records,1885,2022,1885,2006,2017,2022,voucher,iNat,,,,
Mentzelia dispersa,Mentzelia dispersa,accepted,Loasaceae,3.dicot,native,old and recent records,1885,2020,1885,2009,2016,2020,voucher,iNat,,,,
Epilobium anagallidifolium,Epilobium anagallidifolium,accepted,Onagraceae,3.dicot,native,old and recent records,1885,2012,1885,2012,,,voucher,voucher,,,,
Castilleja lacera,Castilleja lacera,accepted,Orobanchaceae,3.dicot,native,old and recent records,1885,2022,1885,1946,2017,2022,voucher,iNat,,,,
Veronica americana,Veronica americana,accepted,Plantaginaceae,3.dicot,native,old and recent records,1885,2022,1885,1962,2021,2022,voucher,iNat,,,,
Linanthus dichotomus,Linanthus dichotomus,accepted,Polemoniaceae,3.dicot,native,old and recent records,1885,2023,1885,2006,2016,2023,voucher,iNat,,,,
Fragaria virginiana,Fragaria virginiana,accepted,Rosaceae,3.dicot,native,old and recent records,1885,2023,1885,1963,2015,2023,voucher,iNat,,,,
Prunus emarginata,Prunus emarginata,accepted,Rosaceae,3.dicot,native,old and recent records,1885,2020,1885,2006,2008,2020,voucher,iNat,,,,
Salix eastwoodiae,Salix eastwoodiae,accepted,Salicaceae,3.dicot,native,old and recent records,1885,2022,1885,2022,,,voucher,voucher,,,,
Salix lasiandra,Salix lasiandra,accepted,Salicaceae,3.dicot,native,old and recent records,1885,2023,1885,2004,2019,2023,voucher,iNat,,,,
Carex illota,Carex illota,accepted,Cyperaceae,4.monocot,native,old and recent records,1885,2009,1885,2009,,,voucher,voucher,,,,
Danthonia californica,Danthonia californica,accepted,Poaceae,4.monocot,native,old and recent records,1885,2019,1885,2006,2019,2019,voucher,iNat,,,,
Deschampsia danthonioides,Deschampsia danthonioides,accepted,Poaceae,4.monocot,native,old and recent records,1885,2021,1885,2021,,,voucher,voucher,,,,
Melica harfordii,Melica harfordii,accepted,Poaceae,4.monocot,native,old and recent records,1885,2009,1885,2009,,,voucher,voucher,,,,
Poa secunda,Poa secunda,accepted,Poaceae,4.monocot,native,old and recent records,1885,2016,1885,2011,2016,2016,voucher,iNat,,,,
Arnica longifolia,Arnica longifolia,accepted,Asteraceae,3.dicot,native,old and recent records,1886,2007,1886,2007,,,voucher,voucher,,,,
Acmispon strigosus,Acmispon strigosus,accepted,Fabaceae,3.dicot,native,old and recent records,1886,2022,1886,1957,2016,2022,voucher,iNat,,,,
Penstemon davidsonii,Penstemon davidsonii,accepted,Plantaginaceae,3.dicot,native,old and recent records,1886,2023,1886,2005,1989,2023,voucher,iNat,,,,
Vaccinium cespitosum,Vaccinium cespitosum,accepted,Ericaceae,3.dicot,native,old and recent records,1887,2023,1887,2005,2009,2023,voucher,iNat,,,,
Quercus chrysolepis,Quercus chrysolepis,accepted,Fagaceae,3.dicot,native,old and recent records,1887,2024,1887,1994,2008,2024,voucher,iNat,,,,
Limnanthes alba,Limnanthes alba,accepted,Limnanthaceae,3.dicot,native,old and recent records,1887,2022,1887,2006,2015,2022,voucher,iNat,,,,
Nuphar polysepala,Nuphar polysepala,accepted,Nymphaeaceae,3.dicot,native,old and recent records,1887,2023,1887,2006,2009,2023,voucher,iNat,,,,
Castilleja tenuis,Castilleja tenuis,accepted,Orobanchaceae,3.dicot,native,old and recent records,1887,2023,1887,2006,2015,2023,voucher,iNat,,,,
Eriogonum lobbii,Eriogonum lobbii,accepted,Polygonaceae,3.dicot,native,old and recent records,1887,2023,1887,2011,2012,2023,voucher,iNat,,,,
Primula suffrutescens,Primula suffrutescens,accepted,Primulaceae,3.dicot,native,old and recent records,1887,2023,1887,1951,2017,2023,voucher,iNat,,,,
Delphinium gracilentum,Delphinium gracilentum,accepted,Ranunculaceae,3.dicot,native,old and recent records,1887,2007,1887,2007,,,voucher,voucher,,,,
Potentilla flabellifolia,Potentilla flabellifolia,accepted,Rosaceae,3.dicot,native,old and recent records,1887,2023,1887,2010,2014,2023,voucher,iNat,,,,
Veratrum californicum,Veratrum californicum,accepted,Melanthiaceae,5.monocot-colorful,native,old and recent records,1887,2023,1887,2009,1992,2023,voucher,iNat,,,,
Aspidotis californica,Aspidotis californica,accepted,Pteridaceae,1.ferns/primitive,native,old and recent records,1888,2003,1888,2003,,,voucher,voucher,,,,
Sanicula graveolens,Sanicula graveolens,accepted,Apiaceae,3.dicot,native,old and recent records,1888,2005,1888,2005,,,voucher,voucher,,,,
Arnica cordifolia,Arnica cordifolia,accepted,Asteraceae,3.dicot,native,old and recent records,1888,2007,1888,2007,,,voucher,voucher,,,,
Arnica latifolia,Arnica latifolia,accepted,Asteraceae,3.dicot,native,old and recent records,1888,2014,1888,2006,2014,2014,voucher,iNat,,,,
Wyethia mollis,Wyethia mollis,accepted,Asteraceae,3.dicot,native,old and recent records,1888,2023,1888,2007,2013,2023,voucher,iNat,,,,
Nemophila menziesii,Nemophila menziesii,accepted,Boraginaceae,3.dicot,native,old and recent records,1888,2023,1888,1991,2005,2023,voucher,iNat,,,,
Boechera retrofracta,Boechera retrofracta,accepted,Brassicaceae,3.dicot,native,old and recent records,1888,2021,1888,2021,,,voucher,voucher,,,,
Lepidium densiflorum,Lepidium densiflorum,accepted,Brassicaceae,3.dicot,native,old and recent records,1888,2021,1888,1995,2021,2021,voucher,iNat,,,,
Salvia columbariae,Salvia columbariae,accepted,Lamiaceae,3.dicot,native,old and recent records,1888,2022,1888,1888,2016,2022,voucher,iNat,,,,
Umbellularia californica,Umbellularia californica,accepted,Lauraceae,3.dicot,native,old and recent records,1888,2024,1888,2008,2013,2024,voucher,iNat,,,,
Veronica serpyllifolia,Veronica serpyllifolia,accepted,Plantaginaceae,3.dicot,native,old and recent records,1888,2022,1888,1994,2014,2022,voucher,iNat,,,,
Fallopia convolvulus,Fallopia convolvulus,accepted,Polygonaceae,3.dicot,native,old and recent records,1888,1998,1888,1998,,,voucher,voucher,,,,
Ranunculus orthorhynchus,Ranunculus orthorhynchus,accepted,Ranunculaceae,3.dicot,native,old and recent records,1888,2010,1888,2010,,,voucher,voucher,,,,
Salix scouleriana,Salix scouleriana,accepted,Salicaceae,3.dicot,native,old and recent records,1888,2020,1888,2005,2020,2020,voucher,iNat,,,,
Phoradendron juniperinum,Phoradendron juniperinum,accepted,Santalaceae,3.dicot,native,old and recent records,1888,2023,1888,1973,2022,2023,voucher,iNat,,,,
Carex deflexa,Carex deflexa,accepted,Cyperaceae,4.monocot,native,old and recent records,1888,2010,1888,2010,,,voucher,voucher,,,,
Elymus glaucus,Elymus glaucus,accepted,Poaceae,4.monocot,native,old and recent records,1888,2009,1888,2009,,,voucher,voucher,,,,
Melica bulbosa,Melica bulbosa,accepted,Poaceae,4.monocot,native,old and recent records,1888,2010,1888,2010,,,voucher,voucher,,,,
Poa trivialis,Poa trivialis,accepted,Poaceae,4.monocot,introduced,old and recent records,1888,2009,1888,2009,,,voucher,voucher,,,,
Scribneria bolanderi,Scribneria bolanderi,accepted,Poaceae,4.monocot,native,old and recent records,1888,2009,1888,2009,,,voucher,voucher,,,,
Iris missouriensis,Iris missouriensis,accepted,Iridaceae,5.monocot-colorful,native,old and recent records,1888,2023,1888,1967,2009,2023,voucher,iNat,,,,
Angelica capitellata,Angelica capitellata,accepted,Apiaceae,3.dicot,native,old and recent records,1889,2023,1889,1970,2012,2023,voucher,iNat,,,,
Cirsium occidentale,Cirsium occidentale,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2023,1889,2009,2016,2023,voucher,iNat,,,,
Crepis acuminata,Crepis acuminata,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2006,1889,2006,,,voucher,voucher,,,,
Ericameria discoidea,Ericameria discoidea,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2020,1889,2007,2020,2020,voucher,iNat,,,,
Erigeron algidus,Erigeron algidus,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2022,1889,2011,2020,2022,voucher,iNat,,,,
Erigeron vagus,Erigeron vagus,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2020,1889,2012,2020,2020,voucher,iNat,,,,
Eurybia integrifolia,Eurybia integrifolia,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2023,1889,2007,2017,2023,voucher,iNat,,,,
Hazardia whitneyi,Hazardia whitneyi,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2007,1889,2007,,,voucher,voucher,,,,
Helianthus californicus,Helianthus californicus,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2019,1889,2006,2019,2019,voucher,iNat,,,,
Kyhosia bolanderi,Kyhosia bolanderi,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2010,1889,2010,,,voucher,voucher,,,,
Stephanomeria tenuifolia,Stephanomeria tenuifolia,accepted,Asteraceae,3.dicot,native,old and recent records,1889,2023,1889,1999,2023,2023,voucher,iNat,,,,
Oreocarya nubigena,Oreocarya nubigena,accepted,Boraginaceae,3.dicot,native,old and recent records,1889,2021,1889,2011,2021,2021,voucher,iNat,,,,
Boechera lemmonii,Boechera lemmonii,accepted,Brassicaceae,3.dicot,native,old and recent records,1889,2021,1889,2021,,,voucher,voucher,,,,
Downingia montana,Downingia montana,accepted,Campanulaceae,3.dicot,native,old and recent records,1889,2019,1889,2011,2017,2019,voucher,iNat,,,,
Symphoricarpos rotundifolius,Symphoricarpos rotundifolius,accepted,Caprifoliaceae,3.dicot,native,old and recent records,1889,2019,1889,2007,2019,2019,voucher,iNat,,,,
Eremogone kingii,Eremogone kingii,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1889,2023,1889,2011,2014,2023,voucher,iNat,,,,
Sagina saginoides,Sagina saginoides,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1889,2020,1889,2007,2020,2020,voucher,iNat,,,,
Silene menziesii,Silene menziesii,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1889,2006,1889,2006,,,voucher,voucher,,,,
Silene sargentii,Silene sargentii,accepted,Caryophyllaceae,3.dicot,native,old and recent records,1889,2023,1889,1983,2015,2023,voucher,iNat,,,,
Orthilia secunda,Orthilia secunda,accepted,Ericaceae,3.dicot,native,old and recent records,1889,2023,1889,2007,2014,2023,voucher,iNat,,,,
Rhododendron columbianum,Rhododendron columbianum,accepted,Ericaceae,3.dicot,native,old and recent records,1889,2023,1889,2007,2008,2023,voucher,iNat,,,,
Astragalus kentrophyta,Astragalus kentrophyta,accepted,Fabaceae,3.dicot,native,old and recent records,1889,2021,1889,2010,2021,2021,voucher,iNat,,,,
Lupinus gracilentus,Lupinus gracilentus,accepted,Fabaceae,3.dicot,native,old and recent records,1889,2022,1889,2022,2022,2022,voucher,iNat,,,,
Lupinus nanus,Lupinus nanus,accepted,Fabaceae,3.dicot,native,old and recent records,1889,2023,1889,2006,2016,2023,voucher,iNat,,,,
Trifolium longipes,Trifolium longipes,accepted,Fabaceae,3.dicot,native,old and recent records,1889,2023,1889,2010,2014,2023,voucher,iNat,,,,
Gentiana newberryi,Gentiana newberryi,accepted,Gentianaceae,3.dicot,native,old and recent records,1889,2023,1889,2007,2007,2023,voucher,iNat,,,,
Gentianopsis simplex,Gentianopsis simplex,accepted,Gentianaceae,3.dicot,native,old and recent records,1889,2023,1889,2003,2012,2023,voucher,iNat,,,,
Ribes montigenum,Ribes montigenum,accepted,Grossulariaceae,3.dicot,native,old and recent records,1889,2023,1889,2006,2014,2023,voucher,iNat,,,,
Menyanthes trifoliata,Menyanthes trifoliata,accepted,Menyanthaceae,3.dicot,native,old and recent records,1889,2023,1889,1963,2014,2023,voucher,iNat,,,,
Castilleja lemmonii,Castilleja lemmonii,accepted,Orobanchaceae,3.dicot,native,old and recent records,1889,2023,1889,2015,2004,2023,voucher,iNat,,,,
Castilleja nana,Castilleja nana,accepted,Orobanchaceae,3.dicot,native,old and recent records,1889,2023,1889,2007,2009,2023,voucher,iNat,,,,
Pedicularis groenlandica,Pedicularis groenlandica,accepted,Orobanchaceae,3.dicot,native,old and recent records,1889,2023,1889,2011,2008,2023,voucher,iNat,,,,
Diplacus pulchellus,Diplacus pulchellus,accepted,Phrymaceae,3.dicot,native,old and recent records,1889,2023,1889,2008,2023,2023,voucher,iNat,,,,
Erythranthe cardinalis,Erythranthe cardinalis,accepted,Phrymaceae,3.dicot,native,old and recent records,1889,2023,1889,1969,2009,2023,voucher,iNat,,,,
Erythranthe nasuta,Erythranthe nasuta,accepted,Phrymaceae,3.dicot,native,old and recent records,1889,2023,1889,1963,2019,2023,voucher,iNat,,,,
Erythranthe tilingii,Erythranthe tilingii,accepted,Phrymaceae,3.dicot,native,old and recent records,1889,2022,1889,1963,2018,2022,voucher,iNat,,,,
Gratiola ebracteata,Gratiola ebracteata,accepted,Plantaginaceae,3.dicot,native,old and recent records,1889,2017,1889,2008,2017,2017,voucher,iNat,,,,
Polemonium pulcherrimum,Polemonium pulcherrimum,accepted,Polemoniaceae,3.dicot,native,old and recent records,1889,2022,1889,2005,2014,2022,voucher,iNat,,,,
Koenigia phytolaccifolia,Koenigia phytolaccifolia,accepted,Polygonaceae,3.dicot,native,old and recent records,1889,2020,1889,2007,2014,2020,voucher,iNat,,,,
Oxyria digyna,Oxyria digyna,accepted,Polygonaceae,3.dicot,native,old and recent records,1889,2023,1889,1979,2009,2023,voucher,iNat,,,,
Polygonum shastense,Polygonum shastense,accepted,Polygonaceae,3.dicot,native,old and recent records,1889,2022,1889,2005,2016,2022,voucher,iNat,,,,
Primula tetrandra,Primula tetrandra,accepted,Primulaceae,3.dicot,native,old and recent records,1889,2022,1889,2005,2001,2022,voucher,iNat,,,,
Thalictrum fendleri,Thalictrum fendleri,accepted,Ranunculaceae,3.dicot,native,old and recent records,1889,2022,1889,2007,2014,2022,voucher,iNat,,,,
Rhamnus ilicifolia,Rhamnus ilicifolia,accepted,Rhamnaceae,3.dicot,native,old and recent records,1889,2023,1889,2006,2014,2023,voucher,iNat,,,,
Dasiphora fruticosa,Dasiphora fruticosa,accepted,Rosaceae,3.dicot,native,old and recent records,1889,2023,1889,2005,2018,2023,voucher,iNat,,,,
Potentilla breweri,Potentilla breweri,accepted,Rosaceae,3.dicot,native,old and recent records,1889,2022,1889,2017,2014,2022,voucher,iNat,,,,
Sibbaldia procumbens,Sibbaldia procumbens,accepted,Rosaceae,3.dicot,native,old and recent records,1889,2022,1889,2011,2017,2022,voucher,iNat,,,,
Sorbus californica,Sorbus californica,accepted,Rosaceae,3.dicot,native,old and recent records,1889,2023,1889,2007,2003,2023,voucher,iNat,,,,
Micranthes bryophora,Micranthes bryophora,accepted,Saxifragaceae,3.dicot,native,old and recent records,1889,2022,1889,2009,2009,2022,voucher,iNat,,,,
Pectiantia pentandra,Pectiantia pentandra,accepted,Saxifragaceae,3.dicot,native,old and recent records,1889,2015,1889,2007,2014,2015,voucher,iNat,,,,
Carex straminiformis,Carex straminiformis,accepted,Cyperaceae,4.monocot,native,old and recent records,1889,2018,1889,2012,2018,2018,voucher,iNat,,,,
Elymus sierrae,Elymus sierrae,accepted,Poaceae,4.monocot,native,old and recent records,1889,2021,1889,2021,,,voucher,voucher,,,,
Koeleria projecta,Koeleria projecta,accepted,Poaceae,4.monocot,native,old and recent records,1889,1990,1889,1990,,,voucher,voucher,,,,
Potamogeton natans,Potamogeton natans,accepted,Potamogetonaceae,4.monocot,native,old and recent records,1889,2023,1889,2006,2012,2023,voucher,iNat,,,,
Allium amplectens,Allium amplectens,accepted,Amaryllidaceae,5.monocot-colorful,native,old and recent records,1889,2021,1889,2006,2021,2021,voucher,iNat,,,,
Camassia quamash,Camassia quamash,accepted,Asparagaceae,5.monocot-colorful,native,old and recent records,1889,2023,1889,1965,2005,2023,voucher,iNat,,,,
Platanthera transversa,Platanthera transversa,accepted,Orchidaceae,5.monocot-colorful,native,old and recent records,1889,2023,1889,2010,2011,2023,voucher,iNat,,,,
Myriopteris covillei,Myriopteris covillei,accepted,Pteridaceae,1.ferns/primitive,native,old and recent records,1890,2022,1890,1965,2014,2022,voucher,iNat,,,,
Tsuga mertensiana,Tsuga mertensiana,accepted,Pinaceae,2.gymnosperm,native,old and recent records,1890,2023,1890,1963,2006,2023,voucher,iNat,,,,
Perideridia bolanderi,Perideridia bolanderi,accepted,Apiaceae,3.dicot,native,old and recent records,1890,2016,1890,2009,2016,2016,voucher,iNat,,,,
