accepted_name,scientific_name,taxonomic_status,family,broader,establishment_means,sublist,year_first_record,year_last_record,year_first_voucher,year_last_voucher,year_first_iNat_obs,year_last_iNat_obs,first_record_type,last_record_type,latitude_first_record_recent_discovery,longitude_first_record_recent_discovery,latitude_last_record_long_unobserved,longitude_last_record_long_unobserved
Tribulus terrestris,Tribulus terrestris,accepted,Zygophyllaceae,3.dicot,introduced,recent discovery,2003,2023,2003,2003,2019,2023,voucher,iNat,37.73976,-119.59415,,
Carex diandra,Carex diandra,accepted,Cyperaceae,4.monocot,native,recent discovery,2003,2008,2003,2008,,,voucher,voucher,37.9111,-119.2569,,
Schoenoplectus subterminalis,Schoenoplectus subterminalis,accepted,Cyperaceae,4.monocot,native,recent discovery,2003,2011,2003,2011,,,voucher,voucher,37.949061,-119.830568,,
Potamogeton alpinus,Potamogeton alpinus,accepted,Potamogetonaceae,4.monocot,native,recent discovery,2003,2003,2003,2003,,,voucher,voucher,37.651369,-119.632418,,
Cuscuta suksdorfii,Cuscuta suksdorfii,accepted,Convolvulaceae,3.dicot,native,recent discovery,2004,2009,2004,2009,,,voucher,voucher,37.8263,-119.4991,,
Melissa officinalis,Melissa officinalis,accepted,Lamiaceae,3.dicot,introduced,recent discovery,2004,2019,2004,2004,2016,2019,voucher,iNat,37.73427,-119.56449,,
Rumex pulcher,Rumex pulcher,accepted,Polygonaceae,3.dicot,introduced,recent discovery,2004,2004,2004,2004,,,voucher,voucher,37.747686,-119.727917,,
Eleocharis parishii,Eleocharis parishii,accepted,Cyperaceae,4.monocot,native,recent discovery,2004,2004,2004,2004,,,voucher,voucher,37.6601,-119.660675,,
Cinna latifolia,Cinna latifolia,accepted,Poaceae,4.monocot,native,recent discovery,2004,2004,2004,2004,,,voucher,voucher,37.74593,-119.72287,,
Botrychium ascendens,Botrychium ascendens,accepted,Ophioglossaceae,1.ferns/primitive,native,recent discovery,2005,2007,2005,2007,,,voucher,voucher,38.068366,-119.350034,,
Erigeron clokeyi,Erigeron clokeyi,accepted,Asteraceae,3.dicot,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,38.161703,-119.62138,,
Stenotus acaulis,Stenotus acaulis,accepted,Asteraceae,3.dicot,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,38.15679,-119.62469,,
Pectocarya pusilla,Pectocarya pusilla,accepted,Boraginaceae,3.dicot,native,recent discovery,2005,2006,2005,2006,,,voucher,voucher,37.713985,-119.67806,,
Plagiobothrys myosotoides,Plagiobothrys myosotoides,accepted,Boraginaceae,3.dicot,native,recent discovery,2005,2006,2005,2006,,,voucher,voucher,37.713985,-119.678065,,
Phoenicaulis cheiranthoides,Phoenicaulis cheiranthoides,accepted,Brassicaceae,3.dicot,native,recent discovery,2005,2022,2005,2005,2021,2022,voucher,iNat,38.063282,-119.332886,,
Astragalus purshii,Astragalus purshii,accepted,Fabaceae,3.dicot,native,recent discovery,2005,2018,2005,2005,2018,2018,voucher,iNat,38.063283,-119.332889,,
Epilobium howellii,Epilobium howellii,accepted,Onagraceae,3.dicot,native,recent discovery,2005,2010,2005,2006,2010,2010,voucher,iNat,37.866238,-119.332466,,
Epilobium saximontanum,Epilobium saximontanum,accepted,Onagraceae,3.dicot,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,38.166873,-119.61619,,
Castilleja attenuata,Castilleja attenuata,accepted,Orobanchaceae,3.dicot,native,recent discovery,2005,2022,2005,2005,2022,2022,voucher,iNat,37.561897,-119.68885,,
Anemone drummondii,Anemone drummondii,accepted,Ranunculaceae,3.dicot,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,38.067307,-119.34945,,
Carex tahoensis,Carex tahoensis,accepted,Cyperaceae,4.monocot,native,recent discovery,2005,2012,2005,2012,,,voucher,voucher,38.068466,-119.33963,,
Distichlis spicata,Distichlis spicata,accepted,Poaceae,4.monocot,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,37.864716,-119.30666,,
Muhlenbergia asperifolia,Muhlenbergia asperifolia,accepted,Poaceae,4.monocot,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,37.940913,-119.582917,,
Toxicoscordion exaltatum,Toxicoscordion exaltatum,accepted,Melanthiaceae,5.monocot-colorful,native,recent discovery,2005,2005,2005,2005,,,voucher,voucher,37.563416,-119.687819,,
Layia pentachaeta,Layia pentachaeta,accepted,Asteraceae,3.dicot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.9025832,-119.8394709,,
Micropus californicus,Micropus californicus,accepted,Asteraceae,3.dicot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.944243,-119.791927,,
Psilocarphus brevissimus,Psilocarphus brevissimus,accepted,Asteraceae,3.dicot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.924876,-119.817856,,
Nemophila pedunculata,Nemophila pedunculata,accepted,Boraginaceae,3.dicot,native,recent discovery,2006,2022,2006,2006,2022,2022,voucher,iNat,37.9382731,-119.7976138,,
Rorippa curvipes,Rorippa curvipes,accepted,Brassicaceae,3.dicot,native,recent discovery,2006,2007,2006,2007,,,voucher,voucher,37.9166936,-119.6598975,,
Utricularia intermedia,Utricularia intermedia,accepted,Lentibulariaceae,3.dicot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.735786,-119.5316,,
Lythrum hyssopifolia,Lythrum hyssopifolia,accepted,Lythraceae,3.dicot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.920723,-119.61906,,
Ludwigia palustris,Ludwigia palustris,accepted,Onagraceae,3.dicot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.9209018,-119.8196554,,
Cephalanthus occidentalis,Cephalanthus occidentalis,accepted,Rubiaceae,3.dicot,native,recent discovery,2006,2022,2006,2006,2012,2022,voucher,iNat,37.895447,-119.86454,,
Carex albonigra,Carex albonigra,accepted,Cyperaceae,4.monocot,native,recent discovery,2006,2012,2006,2012,,,voucher,voucher,37.891632,-119.21249,,
Carex orestera,Carex orestera,accepted,Cyperaceae,4.monocot,native,recent discovery,2006,2012,2006,2012,,,voucher,voucher,37.891743,-119.213253,,
Cyperus eragrostis,Cyperus eragrostis,accepted,Cyperaceae,4.monocot,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.895447,-119.86454,,
Andropogon virginicus,Andropogon virginicus,accepted,Poaceae,4.monocot,introduced,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.895447,-119.86454,,
Aralia californica,Aralia californica,accepted,Araliaceae,5.monocot-colorful,native,recent discovery,2006,2006,2006,2006,,,voucher,voucher,37.9150959,-119.8135719,,
Fritillaria pinetorum,Fritillaria pinetorum,accepted,Liliaceae,5.monocot-colorful,native,recent discovery,2006,2023,2006,2006,2014,2023,voucher,iNat,37.8874655,-119.2156477,,
Botrychium yaaxudakeit,Botrychium yaaxudakeit,accepted,Ophioglossaceae,1.ferns/primitive,native,recent discovery,2007,2007,2007,2007,,,voucher,voucher,38.0674,-119.3504,,
Saponaria officinalis,Saponaria officinalis,accepted,Caryophyllaceae,3.dicot,introduced,recent discovery,2008,2023,2008,2021,2019,2023,voucher,iNat,37.9747222,-119.8779402,,
Crassula aquatica,Crassula aquatica,accepted,Crassulaceae,3.dicot,native,recent discovery,2008,2008,2008,2008,,,voucher,voucher,37.97966,-119.88049,,
Elatine chilensis,Elatine chilensis,accepted,Elatinaceae,3.dicot,native,recent discovery,2008,2010,2008,2010,,,voucher,voucher,37.97966,-119.88049,,
Elatine rubella,Elatine rubella,accepted,Elatinaceae,3.dicot,native,recent discovery,2008,2008,2008,2008,,,voucher,voucher,37.90551,-119.25497,,
Myriophyllum sibiricum,Myriophyllum sibiricum,accepted,Haloragaceae,3.dicot,native,recent discovery,2008,2008,2008,2008,,,voucher,voucher,37.87223,-119.36957,,
Hypericum calycinum,Hypericum calycinum,accepted,Hypericaceae,3.dicot,introduced,recent discovery,2008,2022,2008,2010,2015,2022,voucher,iNat,37.9747,-119.87668,,
Lythrum portula,Lythrum portula,accepted,Lythraceae,3.dicot,introduced,recent discovery,2008,2008,2008,2008,,,voucher,voucher,37.97966,-119.88049,,
Oxalis albicans,Oxalis albicans,accepted,Oxalidaceae,3.dicot,native,recent discovery,2008,2008,2008,2008,,,voucher,voucher,37.97515,-119.87666,,
Eleocharis ovata,Eleocharis ovata,accepted,Cyperaceae,4.monocot,native,recent discovery,2008,2008,2008,2008,,,voucher,voucher,37.97966,-119.88049,,
Bromus porteri,Bromus porteri,accepted,Poaceae,4.monocot,native,recent discovery,2008,2017,2008,2017,,,voucher,voucher,37.87861,-119.27361,,
Elodea canadensis,Elodea canadensis,accepted,Hydrocharitaceae,5.monocot-colorful,native,recent discovery,2008,2023,2008,2008,2023,2023,voucher,iNat,37.96477,-119.82852,,
Pinus attenuata,Pinus attenuata,accepted,Pinaceae,2.gymnosperm,native,recent discovery,2009,2022,2009,2009,2014,2022,voucher,iNat,37.70461,-119.73439,,
Chenopodium desiccatum,Chenopodium desiccatum,accepted,Amaranthaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.7468471,-119.587711,,
Chenopodium pratericola,Chenopodium pratericola,accepted,Amaranthaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.746812,-119.587318,,
Torilis arvensis,Torilis arvensis,accepted,Apiaceae,3.dicot,introduced,recent discovery,2009,2016,2009,2009,2016,2016,voucher,iNat,37.95866,-119.77857,,
Senecio vulgaris,Senecio vulgaris,accepted,Asteraceae,3.dicot,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.74705,-119.58788,,
Myosotis stricta,Myosotis stricta,accepted,Boraginaceae,3.dicot,introduced,recent discovery,2009,2022,2009,2009,2021,2022,voucher,iNat,37.7413,-119.56377,,
Arabidopsis thaliana,Arabidopsis thaliana,accepted,Brassicaceae,3.dicot,introduced,recent discovery,2009,2010,2009,2010,,,voucher,voucher,37.71521,-119.65971,,
Descurainia sophia,Descurainia sophia,accepted,Brassicaceae,3.dicot,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.75043,-119.58944,,
Sisymbrium erysimoides,Sisymbrium erysimoides,accepted,Brassicaceae,3.dicot,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.72451,-119.63682,,
Sisymbrium irio,Sisymbrium irio,accepted,Brassicaceae,3.dicot,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.75043,-119.58944,,
Humulus lupulus,Humulus lupulus,accepted,Cannabaceae,3.dicot,introduced,recent discovery,2009,2023,2009,2009,2016,2023,voucher,iNat,37.8115839,-119.8587767,,
Cuscuta jepsonii,Cuscuta jepsonii,accepted,Convolvulaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.52929,-119.6567,,
Vaccinium parvifolium,Vaccinium parvifolium,accepted,Ericaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.50832,-119.66043,,
Robinia pseudoacacia,Robinia pseudoacacia,accepted,Fabaceae,3.dicot,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.74088,-119.591,,
Trifolium hirtum,Trifolium hirtum,accepted,Fabaceae,3.dicot,introduced,recent discovery,2009,2022,2009,2010,2014,2022,voucher,iNat,37.7046,-119.73337,,
Vicia sativa,Vicia sativa,accepted,Fabaceae,3.dicot,introduced,recent discovery,2009,2023,2009,2009,2021,2023,voucher,iNat,37.7482,-119.58657,,
Juglans hindsii,Juglans hindsii,accepted,Juglandaceae,3.dicot,introduced,recent discovery,2009,2010,2009,2010,,,voucher,voucher,37.74376,-119.58384,,
Syringa vulgaris,Syringa vulgaris,accepted,Oleaceae,3.dicot,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.74077,-119.59071,,
Aphyllon franciscanum,Aphyllon franciscanum,accepted,Orobanchaceae,3.dicot,native,recent discovery,2009,2023,2023,2023,2009,2023,iNat,iNat,37.747533,-119.820777,,
Oxalis dillenii,Oxalis dillenii,accepted,Oxalidaceae,3.dicot,introduced,recent discovery,2009,2010,2009,2010,,,voucher,voucher,37.74335,-119.58554,,
Erythranthe androsacea,Erythranthe androsacea,accepted,Phrymaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.71499,-119.67816,,
Navarretia linearifolia,Navarretia linearifolia,accepted,Polemoniaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.57342,-119.56535,,
Eriogonum gracile,Eriogonum gracile,accepted,Polygonaceae,3.dicot,native,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.74702,-119.588109,,
Prunus cerasifera,Prunus cerasifera,accepted,Rosaceae,3.dicot,introduced,recent discovery,2009,2023,2009,2009,2020,2023,voucher,iNat,37.74077,-119.59071,,
Arum italicum,Arum italicum,accepted,Araceae,5.monocot-colorful,introduced,recent discovery,2009,2009,2009,2009,,,voucher,voucher,37.74895,-119.58599,,
Vinca major,Vinca major,accepted,Apocynaceae,3.dicot,introduced,recent discovery,2010,2023,2010,2010,2013,2023,voucher,iNat,37.54942,-119.63493,,
Hedera helix,Hedera helix,accepted,Araliaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.74539,-119.58159,,
Bellis perennis,Bellis perennis,accepted,Asteraceae,3.dicot,introduced,recent discovery,2010,2018,2010,2010,2018,2018,voucher,iNat,37.53589,-119.65775,,
Hieracium murorum,Hieracium murorum,accepted,Asteraceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.74821,-119.58144,,
Malacothrix clevelandii,Malacothrix clevelandii,accepted,Asteraceae,3.dicot,native,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.7264208,-119.6116053,,
Solidago stricta,Solidago stricta,accepted,Asteraceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.53794,-119.66037,,
Xanthium strumarium,Xanthium strumarium,accepted,Asteraceae,3.dicot,introduced,recent discovery,2010,2023,2010,2010,2017,2023,voucher,iNat,37.74016,-119.5948,,
Boechera covillei,Boechera covillei,accepted,Brassicaceae,3.dicot,native,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.72988,-119.39213,,
Sagina procumbens,Sagina procumbens,accepted,Caryophyllaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.746,-119.57459,,
Cytisus scoparius,Cytisus scoparius,accepted,Fabaceae,3.dicot,introduced,recent discovery,2010,2019,2010,2010,2013,2019,voucher,iNat,37.55046,-119.6476,,
Genista linifolia,Genista linifolia,accepted,Fabaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.74692,-119.58135,,
Ajuga reptans,Ajuga reptans,accepted,Lamiaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.55091,-119.64759,,
Nepeta cataria,Nepeta cataria,accepted,Lamiaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.53603,-119.65705,,
Malva parviflora,Malva parviflora,accepted,Malvaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.74883,-119.59124,,
Veronica filiformis,Veronica filiformis,accepted,Plantaginaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.53665,-119.65456,,
Ranunculus glaberrimus,Ranunculus glaberrimus,accepted,Ranunculaceae,3.dicot,native,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.89876,-119.23558,,
Prunus persica,Prunus persica,accepted,Rosaceae,3.dicot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.5377,-119.65773,,
Acer circinatum,Acer circinatum,accepted,Sapindaceae,3.dicot,native,recent discovery,2010,2023,2010,2010,2020,2023,voucher,iNat,37.74724,-119.57478,,
Solanum nigrum,Solanum nigrum,accepted,Solanaceae,3.dicot,introduced,recent discovery,2010,2023,2010,2010,2023,2023,voucher,iNat,37.74417,-119.57769,,
Viola odorata,Viola odorata,accepted,Violaceae,3.dicot,introduced,recent discovery,2010,2022,2010,2010,2018,2022,voucher,iNat,37.74724,-119.57478,,
Alopecurus geniculatus,Alopecurus geniculatus,accepted,Poaceae,4.monocot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.53511,-119.65902,,
Poa fendleriana,Poa fendleriana,accepted,Poaceae,4.monocot,native,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.93252,-119.29274,,
Poa palustris,Poa palustris,accepted,Poaceae,4.monocot,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.53437,-119.6582,,
Epipactis helleborine,Epipactis helleborine,accepted,Orchidaceae,5.monocot-colorful,introduced,recent discovery,2010,2010,2010,2010,,,voucher,voucher,37.74417,-119.57769,,
Packera pseudaurea,Packera pseudaurea,accepted,Asteraceae,3.dicot,native,recent discovery,2011,2011,2011,2011,,,voucher,voucher,38.002713,-119.32048,,
Draba cana,Draba cana,accepted,Brassicaceae,3.dicot,native,recent discovery,2011,2011,2011,2011,,,voucher,voucher,37.8923618,-119.209725,,
Aphyllon epigalium,Aphyllon epigalium,accepted,Orobanchaceae,3.dicot,native,recent discovery,2011,2022,,,2011,2022,iNat,iNat,37.7448272,-119.5895118,,
Rumex utahensis,Rumex utahensis,accepted,Polygonaceae,3.dicot,native,recent discovery,2012,2012,2012,2012,,,voucher,voucher,37.87473,-119.226602,,
Platanthera leptopetala,Platanthera leptopetala,accepted,Orchidaceae,5.monocot-colorful,native,recent discovery,2013,2013,,,2013,2013,iNat,iNat,37.92518027,-119.4762651,,
Rubus armeniacus,Rubus armeniacus,accepted,Rosaceae,3.dicot,introduced,recent discovery,2014,2023,,,2014,2023,iNat,iNat,37.743698,-119.56671,,
Marah horrida,Marah horrida,accepted,Cucurbitaceae,3.dicot,native,recent discovery,2015,2022,,,2015,2022,iNat,iNat,37.81858267,-119.7626405,,
Hemitomes congestum,Hemitomes congestum,accepted,Ericaceae,3.dicot,native,recent discovery,2016,2016,,,2016,2016,iNat,iNat,37.69273297,-119.6288995,,
Festuca viridula,Festuca viridula,accepted,Poaceae,4.monocot,native,recent discovery,2017,2017,2017,2017,,,voucher,voucher,38.173615,-119.610445,,
Verbascum blattaria,Verbascum blattaria,accepted,Scrophulariaceae,3.dicot,introduced,recent discovery,2018,2023,,,2018,2023,iNat,iNat,37.74876738,-119.5810091,,
Bromus pumpellianus,Bromus pumpellianus,accepted,Poaceae,4.monocot,introduced,recent discovery,2018,2018,,,2018,2018,iNat,iNat,37.774122,-119.260639,,
Taeniatherum caput-medusae,Taeniatherum caput-medusae,accepted,Asteraceae,3.dicot,introduced,recent discovery,2019,2019,,,2019,2019,iNat,iNat,37.84088,-119.8356,,
Cardamine hirsuta,Cardamine hirsuta,accepted,Brassicaceae,3.dicot,introduced,recent discovery,2019,2019,,,2019,2019,iNat,iNat,37.73077637,-119.5598452,,
Symphoricarpos albus,Symphoricarpos albus,accepted,Caprifoliaceae,3.dicot,native,recent discovery,2019,2023,,,2019,2023,iNat,iNat,37.71331787,-119.6863251,,
Clarkia cylindrica,Clarkia cylindrica,accepted,Onagraceae,3.dicot,native,recent discovery,2019,2019,,,2019,2019,iNat,iNat,37.72724978,-119.7566685,,
Diplacus kelloggii,Diplacus kelloggii,accepted,Phrymaceae,3.dicot,native,recent discovery,2019,2019,,,2019,2019,iNat,iNat,37.69148347,-119.7608381,,
Erythranthe rubella,Erythranthe rubella,accepted,Phrymaceae,3.dicot,native,recent discovery,2019,2019,,,2019,2019,iNat,iNat,37.89024667,-119.38742,,
Potentilla indica,Potentilla indica,accepted,Rosaceae,3.dicot,introduced,recent discovery,2019,2019,,,2019,2019,iNat,iNat,37.74819098,-119.5932631,,
Angelica lineariloba,Angelica lineariloba,accepted,Apiaceae,3.dicot,native,recent discovery,2020,2020,,,2020,2020,iNat,iNat,38.06906411,-119.3737086,,
Leptosiphon nuttallii,Leptosiphon nuttallii,accepted,Polemoniaceae,3.dicot,native,recent discovery,2020,2020,,,2020,2020,iNat,iNat,38.06906411,-119.3737086,,
Sanicula bipinnata,Sanicula bipinnata,accepted,Apiaceae,3.dicot,native,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.52924664,-119.6367545,,
Centaurea cyanus,Centaurea cyanus,accepted,Asteraceae,3.dicot,introduced,recent discovery,2021,2023,,,2021,2023,iNat,iNat,37.69298333,-119.727305,,
Acmispon brachycarpus,Acmispon brachycarpus,accepted,Fabaceae,3.dicot,native,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.50460063,-119.6096942,,
Lotus corniculatus,Lotus corniculatus,accepted,Fabaceae,3.dicot,introduced,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.770275,-119.8064583,,
Trifolium albopurpureum,Trifolium albopurpureum,accepted,Fabaceae,3.dicot,native,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.96002,-119.7847667,,
Lamium amplexicaule,Lamium amplexicaule,accepted,Lamiaceae,3.dicot,native,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.7031772,-119.7526887,,
Eriogonum microtheca,Eriogonum microtheca,accepted,Polygonaceae,3.dicot,native,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.90202305,-119.2259261,,
Verbascum virgatum,Verbascum virgatum,accepted,Scrophulariaceae,3.dicot,introduced,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.73732,-119.60374,,
Ailanthus altissima,Ailanthus altissima,accepted,Simaroubaceae,3.dicot,introduced,recent discovery,2021,2021,,,2021,2021,iNat,iNat,37.74709667,-119.5756533,,
Solanum americanum,Solanum americanum,accepted,Solanaceae,3.dicot,native,recent discovery,2021,2023,,,2021,2023,iNat,iNat,37.74188611,-119.5649944,,
Ivesia shockleyi,Ivesia shockleyi,accepted,Rosaceae,3.dicot,native,recent discovery,2022,2022,,,2022,2022,iNat,iNat,38.09219,-119.3778,,
Parthenocissus quinquefolia,Parthenocissus quinquefolia,accepted,Vitaceae,3.dicot,introduced,recent discovery,2022,2022,,,2022,2022,iNat,iNat,37.75016333,-119.5914617,,
Asparagus officinalis,Asparagus officinalis,accepted,Asparagaceae,5.monocot-colorful,introduced,recent discovery,2022,2022,,,2022,2022,iNat,iNat,37.74741333,-119.59195,,
Amaranthus retroflexus,Amaranthus retroflexus,accepted,Amaranthaceae,3.dicot,introduced,recent discovery,2023,2023,,,2023,2023,iNat,iNat,37.74186668,-119.5646433,,
Adelinia grandis,Adelinia grandis,accepted,Boraginaceae,3.dicot,native,recent discovery,2023,2023,,,2023,2023,iNat,iNat,37.50167117,-119.6187489,,
Galium bolanderi,Galium bolanderi,accepted,Rubiaceae,3.dicot,native,long unobserved,1860,1983,1860,1983,,,voucher,voucher,,,37.5452086,-119.6479902
Salix melanopsis,Salix melanopsis,accepted,Salicaceae,3.dicot,native,long unobserved,1860,1966,1860,1966,,,voucher,voucher,,,37.8101301,-119.8725931
Epilobium oregonense,Epilobium oregonense,accepted,Onagraceae,3.dicot,native,long unobserved,1863,1962,1863,1962,,,voucher,voucher,,,37.869,-119.648
Delphinium depauperatum,Delphinium depauperatum,accepted,Ranunculaceae,3.dicot,native,long unobserved,1863,1981,1863,1981,,,voucher,voucher,,,37.8273203,-119.7717634
Micranthes oregana,Micranthes oregana,accepted,Saxifragaceae,3.dicot,native,long unobserved,1863,1984,1863,1984,,,voucher,voucher,,,37.7666331,-119.7376829
Carex nudata,Carex nudata,accepted,Cyperaceae,4.monocot,native,long unobserved,1863,1936,1863,1936,,,voucher,voucher,,,37.7441644,-119.5772571
Silene bridgesii,Silene bridgesii,accepted,Caryophyllaceae,3.dicot,native,long unobserved,1865,1958,1865,1958,,,voucher,voucher,,,37.6994075,-119.7527546
Geranium carolinianum,Geranium carolinianum,accepted,Geraniaceae,3.dicot,native,long unobserved,1865,1927,1865,1927,,,voucher,voucher,,,37.726438,-119.611642
Agnorhiza elata,Agnorhiza elata,accepted,Asteraceae,3.dicot,native,long unobserved,1866,1959,1866,1959,,,voucher,voucher,,,37.538097,-119.65631
Scutellaria bolanderi,Scutellaria bolanderi,accepted,Lamiaceae,3.dicot,native,long unobserved,1866,1938,1866,1938,,,voucher,voucher,,,37.53694,-119.65528
Sairocarpus cornutus,Sairocarpus cornutus,accepted,Plantaginaceae,3.dicot,native,long unobserved,1866,1983,1866,1983,,,voucher,voucher,,,37.545,-119.6514
Cyperus esculentus,Cyperus esculentus,accepted,Cyperaceae,4.monocot,native,long unobserved,1866,1920,1866,1920,,,voucher,voucher,,,37.726438,-119.611642
Eleocharis bolanderi,Eleocharis bolanderi,accepted,Cyperaceae,4.monocot,native,long unobserved,1866,1938,1866,1938,,,voucher,voucher,,,38.006287,-119.74744
Juncus dubius,Juncus dubius,accepted,Juncaceae,4.monocot,native,long unobserved,1866,1989,1866,1989,,,voucher,voucher,,,37.8505336,-119.5749728
Juncus longistylis,Juncus longistylis,accepted,Juncaceae,4.monocot,native,long unobserved,1866,1866,1866,1866,,,voucher,voucher,,,37.726438,-119.611642
Juncus orthophyllus,Juncus orthophyllus,accepted,Juncaceae,4.monocot,native,long unobserved,1866,1969,1866,1969,,,voucher,voucher,,,37.8769962,-119.3442064
Epipactis gigantea,Epipactis gigantea,accepted,Orchidaceae,5.monocot-colorful,native,long unobserved,1866,1944,1866,1944,,,voucher,voucher,,,37.7362727,-119.612049
Sidalcea asprella,Sidalcea asprella,accepted,Malvaceae,3.dicot,native,long unobserved,1872,1944,1872,1944,,,voucher,voucher,,,37.7053909,-119.7496272
Taxus brevifolia,Taxus brevifolia,accepted,Taxaceae,2.gymnosperm,native,long unobserved,1874,1874,1874,1874,,,voucher,voucher,,,37.726438,-119.611642
Gratiola neglecta,Gratiola neglecta,accepted,Plantaginaceae,3.dicot,native,long unobserved,1874,1889,1874,1889,,,voucher,voucher,,,37.9460715,-119.7867397
Lupinus fulcratus,Lupinus fulcratus,accepted,Fabaceae,3.dicot,native,long unobserved,1875,1932,1875,1932,,,voucher,voucher,,,37.8255299,-119.7727434
Delphinium polycladon,Delphinium polycladon,accepted,Ranunculaceae,3.dicot,native,long unobserved,1875,1961,1875,1961,,,voucher,voucher,,,37.901,-119.242
Micranthes californica,Micranthes californica,accepted,Saxifragaceae,3.dicot,native,long unobserved,1875,1941,1875,1941,,,voucher,voucher,,,37.9510715,-119.7893143
Arnica ovata,Arnica ovata,accepted,Asteraceae,3.dicot,native,long unobserved,1878,1977,1878,1977,,,voucher,voucher,,,37.8092,-119.5651
Gayophytum ramosissimum,Gayophytum ramosissimum,accepted,Onagraceae,3.dicot,native,long unobserved,1878,1939,1878,1939,,,voucher,voucher,,,37.7161,-119.6926
Cordylanthus pilosus,Cordylanthus pilosus,accepted,Orobanchaceae,3.dicot,native,long unobserved,1878,1927,1878,1927,,,voucher,voucher,,,37.7763295,-119.5691583
Githopsis specularioides,Githopsis specularioides,accepted,Campanulaceae,3.dicot,native,long unobserved,1880,1947,1880,1947,,,voucher,voucher,,,37.830905,-119.8451991
Phlox speciosa,Phlox speciosa,accepted,Polemoniaceae,3.dicot,native,long unobserved,1880,1897,1880,1897,,,voucher,voucher,,,37.77094,-119.80768
Polygonum parryi,Polygonum parryi,accepted,Polygonaceae,3.dicot,native,long unobserved,1881,1923,1881,1923,,,voucher,voucher,,,37.8980919,-119.8565726
Delphinium hesperium,Delphinium hesperium,accepted,Ranunculaceae,3.dicot,native,long unobserved,1881,1896,1881,1896,,,voucher,voucher,,,37.7264479,-119.612612
Boechera perennans,Boechera perennans,accepted,Brassicaceae,3.dicot,native,long unobserved,1883,1936,1883,1936,,,voucher,voucher,,,37.6708421,-119.6218627
