Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
ADOXACEAE,"Sambucus nigra",L.,,205803
ADOXACEAE,"Sambucus nigra subsp. canadensis","(L.) Bolli",,207916
ADOXACEAE,"Sambucus racemosa",,,205805
ADOXACEAE,"Sambucus racemosa var. melanocarpa","(A. Gray) McMinn",,207268
ADOXACEAE,"Sambucus racemosa var. racemosa",,,205808
AGAVACEAE,"Camassia quamash","(Pursh) Greene",,202659
AGAVACEAE,"Camassia quamash subsp. quamash",,,202660
AGAVACEAE,"Chlorogalum pomeridianum","(DC.) Kunth",,202858
AGAVACEAE,"Chlorogalum pomeridianum var. pomeridianum",,,202861
ALISMATACEAE,"Alisma plantago-aquatica",L.,,201917
ALISMATACEAE,"Sagittaria cuneata",E.Sheld.,,205776
ALISMATACEAE,"Sagittaria latifolia",Willd.,,205778
ALLIACEAE,"Allium amplectens",Torr.,,201922
ALLIACEAE,"Allium campanulatum",S.Watson,,201930
ALLIACEAE,"Allium hyalinum",Curran,,201952
ALLIACEAE,"Allium obtusum",Lemmon,,201960
ALLIACEAE,"Allium obtusum var. conspicuum","Mortola & McNeal",,211600
ALLIACEAE,"Allium obtusum var. obtusum",,,211601
ALLIACEAE,"Allium tribracteatum",Torr.,,211114
ALLIACEAE,"Allium validum",S.Watson,,201973
ALLIACEAE,"Allium yosemitense",Eastw.,,211605
AMARANTHACEAE,"Amaranthus albus",L.,,111588
AMARANTHACEAE,"Amaranthus blitoides","S. Watson",,111597
AMARANTHACEAE,"Chenopodium album",L.,,112425
AMARANTHACEAE,"Chenopodium atrovirens",Rydb.,,112431
AMARANTHACEAE,"Dysphania botrys","(L.) Mosyakin & Clemants",,113338
AMARANTHACEAE,"Dysphania multifida","(L.) Mosyakin & Clemants",,113343
AMARANTHACEAE,"Dysphania pumilio","(R. Br.) Mosyakin & Clemants",,113345
AMARANTHACEAE,"Monolepis nuttalliana","(Schult.) Greene",,116338
AMARANTHACEAE,"Monolepis spathulata","A. Gray",,116340
ANACARDIACEAE,"Rhus aromatica",Aiton,,29816
ANACARDIACEAE,"Toxicodendron diversilobum","(Torr. & A. Gray) Greene",,33920
APIACEAE,"Angelica breweri","A. Gray",,202054
APIACEAE,"Angelica capitellata","(A. Gray) Spalik, Reduron & S.R.Downie",,202056
APIACEAE,"Angelica lineariloba","A. Gray",,202057
APIACEAE,"Anthriscus caucalis","M. Bieb.",,202093
APIACEAE,"Aulospermum cinerarium","(A. Gray) Coult. & Rose",,206720
APIACEAE,"Cicuta douglasii","(DC.) Coult. & Rose",,202934
APIACEAE,"Cymopterus terebinthinus","(Hook.) Torr. & Gray",,203260
APIACEAE,"Cymopterus terebinthinus var. californicus","(J.M.Coult. & Rose) Jeps.",,203262
APIACEAE,"Daucus pusillus",Michx.,,203299
APIACEAE,"Foeniculum vulgare",Mill.,,203865
APIACEAE,"Heracleum maximum",Bartr.,,204245
APIACEAE,"Ligusticum grayi","Coult. & N. E. Rose",,204657
APIACEAE,"Lomatium dissectum","(Nutt. ex Torr. & Gray) Mathias & Constance",,204745
APIACEAE,"Lomatium macrocarpum","(Hook. & Arn.) Coult. & Rose",,204754
APIACEAE,"Lomatium nevadense","(S. Wats.) Coult. & Rose",,204757
APIACEAE,"Lomatium nevadense var. parishii","(Coult. & Rose) Jeps.",,204758
APIACEAE,"Lomatium torreyi","(Coult. & Rose) Coult. & Rose",,204764
APIACEAE,"Lomatium utriculatum","(Nutt. ex Torr. & Gray) Coult. & Rose",,204766
APIACEAE,"Osmorhiza berteroi",DC.,,205185
APIACEAE,"Osmorhiza brachypoda","Torr. ex Durand",,205186
APIACEAE,"Osmorhiza occidentalis","(Nutt. ex Torr. & Gray) Torr.",,205188
APIACEAE,"Oxypolis occidentalis","Coult. & Rose",,205195
APIACEAE,"Perideridia bolanderi",,,205281
APIACEAE,"Perideridia bolanderi subsp. bolanderi",,,205282
APIACEAE,"Perideridia howellii","(Coult. & Rose) Mathias",,211381
APIACEAE,"Perideridia lemmonii","(Coult. & Rose) Chuang & Constance",,205285
APIACEAE,"Perideridia parishii",,,205286
APIACEAE,"Perideridia parishii subsp. latifolia","(A. Gray) T.I.Chuang & Constance",,205287
APIACEAE,"Podistera nevadensis","(A. Gray) S. Wats.",,205563
APIACEAE,"Sanicula bipinnatifida",Dougl.,,205816
APIACEAE,"Sanicula graveolens","Poepp. ex DC.",,205818
APIACEAE,"Sanicula tuberosa",Torr.,,205825
APIACEAE,"Tauschia hartwegii","(A. Gray) J.F.Macbr.",,206164
APIACEAE,"Torilis nodosa","(L.) Gaertner",,206201
APIACEAE,"Yabea microcarpa","(Hook. & Arn.) Koso-Pol.",,206426
APOCYNACEAE,"Apocynum androsaemifolium",L.,,63062
APOCYNACEAE,"Apocynum cannabinum",L.,,63063
APOCYNACEAE,"Asclepias cordifolia","(Benth.) Jeps.",,63255
APOCYNACEAE,"Asclepias fascicularis",Decne.,,63269
APOCYNACEAE,"Asclepias speciosa",Torr.,,63324
APOCYNACEAE,"Vinca major",L.,,78696
ARACEAE,"Lemna gibba",L.,,204581
ARACEAE,"Lemna minuta",Kunth,,204584
ARALIACEAE,"Aralia californica",S.Watson,,202125
ARISTOLOCHIACEAE,"Asarum hartwegii","S. Watson",,10560
ARISTOLOCHIACEAE,"Asarum lemmonii","S. Watson",,10563
ASTERACEAE,"Achillea millefolium",L.,,201801
ASTERACEAE,"Adenocaulon bicolor",Hook.,,201836
ASTERACEAE,"Ageratina occidentalis","(Hook.) R. King & H. Rob.",,201881
ASTERACEAE,"Agnorhiza elata","(H. M. Hall) W. A. Weber",,206402
ASTERACEAE,"Agoseris aurantiaca","(Hook.) Greene",,201891
ASTERACEAE,"Agoseris grandiflora","(Nutt.) Greene",,201899
ASTERACEAE,"Agoseris heterophylla","(Nutt.) Greene",,201901
ASTERACEAE,"Agoseris monticola",Greene,,201895
ASTERACEAE,"Agoseris parviflora","(Nutt.) D. Dietr.",,201897
ASTERACEAE,"Agoseris retrorsa","(Benth.) Greene",,201902
ASTERACEAE,"Agoseris ×elata",Greene,,231596
ASTERACEAE,"Anaphalis margaritacea","(L.) Benth.",,202046
ASTERACEAE,"Antennaria argentea","(A. Gray) Benth.",,202070
ASTERACEAE,"Antennaria corymbosa","E. E. Nelson",,202073
ASTERACEAE,"Antennaria media",Greene,,202065
ASTERACEAE,"Antennaria rosea",,,202086
ASTERACEAE,"Antennaria rosea subsp. confinis","(Greene) R.J. Bayer",,211614
ASTERACEAE,"Antennaria umbrinella",Rydb.,,202089
ASTERACEAE,"Anthemis cotula",L.,,202091
ASTERACEAE,"Arnica chamissonis",Less.,,202193
ASTERACEAE,"Arnica cordifolia",Hook.,,202194
ASTERACEAE,"Arnica dealbata","(A. Gray) B. G. Baldwin",,202196
ASTERACEAE,"Arnica discoidea",Benth.,,202197
ASTERACEAE,"Arnica lanceolata",,,202200
ASTERACEAE,"Arnica lanceolata subsp. prima","(Maguire) Strother & S. J. Wolf",,202201
ASTERACEAE,"Arnica latifolia",Bongard,,202202
ASTERACEAE,"Arnica longifolia","D. C. Eat.",,202205
ASTERACEAE,"Arnica mollis",Hook.,,202206
ASTERACEAE,"Arnica nevadensis","A. Gray",,202207
ASTERACEAE,"Arnica ovata",Greene,,202198
ASTERACEAE,"Arnica parryi","A. Gray",,202208
ASTERACEAE,"Artemisia albicans","Sòn. Garcia, Garnatje, McArthur, Pellicer, S.C.Sand. & Vallès-Xirau",,206045
ASTERACEAE,"Artemisia arbuscula",,,208063
ASTERACEAE,"Artemisia arbuscula subsp. arbuscula",,,206546
ASTERACEAE,"Artemisia cana",,,202217
ASTERACEAE,"Artemisia cana subsp. bolanderi","(A. Gray) G. H. Ward",,207461
ASTERACEAE,"Artemisia douglasiana",Bess.,,202219
ASTERACEAE,"Artemisia dracunculus",L.,,202220
ASTERACEAE,"Artemisia ludoviciana",,,202227
ASTERACEAE,"Artemisia ludoviciana subsp. incompta","(Nutt.) Keck",,202233
ASTERACEAE,"Artemisia norvegica",,,202235
ASTERACEAE,"Artemisia norvegica subsp. saxatilis","(Bess.) H. M. Hall & Clem.",,202236
ASTERACEAE,"Artemisia rothrockii","A. Gray",,202242
ASTERACEAE,"Artemisia spiciformis",Osterh.,,206551
ASTERACEAE,"Artemisia tridentata",,,202245
ASTERACEAE,"Artemisia tridentata subsp. tridentata",,,202247
ASTERACEAE,"Artemisia tridentata subsp. vaseyana","(Rydb.) Beetle",,202248
ASTERACEAE,"Baccharis pilularis",DC.,,202384
ASTERACEAE,"Balsamorhiza deltoidea",Nutt.,,202414
ASTERACEAE,"Balsamorhiza macrolepis",Sharp,,211633
ASTERACEAE,"Balsamorhiza sagittata","(Pursh) Nutt.",,202416
ASTERACEAE,"Bidens cernua",L.,,202445
ASTERACEAE,"Bidens tripartita",,,213323
ASTERACEAE,"Brickellia californica","(Torr. & A. Gray) A. Gray",,202493
ASTERACEAE,"Brickellia grandiflora","(Hook.) Nutt.",,202503
ASTERACEAE,"Calycadenia mollis","A. Gray",,202628
ASTERACEAE,"Calycadenia multiglandulosa",DC.,,202629
ASTERACEAE,"Centaurea benedicta","(L.) L.",,202775
ASTERACEAE,"Centaurea cyanus",L.,,202778
ASTERACEAE,"Centaurea melitensis",L.,,202785
ASTERACEAE,"Centaurea solstitialis",L.,,202793
ASTERACEAE,"Chaenactis alpigena","C. W. Sharsm.",,202818
ASTERACEAE,"Chaenactis douglasii","(Hook.) Hook",,202822
ASTERACEAE,"Chaenactis douglasii var. douglasii",,,202823
ASTERACEAE,"Chaenactis glabriuscula",DC.,,202826
ASTERACEAE,"Chaenactis glabriuscula var. heterocarpha","(Torr. & A. Gray) H. M. Hall",,202828
ASTERACEAE,"Chaenactis glabriuscula var. megacephala",Gray,,202830
ASTERACEAE,"Cirsium andersonii","(A. Gray) Petr.",,202939
ASTERACEAE,"Cirsium occidentale","(Nutt.) Jepson",,202959
ASTERACEAE,"Cirsium occidentale var. californicum","(A. Gray) D. J. Keil & C. E. Turner",,202960
ASTERACEAE,"Cirsium scariosum",Nutt.,,202954
ASTERACEAE,"Cirsium vulgare","(Savi) Ten.",,202975
ASTERACEAE,"Coreopsis lanceolata",L.,,203072
ASTERACEAE,"Corethrogyne filaginifolia","(Hook. & Arn.) Nutt.",,203075
ASTERACEAE,"Crepis acuminata",Nutt.,,203109
ASTERACEAE,"Crepis capillaris","(L.) Wallr.",,206699
ASTERACEAE,"Crepis intermedia","A. Gray",,203113
ASTERACEAE,"Crepis nana",Richards.,,207576
ASTERACEAE,"Crepis occidentalis",,,203115
ASTERACEAE,"Dieteria canescens","(Pursh) Nutt.",,202277
ASTERACEAE,"Dieteria canescens var. canescens",,,203369
ASTERACEAE,"Ericameria arborescens","(A. Gray) Greene",,203595
ASTERACEAE,"Ericameria bloomeri","(A. Gray) Macbr.",,203596
ASTERACEAE,"Ericameria cuneata","(A. Gray) McClatchie",,203601
ASTERACEAE,"Ericameria cuneata var. cuneata",,,203602
ASTERACEAE,"Ericameria discoidea","(Nutt.) G.L. Nesom",,203604
ASTERACEAE,"Ericameria nauseosa","(Pall. ex Pursh) G.L. Nesom & G.I. Baird",,202898
ASTERACEAE,"Ericameria nauseosa var. bernardina","(H.M. Hall) G.L. Nesom & G.I. Baird",,202899
ASTERACEAE,"Ericameria nauseosa var. speciosa","(Nutt.) G.L. Nesom & G.I. Baird",,203613
ASTERACEAE,"Ericameria parryi","(A. Gray) G.L. Nesom & G.I. Baird",,202908
ASTERACEAE,"Ericameria parryi var. monocephala","(A. Nels. & P.B. Kenn.) G.L. Nesom & G.I. Baird",,207622
ASTERACEAE,"Ericameria suffruticosa","(Nutt.) G.L. Nesom",,203620
ASTERACEAE,"Erigeron algidus",Jepson,,203624
ASTERACEAE,"Erigeron annuus","(L.) Pers.",,203626
ASTERACEAE,"Erigeron barbellulatus",Greene,,209773
ASTERACEAE,"Erigeron breweri","A. Gray",,203635
ASTERACEAE,"Erigeron breweri var. breweri",,,206771
ASTERACEAE,"Erigeron canadensis",L.,,203035
ASTERACEAE,"Erigeron clokeyi",Cronq.,,203640
ASTERACEAE,"Erigeron compositus",Pursh,,203641
ASTERACEAE,"Erigeron coulteri","Parter & Coulter",,203647
ASTERACEAE,"Erigeron divergens","Torr. & A. Gray",,203648
ASTERACEAE,"Erigeron eatonii","A. Gray",,203651
ASTERACEAE,"Erigeron eatonii var. sonnei","(Greene) G.L. Nesom",,203653
ASTERACEAE,"Erigeron elmeri","(Greene) Greene",,211234
ASTERACEAE,"Erigeron foliosus",Nutt.,,203656
ASTERACEAE,"Erigeron foliosus var. hartwegii","(Greene) Jepson",,203659
ASTERACEAE,"Erigeron glacialis","(Nutt.) A. Nels.",,203663
ASTERACEAE,"Erigeron glacialis var. hirsutus","(Cronq.) G. L. Nesom",,203664
ASTERACEAE,"Erigeron inornatus","(A. Gray) A. Gray",,203666
ASTERACEAE,"Erigeron inornatus var. inornatus",,,203667
ASTERACEAE,"Erigeron linearis","(Hook.) Piper",,203669
ASTERACEAE,"Erigeron lonchophyllus",Hook.,,203671
ASTERACEAE,"Erigeron pygmaeus","(A. Gray) Greene",,203691
ASTERACEAE,"Erigeron strigosus","Muhl. ex Willd.",,203694
ASTERACEAE,"Erigeron tener","(A. Gray) A. Gray",,203697
ASTERACEAE,"Erigeron vagus",Payson,,208809
ASTERACEAE,"Eriophyllum confertiflorum","(DC.) A. Gray",,203737
ASTERACEAE,"Eriophyllum confertiflorum var. confertiflorum",,,203738
ASTERACEAE,"Eriophyllum congdonii",Brandeg.,,203741
ASTERACEAE,"Eriophyllum lanatum","(Pursh) Forbes",,203743
ASTERACEAE,"Eriophyllum lanatum var. croceum","(Greene) Jepson",,203745
ASTERACEAE,"Eriophyllum lanatum var. grandiflorum","(A. Gray) Jeps.",,203746
ASTERACEAE,"Eriophyllum lanatum var. integrifolium","(Hook.) Sailey",,203748
ASTERACEAE,"Eriophyllum nubigenum","Greene ex A. Gray",,211706
ASTERACEAE,"Eucephalus breweri","(A. Gray) G.L. Nesom",,203815
ASTERACEAE,"Eurybia integrifolia","(Nutt.) G.L. Nesom",,203836
ASTERACEAE,"Euthamia occidentalis",Nutt.,,203841
ASTERACEAE,"Gaillardia pulchella",Foug.,,203900
ASTERACEAE,"Gnaphalium palustre",Nutt.,,204019
ASTERACEAE,"Grindelia camporum",Greene,,206865
ASTERACEAE,"Grindelia nana",Nutt.,,206867
ASTERACEAE,"Hazardia whitneyi","(A. Gray) Greene",,206876
ASTERACEAE,"Hazardia whitneyi var. whitneyi",,,211730
ASTERACEAE,"Helenium bigelovii","A. Gray",,204173
ASTERACEAE,"Helianthella californica",,,204180
ASTERACEAE,"Helianthella californica subsp. nevadensis","(Greene) W. A. Weber",,206882
ASTERACEAE,"Helianthus annuus",L.,,204182
ASTERACEAE,"Helianthus bolanderi",Gray,,204183
ASTERACEAE,"Helianthus californicus",DC.,,204184
ASTERACEAE,"Hemizonella minima","(A. Gray) A. Gray",,204229
ASTERACEAE,"Heterotheca grandiflora",Nutt.,,204286
ASTERACEAE,"Heterotheca sessiliflora","(Nutt.) Shinners",,204290
