starting_name,family_TNRS,current_name,infra_taxa,name_source,in_Yosemite_list,outcome,broader,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,notes
Angelica breweri,Apiaceae,Angelica breweri,x,CCH_synonym,TRUE,,3.dicot,6,3,1909,"Jepson, Willis L.",2010,
Angelica capitellata,Apiaceae,Angelica capitellata,,CCH_synonym,TRUE,,3.dicot,2,2,1961,"Myrick, Donald",1965,
Sphenosciadium capitellatum,Apiaceae,Angelica capitellata,,CCH_synonym,TRUE,,3.dicot,28,17,1889,"Chesnut, Drew",1970,
Angelica lineariloba,Apiaceae,Angelica lineariloba,,Yos_scientific,,,3.dicot,,,,,,
Anthriscus caucalis,Apiaceae,Anthriscus caucalis,,CCH_synonym,TRUE,,3.dicot,2,2,1998,"Graham, Roy D.",2009,
Cicuta douglasii,Apiaceae,Cicuta douglasii,,CCH_synonym,TRUE,,3.dicot,3,2,1940,"Dunn, David",1940,
Aulospermum cinerarium,Apiaceae,Cymopterus cinerarius,,Symbiotica,,Symbiotica_new: out-of-range,3.dicot,,,,,,
Cymopterus terebinthinus,Apiaceae,Cymopterus terebinthinus,var. californicus,CCH_synonym,TRUE,,3.dicot,7,6,1940,"MacFadden, Fay A.",2007,
Cymopterus terebinthinus var. californicus,Apiaceae,Cymopterus terebinthinus,var. californicus,CCH_synonym,TRUE,,3.dicot,4,3,1909,"Jepson, Willis L.",2005,
Pteryxia terebinthina,Apiaceae,Cymopterus terebinthinus,var. californicus,CCH_synonym,TRUE,,3.dicot,5,2,1927,"Peirson, Frank W.",2004,
Pteryxia terebinthina var. californica,Apiaceae,Cymopterus terebinthinus,var. californicus,CCH_synonym,TRUE,,3.dicot,3,,1935,"Winkelman, H. G.",1944,
Daucus pusillus,Apiaceae,Daucus pusillus,,CCH_synonym,TRUE,,3.dicot,6,4,1911,"Abrams, Le Roy",2009,
Foeniculum vulgare,Apiaceae,Foeniculum vulgare,,CCH_synonym,TRUE,,3.dicot,1,1,1998,"Adams, Justin",1998,
Heracleum lanatum,Apiaceae,Heracleum maximum,,CCH_synonym,TRUE,,3.dicot,5,2,1922,"Michael, Enid",2007,
Heracleum maximum,Apiaceae,Heracleum maximum,,CCH_synonym,TRUE,,3.dicot,4,3,1911,"Abrams, Le Roy",1933,
Ligusticum californicum,Apiaceae,Ligusticum californicum,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,1,,1902,"Eastwood, Alice",1902,
Ligusticum grayi,Apiaceae,Ligusticum grayi,,CCH_synonym,TRUE,,3.dicot,46,23,1866,"Bolander, Henry Nicholas",2009,
Ligusticum grayii,Apiaceae,Ligusticum grayi,,TNRS_synonym,TRUE,,3.dicot,4,2,1927,"Peirson, Frank W.",1940,
Ligusticum apiifolium minus,Apiaceae,Lomatium dissectum,,TNRS_synonym,TRUE,,3.dicot,1,,1866,"Bolander, Henry Nicholas",1866,
Lomatium dissectum,Apiaceae,Lomatium dissectum,,CCH_synonym,TRUE,,3.dicot,1,1,2007,"Colwell, Alison",2007,
Lomatium macrocarpum,Apiaceae,Lomatium macrocarpum,,CCH_synonym,TRUE,,3.dicot,1,1,1911,"Jepson, Willis L.",1911,
Lomatium nevadense,Apiaceae,Lomatium nevadense,var. parishii,Yos_scientific,,,3.dicot,,,,,,
Lomatium nevadense var. parishii,Apiaceae,Lomatium nevadense,var. parishii,CCH_synonym,TRUE,,3.dicot,4,2,1897,"Congdon, Joseph Whipple",1941,
Lomatium torreyi,Apiaceae,Lomatium torreyi,,CCH_synonym,TRUE,,3.dicot,18,12,1896,"Jepson, Willis L.",2011,
Lomatium triternatum,Apiaceae,Lomatium triternatum,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Lomatium utriculatum,Apiaceae,Lomatium utriculatum,,CCH_synonym,TRUE,,3.dicot,5,3,1911,"Jepson, Willis L.",1938,
Lomatium vaginatum,Apiaceae,Lomatium vaginatum,,CCH_synonym,FALSE,"add_but_omit, wrong ID",3.dicot,1,,1926,"Bacigalupi, Rimo C.",1926,
Osmorhiza berteroi,Apiaceae,Osmorhiza berteroi,,CCH_synonym,TRUE,,3.dicot,12,8,1910,"Hutchinson, Miss",2003,
Osmorhiza chilensis,Apiaceae,Osmorhiza berteroi,,CCH_synonym,TRUE,,3.dicot,6,2,1922,"Michael, Enid",2007,
Osmorhiza nuda,Apiaceae,Osmorhiza berteroi,,TNRS_synonym,TRUE,,3.dicot,1,,1921,"Peirson, Frank W.",1921,
Osmorhiza brachypoda,Apiaceae,Osmorhiza brachypoda,,CCH_synonym,TRUE,,3.dicot,7,4,1902,"Hall, Harvey Monroe",1944,
Osmorhiza occidentalis,Apiaceae,Osmorhiza occidentalis,,CCH_synonym,TRUE,,3.dicot,5,3,1911,"Jepson, Willis L.",1993,
Osmorhiza purpurea,Apiaceae,Osmorhiza purpurea,,CCH_synonym,TRUE,,3.dicot,1,1,1933,"Purer, Edith A.",1933,
Oxypolis occidentalis,Apiaceae,Oxypolis occidentalis,,CCH_synonym,TRUE,,3.dicot,14,9,1895,"Congdon, Joseph Whipple",2004,
Eulophus bolanderi var. benignus,Apiaceae,Perideridia bolanderi,ssp. bolanderi,CCH_synonym,TRUE,,3.dicot,1,1,1916,"Grant, Adele Lewis",1916,
Perideridia bolanderi,Apiaceae,Perideridia bolanderi,ssp. bolanderi,CCH_synonym,TRUE,,3.dicot,8,5,1922,"Michael, Enid",2006,
Perideridia bolanderi subsp. bolanderi,Apiaceae,Perideridia bolanderi,ssp. bolanderi,CCH_synonym,TRUE,,3.dicot,14,5,1890,"Congdon, Joseph Whipple",2009,
Perideridia howellii,Apiaceae,Perideridia howellii,,CCH_synonym,TRUE,,3.dicot,1,,1896,"Congdon, Joseph Whipple",1896,
Perideridia lemmonii,Apiaceae,Perideridia lemmonii,,CCH_synonym,TRUE,,3.dicot,12,9,1911,"Jepson, Willis L.",2007,
Carum gairdneri,Apiaceae,Perideridia parishii,,CCH_synonym,FALSE,changed current name,3.dicot,1,,1921,"Peirson, Frank W.",1921,
Perideridia gairdneri,Apiaceae,Perideridia parishii,,via_gbif,,misapplied,3.dicot,,,,,,
Perideridia parishii,Apiaceae,Perideridia parishii,,CCH_synonym,TRUE,,3.dicot,21,14,1922,"Michael, Enid",2007,
Perideridia parishii subsp. latifolia,Apiaceae,Perideridia parishii,ssp. latifolia,CCH_synonym,TRUE,,3.dicot,26,22,1900,Reynolds,1967,
Podistera nevadensis,Apiaceae,Podistera nevadensis,,CCH_synonym,TRUE,,3.dicot,34,23,1863,"Brewer, William Henry",2009,
Sanicula bipinnata,Apiaceae,Sanicula bipinnata,,iNat_synonym,,,3.dicot,,,,,,
Sanicula bipinnatifida,Apiaceae,Sanicula bipinnatifida,,CCH_synonym,TRUE,,3.dicot,1,,1924,"Jepson, Willis L.",1924,
Sanicula graveolens,Apiaceae,Sanicula graveolens,,CCH_synonym,TRUE,,3.dicot,5,3,1888,"Congdon, Joseph Whipple",2005,
Sanicula tuberosa,Apiaceae,Sanicula tuberosa,,CCH_synonym,TRUE,,3.dicot,8,6,1924,"Jepson, Willis L.",2006,
Tauschia hartwegii,Apiaceae,Tauschia hartwegii,,CCH_synonym,TRUE,,3.dicot,,,,,,
Torilis arvensis,Apiaceae,Torilis arvensis,,CCH_synonym,TRUE,,3.dicot,1,1,2009,"Taylor, Dean William",2009,
Torilis nodosa,Apiaceae,Torilis nodosa,,CCH_synonym,TRUE,,3.dicot,2,2,2003,"Coulter, Charlotte",2005,
Caucalis microcarpa,Apiaceae,Yabea microcarpa,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Yabea microcarpa,Apiaceae,Yabea microcarpa,,CCH_synonym,TRUE,,3.dicot,2,1,1926,"Bacigalupi, Rimo C.",1944,
Apocynum androsaemifolium,Apocynaceae,Apocynum androsaemifolium,x,CCH_synonym,TRUE,,3.dicot,25,13,1878,"Ford, Henry Chapman",2014,
Apocynum androsaemifolium var. pumilum,Apocynaceae,Apocynum androsaemifolium,x,CCH_synonym,FALSE,changed current name,3.dicot,8,2,1910,"Hutchinson, Miss",1951,
Apocynum floribundum,Apocynaceae,Apocynum androsaemifolium,x,TNRS_synonym,FALSE,changed current name,3.dicot,2,1,1911,"Abrams, Le Roy",1911,
Apocynum medium var. floribundum,Apocynaceae,Apocynum androsaemifolium,x,CCH_synonym,TRUE,,3.dicot,1,,1966,"Hood, Mary V.",1966,
Apocynum pumilum,Apocynaceae,Apocynum androsaemifolium,x,CCH_synonym,TRUE,,3.dicot,3,1,1923,"Michael, Enid",1965,
Apocynum pumilum var. rhomboideum,Apocynaceae,Apocynum androsaemifolium,x,CCH_synonym,TRUE,,3.dicot,1,1,1911,"Abrams, Le Roy",1911,
Apocynum x floribundum,Apocynaceae,Apocynum androsaemifolium,x,TNRS_synonym,FALSE,changed current name,3.dicot,5,1,1897,"Congdon, Joseph Whipple",1959,
Apocynum breweri,Apocynaceae,Apocynum cannabinum,,TNRS_synonym,TRUE,,3.dicot,1,,1863,"Brewer, William Henry",1863,
Apocynum cannabinum,Apocynaceae,Apocynum cannabinum,x,CCH_synonym,TRUE,,3.dicot,13,7,1896,"Jepson, Willis L.",2004,
Apocynum cannabinum var. glaberrimum,Apocynaceae,Apocynum cannabinum,x,CCH_synonym,TRUE,,3.dicot,1,1,1965,"Hood, Mary V.",1965,
Asclepias californica,Apocynaceae,Asclepias californica,ssp. greenei,CCH_synonym,TRUE,,3.dicot,1,1,1994,Borman & Cantwell,1994,
Asclepias cordifolia,Apocynaceae,Asclepias cordifolia,,CCH_synonym,TRUE,,3.dicot,33,18,1890,State Survey,2014,
Asclepias fascicularis,Apocynaceae,Asclepias fascicularis,,CCH_synonym,TRUE,,3.dicot,10,6,1908,"Smith, R. J.",2008,
Asclepias mexicana,Apocynaceae,Asclepias fascicularis,,TNRS_synonym,FALSE,"remove, not a valid species",3.dicot,3,2,1923,"Michael, Enid",1944,
Asclepias speciosa,Apocynaceae,Asclepias speciosa,,CCH_synonym,TRUE,,3.dicot,24,14,1883,"Congdon, Joseph Whipple",1978,
Vinca major,Apocynaceae,Vinca major,,CCH_synonym,TRUE,,3.dicot,1,1,2010,"Taylor, Dean William",2010,
Hedera helix subsp. helix,Araliaceae,Hedera helix,x,TNRS_synonym,FALSE,"add, new invasive",3.dicot,1,1,2010,"Taylor, Dean William",2010,
Asarum hartwegi,Aristolochiaceae,Asarum hartwegii,,TNRS_synonym,TRUE,,3.dicot,8,2,1907,"King, Alice",1972,
Asarum hartwegii,Aristolochiaceae,Asarum hartwegii,,CCH_synonym,TRUE,,3.dicot,31,12,1880,"Cleveland, Daniel",1972,
Asarum lemmonii,Aristolochiaceae,Asarum lemmonii,,CCH_synonym,TRUE,,3.dicot,17,5,1894,"Tompkins, Mrs. Z.",2007,
Achillea borealis var. californica,Asteraceae,Achillea millefolium,,TNRS_synonym,TRUE,,3.dicot,2,2,1935,"Schreiber, Beryl O.",1936,
Achillea lanulosa,Asteraceae,Achillea millefolium,,TNRS_synonym,TRUE,,3.dicot,5,3,1934,"Augustine, W. B.",1965,
Achillea lanulosa subsp. alpicola,Asteraceae,Achillea millefolium,,CCH_synonym,TRUE,,3.dicot,1,1,1935,"Thomas, W. D.",1935,
Achillea millefolium,Asteraceae,Achillea millefolium,,CCH_synonym,TRUE,,3.dicot,44,24,1863,"Brewer, William Henry",2011,
Achillea millefolium var. alpicola,Asteraceae,Achillea millefolium,,CCH_synonym,TRUE,,3.dicot,1,,1940,"Ramsey, Henry J.",1940,
Achillea millefolium var. lanulosa,Asteraceae,Achillea millefolium,,TNRS_synonym,TRUE,,3.dicot,1,1,1965,"Reeves, Teri",1965,
Adenocaulon bicolor,Asteraceae,Adenocaulon bicolor,,CCH_synonym,TRUE,,3.dicot,19,14,1878,"Ford, Henry Chapman",1999,
Ageratina occidentalis,Asteraceae,Ageratina occidentalis,,CCH_synonym,TRUE,,3.dicot,22,12,1864,State Survey,1991,
Eupatorium occidentale,Asteraceae,Ageratina occidentalis,,CCH_synonym,TRUE,,3.dicot,5,2,1927,"Michael, Enid",1944,
Agnorhiza elata,Asteraceae,Agnorhiza elata,,CCH_synonym,FALSE,changed current name,3.dicot,4,2,1901,"Grant, George B.",1959,
Wyethia elata,Asteraceae,Agnorhiza elata,,CCH_synonym,FALSE,changed current name,3.dicot,1,,1900,Cook; Reynolds,1900,
Agoseris aurantiaca,Asteraceae,Agoseris aurantiaca,,CCH_synonym,TRUE,,3.dicot,6,3,1932,"Halperin, Morris",1974,
Agoseris aurantiaca var. aurantiaca,Asteraceae,Agoseris aurantiaca,,CCH_synonym,TRUE,,3.dicot,5,2,1894,"Congdon, Joseph Whipple",1959,
Agoseris ×elata,Asteraceae,Agoseris elata,,Symbiotica,,,3.dicot,,,,,,
Agoseris elata,Asteraceae,Agoseris elata,,TNRS_synonym,TRUE,,3.dicot,3,3,1934,"Bartholomew, Paul S.",1936,
Agoseris x elata,Asteraceae,Agoseris elata,,TNRS_synonym,TRUE,,3.dicot,4,,1890,"Congdon, Joseph Whipple",1932,
Agoseris X elata,Asteraceae,Agoseris elata,,TNRS_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Agoseris glauca,Asteraceae,Agoseris glauca,,CCH_synonym,TRUE,,3.dicot,3,2,1894,"Congdon, Joseph Whipple",2007,
Agoseris grandiflora,Asteraceae,Agoseris grandiflora,,CCH_synonym,TRUE,,3.dicot,2,1,1944,"Sharsmith, Carl W.",1984,
Agoseris grandiflora var. grandiflora,Asteraceae,Agoseris grandiflora,,CCH_synonym,TRUE,,3.dicot,4,,1896,"Jepson, Willis L.",1959,
Agoseris heterophylla,Asteraceae,Agoseris heterophylla,,CCH_synonym,TRUE,,3.dicot,12,4,1901,"Grant, George B.",2006,
Agoseris heterophylla var. cryptopleura,Asteraceae,Agoseris heterophylla,,CCH_synonym,TRUE,,3.dicot,2,1,1911,"Hall, Harvey Monroe",2010,
Agoseris heterophylla var. heterophylla,Asteraceae,Agoseris heterophylla,,CCH_synonym,TRUE,,3.dicot,5,4,1866,unknown,2006,
Agoseris glauca var. monticola,Asteraceae,Agoseris monticola,,CCH_synonym,TRUE,,3.dicot,2,1,1974,"Dobson, Heidi",1979,
Agoseris monticola,Asteraceae,Agoseris monticola,,CCH_synonym,TRUE,,3.dicot,17,12,1907,"Eastwood, Alice",2010,
Agoseris glauca var. laciniata,Asteraceae,Agoseris parviflora,,CCH_synonym,TRUE,,3.dicot,5,2,1926,"Dobbs, Raymond J.",1942,
Agoseris parviflora,Asteraceae,Agoseris parviflora,,CCH_synonym,TRUE,,3.dicot,1,,1936,"Mason, Herbert L.",1936,
Agoseris retrorsa,Asteraceae,Agoseris retrorsa,,CCH_synonym,TRUE,,3.dicot,15,3,1885,"Congdon, Joseph Whipple",1984,
Anaphalis margaritacea,Asteraceae,Anaphalis margaritacea,,CCH_synonym,TRUE,,3.dicot,44,19,1894,"Lembert, J. B.",1998,
Anisocarpus bolanderi,Asteraceae,Anisocarpus scabridus,,CCH_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,3,,1866,"Bolander, Henry Nicholas",1866,
Antennaria argentea,Asteraceae,Antennaria argentea,,CCH_synonym,TRUE,,3.dicot,21,4,1874,unknown,2010,
Antennaria corymbosa,Asteraceae,Antennaria corymbosa,,CCH_synonym,TRUE,,3.dicot,32,23,1875,"McLean, F. P.",2012,
Antennaria alpina,Asteraceae,Antennaria media,,TNRS_synonym,TRUE,,3.dicot,3,2,1935,"Epling, Carl",1958,
Antennaria alpina var. media,Asteraceae,Antennaria media,x,CCH_synonym,TRUE,,3.dicot,7,2,1935,"Schreiber, Beryl O.",1979,
Antennaria media,Asteraceae,Antennaria media,,CCH_synonym,TRUE,,3.dicot,49,35,1875,"McLean, F. P.",2017,
Antennaria pulchella,Asteraceae,Antennaria media,,CCH_synonym,TRUE,,3.dicot,9,5,1925,"Adams, E. L.",2011,
Antennaria microphylla,Asteraceae,Antennaria microphylla,,CCH_synonym,TRUE,,3.dicot,16,2,1894,"Dudley, William R.",1974,
Antennaria rosea,Asteraceae,Antennaria rosea,,CCH_synonym,TRUE,,3.dicot,46,29,1880,"Cleveland, Daniel",2011,
Antennaria rosea subsp. confinis,Asteraceae,Antennaria rosea,,CCH_synonym,TRUE,,3.dicot,3,1,1902,"Hall, Harvey Monroe",1935,
Antennaria rosea subsp. rosea,Asteraceae,Antennaria rosea,,CCH_synonym,TRUE,,3.dicot,8,3,1885,"Congdon, Joseph Whipple",1938,
Antennaria dioica,Asteraceae,Antennaria umbrinella,,CCH_synonym,FALSE,changed current name,3.dicot,2,1,1922,"Michael, Enid",1940,
Antennaria umbrinella,Asteraceae,Antennaria umbrinella,,CCH_synonym,TRUE,,3.dicot,5,4,1935,"Schreiber, Beryl O.",1967,
Anthemis arvensis,Asteraceae,Anthemis arvensis,,CCH_synonym,TRUE,,3.dicot,,,,,,
Anthemis cotula,Asteraceae,Anthemis cotula,,CCH_synonym,TRUE,,3.dicot,4,2,1927,"Michael, Enid",1999,
Arnica chamissonis,Asteraceae,Arnica chamissonis,,CCH_synonym,TRUE,,3.dicot,16,4,1885,"Congdon, Joseph Whipple",1972,
Arnica cordifolia,Asteraceae,Arnica cordifolia,,CCH_synonym,TRUE,,3.dicot,16,11,1888,"Congdon, Joseph Whipple",2007,
Arnica dealbata,Asteraceae,Arnica dealbata,,CCH_synonym,TRUE,,3.dicot,17,9,1863,"Brewer, William Henry",2007,
Whitneya dealbata,Asteraceae,Arnica dealbata,,CCH_synonym,TRUE,,3.dicot,3,2,1938,"Haines, A. Lee",1972,
Arnica discoidea,Asteraceae,Arnica discoidea,,CCH_synonym,TRUE,,3.dicot,18,9,1885,"Congdon, Joseph Whipple",2007,
Arnica amplexicaulis,Asteraceae,Arnica lanceolata,,CCH_synonym,TRUE,,3.dicot,2,1,1889,"Chesnut, Drew",1985,
Arnica amplexifolia,Asteraceae,Arnica lanceolata,,TNRS_synonym,TRUE,,3.dicot,3,1,1927,"Michael, Enid",1927,
Arnica lanceolata,Asteraceae,Arnica lanceolata,,Yos_scientific,,,3.dicot,,,,,,
Arnica lanceolata subsp. prima,Asteraceae,Arnica lanceolata,,CCH_synonym,TRUE,,3.dicot,9,3,1896,"Jepson, Willis L.",1985,
Arnica latifolia,Asteraceae,Arnica latifolia,,CCH_synonym,TRUE,,3.dicot,4,1,1888,"Congdon, Joseph Whipple",2006,
Arnica longifolia,Asteraceae,Arnica longifolia,,CCH_synonym,TRUE,,3.dicot,8,4,1886,"Chesnut, Drew",2007,
Arnica longifolia subsp. myriadenia,Asteraceae,Arnica longifolia,,CCH_synonym,TRUE,,3.dicot,2,1,1951,"Warnock, Douglas",1981,
Arnica mollis,Asteraceae,Arnica mollis,,CCH_synonym,TRUE,,3.dicot,36,29,1894,"Congdon, Joseph Whipple",2007,
Arnica mollis var. scaberrima,Asteraceae,Arnica mollis,,TNRS_synonym,TRUE,,3.dicot,1,,1912,"Babcock, E. B.",1912,
Arnica nevadensis,Asteraceae,Arnica nevadensis,,CCH_synonym,TRUE,,3.dicot,27,14,1860,State Survey,2005,
Arnica diversifolia,Asteraceae,Arnica ovata,,CCH_synonym,TRUE,,3.dicot,5,2,1878,"Ford, Henry Chapman",1977,
Arnica ovata,Asteraceae,Arnica ovata,,CCH_synonym,TRUE,,3.dicot,5,2,1894,"Dudley, William R.",1935,
Arnica parryi,Asteraceae,Arnica parryi,,CCH_synonym,TRUE,,3.dicot,4,1,1906,"Eastwood, Alice",1938,
Arnica visosa,Asteraceae,Arnica viscosa,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,1,,1890,"Congdon, Joseph Whipple",1890,
Artemisia albicans,Asteraceae,Artemisia albicans,,via_gbif,,,3.dicot,,,,,,
Sphaeromeria cana,Asteraceae,Artemisia albicans,,CCH_synonym,TRUE,,3.dicot,4,4,1898,"Congdon, Joseph Whipple",2012,
Artemisia arbuscula,Asteraceae,Artemisia arbuscula,,Yos_scientific,,,3.dicot,,,,,,
Artemisia arbuscula subsp. arbuscula,Asteraceae,Artemisia arbuscula,,CCH_synonym,TRUE,,3.dicot,2,2,1950,"Herkenham, N. B.",2021,
Artemisia cana,Asteraceae,Artemisia cana,,CCH_synonym,TRUE,,3.dicot,1,1,1967,"Myrick, Donald",1967,
Artemisia cana subsp. bolanderi,Asteraceae,Artemisia cana,,Symbiotica,,,3.dicot,,,,,,
Artemisia douglasiana,Asteraceae,Artemisia douglasiana,,CCH_synonym,TRUE,,3.dicot,9,5,1921,"Hall, Harvey Monroe",2006,
Artemisia dracunculus,Asteraceae,Artemisia dracunculus,,CCH_synonym,TRUE,,3.dicot,10,6,1909,"Jepson, Willis L.",2005,
Artemisia ludoviciana,Asteraceae,Artemisia ludoviciana,,CCH_synonym,TRUE,,3.dicot,4,4,2005,"Colwell, Alison",2007,
Artemisia ludoviciana subsp. incompta,Asteraceae,Artemisia ludoviciana,,CCH_synonym,TRUE,,3.dicot,11,5,1895,"Lembert, J. B.",2010,
Artemisia ludoviciana subsp. ludoviciana,Asteraceae,Artemisia ludoviciana,,CCH_synonym,TRUE,,3.dicot,3,2,1866,"Bolander, Henry Nicholas",1939,
Artemisia michauxiana,Asteraceae,Artemisia michauxiana,,from_gbif,,,3.dicot,,,,,,
Artemisia arctica subsp. arctica,Asteraceae,Artemisia norvegica,,CCH_synonym,TRUE,,3.dicot,6,2,1926,"Dobbs, Raymond J.",1959,
Artemisia norvegica,Asteraceae,Artemisia norvegica,,CCH_synonym,TRUE,,3.dicot,4,4,1935,"Augustine, W. B.",2005,
Artemisia norvegica saxatilis,Asteraceae,Artemisia norvegica,,TNRS_synonym,TRUE,,3.dicot,3,,1894,"Congdon, Joseph Whipple",1938,
Artemisia norvegica subsp. saxatilis,Asteraceae,Artemisia norvegica,,CCH_synonym,TRUE,,3.dicot,23,14,1899,unknown,2005,
Artemisia norvegica var. saxatilis,Asteraceae,Artemisia norvegica,,CCH_synonym,TRUE,,3.dicot,1,1,1931,"Rowntree, Lester",1931,
Artemisia nova,Asteraceae,Artemisia nova,,CCH_synonym,TRUE,,3.dicot,1,1,1948,"Roos, John C.",1948,
Artemisia rothrockii,Asteraceae,Artemisia rothrockii,,CCH_synonym,TRUE,,3.dicot,31,17,1866,Geological Survey,1967,
Artemisia spiciformis,Asteraceae,Artemisia spiciformis,,CCH_synonym,TRUE,,3.dicot,19,15,1924,"Hall, Harvey Monroe",2010,
Artemisia tridentata,Asteraceae,Artemisia tridentata,,CCH_synonym,TRUE,,3.dicot,17,13,1885,"Congdon, Joseph Whipple",2007,
Artemisia tridentata subsp. tridentata,Asteraceae,Artemisia tridentata,,CCH_synonym,TRUE,,3.dicot,10,5,1885,"Congdon, Joseph Whipple",1950,
Artemisia tridentata subsp. vaseyana,Asteraceae,Artemisia tridentata,,CCH_synonym,TRUE,,3.dicot,7,7,1896,"Congdon, Joseph Whipple",1936,
Artemisia tripartita,Asteraceae,Artemisia tripartita,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,1,,1898,"Congdon, Joseph Whipple",1898,
Artemisia vulgaris,Asteraceae,Artemisia vulgaris,,TNRS_synonym,FALSE,"add_but_omit, taxonomic_mismatch",3.dicot,2,,1890,"Congdon, Joseph Whipple",1898,
Crepis nana,Asteraceae,Askellia pygmaea,,CCH_synonym,FALSE,changed current name,3.dicot,1,1,1931,"Blasdale, W. C.",1931,
Baccharis pilularis,Asteraceae,Baccharis pilularis,,Yos_scientific,,,3.dicot,,,,,,
Balsamorhiza deltoidea,Asteraceae,Balsamorhiza deltoidea,,CCH_synonym,TRUE,,3.dicot,7,3,1901,"Grant, George B.",1967,
Balsamorhiza macrolepis,Asteraceae,Balsamorhiza macrolepis,,CCH_synonym,TRUE,,3.dicot,2,,1911,"Hall, Harvey Monroe",1960,
Balsamorhiza sagittata,Asteraceae,Balsamorhiza sagittata,,CCH_synonym,TRUE,,3.dicot,1,1,1911,"Jepson, Willis L.",1911,
Bellis perennis,Asteraceae,Bellis perennis,,CCH_synonym,TRUE,,3.dicot,1,1,2010,"Taylor, Dean William",2010,
Bidens cernua,Asteraceae,Bidens cernua,,CCH_synonym,TRUE,,3.dicot,7,4,1868,"Kellogg, Dr. A.",2007,
Bidens tripartita,Asteraceae,Bidens tripartita,,CCH_synonym,TRUE,,3.dicot,5,5,1939,"Mason, Herbert L.",2008,
Brickellia californica,Asteraceae,Brickellia californica,,CCH_synonym,TRUE,,3.dicot,8,6,1878,"Ford, Henry Chapman",1968,
Brickellia grandiflora,Asteraceae,Brickellia grandiflora,,CCH_synonym,TRUE,,3.dicot,11,8,1866,"Bolander, Henry Nicholas",2010,
Calycadenia mollis,Asteraceae,Calycadenia mollis,,CCH_synonym,TRUE,,3.dicot,16,5,1866,"Bolander, Henry Nicholas",1959,
Calycadenia multiglandulosa,Asteraceae,Calycadenia multiglandulosa,,CCH_synonym,TRUE,,3.dicot,1,,1901,unknown,1901,
Calycadenia multiglandulosa subsp. bicolor,Asteraceae,Calycadenia multiglandulosa,,CCH_synonym,TRUE,,3.dicot,1,,1943,"Sharsmith, Carl W.",1943,
Carduus pycnocephalus,Asteraceae,Carduus pycnocephalus,,CCH_synonym,TRUE,,3.dicot,1,1,1998,"Graham, Roy D.",1998,
Centaurea benedicta,Asteraceae,Centaurea benedicta,,CCH_synonym,TRUE,,3.dicot,1,,1944,"Sharsmith, Carl W.",1944,
Cnicus benedictus,Asteraceae,Centaurea benedicta,,CCH_synonym,TRUE,,3.dicot,1,,1944,"Sharsmith, Carl W.",1944,
Centaurea cyanus,Asteraceae,Centaurea cyanus,,CCH_synonym,TRUE,,3.dicot,,,,,,
Centaurea melitensis,Asteraceae,Centaurea melitensis,,CCH_synonym,TRUE,,3.dicot,1,1,1944,"Sharsmith, Carl W.",1944,
Centaurea solstitialis,Asteraceae,Centaurea solstitialis,,CCH_synonym,TRUE,,3.dicot,1,1,1998,"Adams, Justin",1998,
Centaurea maculosa,Asteraceae,Centaurea stoebe,,CCH_synonym,TRUE,,3.dicot,,,,,,
Centaurea stoebe subsp. micranthos,Asteraceae,Centaurea stoebe,,CCH_synonym,TRUE,,3.dicot,1,1,1998,"Griffin, D.",1998,
Centaurea venustum,Asteraceae,Centaurea verutum,,TNRS_synonym,TRUE,,3.dicot,1,1,1965,"Reeves, Teri",1965,
Chaenactis alpigena,Asteraceae,Chaenactis alpigena,,CCH_synonym,TRUE,,3.dicot,22,12,1907,"Eastwood, Alice",2007,
Chaenactis carphoclinia,Asteraceae,Chaenactis carphoclinia,,from_gbif,,,3.dicot,,,,,,
Chaenactis douglasii,Asteraceae,Chaenactis douglasii,,CCH_synonym,TRUE,,3.dicot,15,7,1885,"Congdon, Joseph Whipple",2007,
Chaenactis douglasii subsp. douglasii,Asteraceae,Chaenactis douglasii,,TNRS_synonym,TRUE,,3.dicot,16,,1886,unknown,1961,
Chaenactis douglasii var. douglasii,Asteraceae,Chaenactis douglasii,,CCH_synonym,TRUE,,3.dicot,19,14,1860,unknown,1972,
Chaenactis douglasii var. rubricaulis,Asteraceae,Chaenactis douglasii,,CCH_synonym,TRUE,,3.dicot,1,,1935,"Stockwell, Palmer",1935,
Chaenactis glabriuscula,Asteraceae,Chaenactis glabriuscula,,CCH_synonym,TRUE,,3.dicot,3,1,1883,"Congdon, Joseph Whipple",1941,
Chaenactis glabriuscula var. glabriuscula,Asteraceae,Chaenactis glabriuscula,,CCH_synonym,TRUE,,3.dicot,3,2,1866,"Bolander, Henry Nicholas",1951,
