accepted_name,scientific_name,taxonomic_status,family,broader,synonymy_notes,establishment_means,taxonID,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,iNat_needsID_only,iNat_outcome,iNat_outcome_detailed,parks_outcome,parks_outcome_detailed,voucher_outcome,voucher_outcome_detailed,voucher_obs,voucher_obs_to_1990,voucher_obs_coord,year_first_voucher,year_last_voucher,date_first_iNat_obs,date_last_iNat_obs,first_voucher_collector,first_iNat_observer,last_iNat_observer,year_first_iNat,year_last_iNat,vouchers_from_gbif_only,iNat_needs_ID_only_verdict,Symbiota,iNat_missing_in_gbif,use_as_example,voucher_parklist_notes,iNat_notes,range_notes,voucher_links,species added during manual voucher searches,iNat_needsID_only_notes,iNat_needsID_only_notes2,taxonomic_concerns,synonyms_from_CCH
Rubus ulmifolius,Rubus ulmifolius,accepted,Rosaceae,3.dicot,,introduced,https://www.inaturalist.org/taxa/78895,,1,,,,,1,,,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",XX-not in graphics,"XX-not on parks list, but occurs in protected area",taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,,3,1998,2008,,,"Adams, Justin",,,,,,,in Symbiota,,,,,,,"add, found during search of CCH2 by locality name","almost 100% certainly a misID, was a CV suggestion from four years ago (species no longer suggested by CV for this observation)","some other Rubus, probably Rubus armenicus",,Rubus discolor
Rubus ursinus,Rubus ursinus,accepted,Rosaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53445,3,6,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1,1,1,1926,1926,5/18/2014,9/17/2018,"Beller, S.",faerthen,mak28,2014,2018,,,in Symbiota,,,,,,,,,,,
Sanguisorba officinalis,Sanguisorba officinalis,accepted,Rosaceae,3.dicot,,introduced,https://www.inaturalist.org/taxa/64549,1,,,,iNat-not-gbif,,,x,,,,,identification error,"remove, incorrect identification",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,geoprivate_by_iNat,,CCH: no vouchers; Taylor: no Yosemite vouchers; gbif: just the one iNat voucher??,mis-identification-Bistorta bistoroides,,https://www.inaturalist.org/observations/32374942,,,,,
Sibbaldia procumbens,Sibbaldia procumbens,accepted,Rosaceae,3.dicot,,native,https://www.inaturalist.org/taxa/79076,9,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,34,32,19,1889,2011,10/16/2017,10/2/2022,"Chesnut, Victor K.; ; Drew, Elmer R.",tmessick,twsummer,2017,2022,,,in Symbiota,,,,,,,,,,,
Sorbus californica,Sorbus californica,accepted,Rosaceae,3.dicot,,native,https://www.inaturalist.org/taxa/79158,8,12,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,19,16,12,1889,2007,9/20/2003,9/5/2023,"Chesnut, Victor K.; ; Drew, Elmer R.",gholman,thomastaylor1,2003,2023,,,in Symbiota,,,,,,,,,,,
Sorbus scopulina,Sorbus scopulina,accepted,Rosaceae,3.dicot,,native,https://www.inaturalist.org/taxa/79159,,1,1,,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",3,3,1,1894,1963,,,"Dudley, William R.",,,,,,,in Symbiota,,,CCH: old Stebbins voucher from Stubblefield Cyn; Taylor has vouchers just east of park (Parker Lake) & just west of park (Chowchilla Mtn Rd),,montane,,"add, found during search of CCH2 for species in iNat, parks list",,,,Sorbus scopulina var. scopulina; Sorbus sitchensis var. densa
Sorbus sitchensis,Sorbus occidentalis,accepted,Rosaceae,3.dicot,Sorbus sitchensis var. grayi,out-of-range,https://www.inaturalist.org/taxa/48583,,,1,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",7,7,3,,,,,"Congdon, Joseph Whipple",,,,,,,,,,Cascades species only in Oregon and Washington,,,,,,,,Sorbus sitchensis; Sorbus sitchensis var. grayi
Spiraea douglasii,Spiraea douglasii,accepted,Rosaceae,3.dicot,,native,https://www.inaturalist.org/taxa/62493,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",identification error,"remove, incorrect identification",1,1,1,,,,,"Weber, Wallace A.",,,,,,,,,,"1 CCH2 voucher from Siesta Lake in 1968 in Robert F. Hoover Herbarium, Cal Poly State University",,along west coast from Canada south to just north of Tahoe; none to south,,,,,,
Spiraea splendens,Spiraea splendens,accepted,Rosaceae,3.dicot,Spiraea densiflora,native,https://www.inaturalist.org/taxa/79183,142,13,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,66,62,39,1866,2009,7/12/2008,10/5/2023,"Bolander, Henry Nicholas",alexbinck,willcorning,2008,2023,,,in Symbiota,,,,,,,,,,,Spiraea densiflora; Spiraea densiflora splendens; Spiraea densiflora var. splendens; Spiraea splendens var. splendens; Spirea densiflora
Spiraea splendens,Spiraea densiflora,synonym,Rosaceae,3.dicot,Spiraea splendens,native,https://www.inaturalist.org/taxa/79183,,,1,,,synonym,synonym,synonym,,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,XX-synonym,,,,1866,2009,7/12/2008,10/5/2023,,alexbinck,willcorning,2008,2023,,,,,,,,,,,,,,
Cephalanthus occidentalis,Cephalanthus occidentalis,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/52763,3,1,1,1,1,1,1,1,,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,1,,1,2006,2006,10/7/2012,7/2/2022,"Grossenbacher, Dena",joaaelst,mitchvandyke,2012,2022,,,in Symbiota,,,CCH: Also a 1941 voucher from just west of the park boundary along the Merced,,western boundary,,,,,,Cephalanthus occidentalis var. californicus
Galium aparine,Galium aparine,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53059,3,10,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,11,9,8,1907,2010,5/22/2016,4/23/2022,"King, M Alice",gdickman,geoffabbott,2016,2022,,,in Symbiota,,,,,,,,,,,
Galium bifolium,Galium bifolium,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77186,,2,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,16,14,10,1916,2005,,,"Smiley, F. J.",,,,,,,in Symbiota,,,,,,,,,,,
Galium bolanderi,Galium bolanderi,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77187,,1,1,1,,1,1,,1,,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,41,39,22,1860,1860,,,"Bolander, Henry Nicholas",,,,,,,in Symbiota,,,CCH: many old vouchers; Taylor: common to 5000,,,,,,,,Galium margaricoccum; Galium pubens; Galium pubens scabridum
Galium boreale,Galium boreale,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77188,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,1,1,1,1984,1984,,,"Sharsmith, Carl W.",,,,,,,in Symbiota,,,"1 CCH2 voucher from Sharsmith, describing abundant individuals in Awhanhee Meadow",,"scattered observations across much of the US, but not in the Sierra or most of California",https://www.cch2.org/portal/collections/individual/index.php?occid=368848&clid=0,,,,,Galium boreale ssp. septentrionale; Galium boreale subsp. septentrionale
Galium californicum,Galium californicum,accepted,Rubiaceae,3.dicot,,,https://www.inaturalist.org/taxa/53062,,2,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove,,,,,,Coast Range,,,"maybe, but questionable","almost certainly Galium porrigens, but I don't know the genus well enough to be certain",,
Galium hypotrichium,Galium hypotrichium,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77200,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,"Taylor: no vouchers in Yosemite, but around Sonora Pass, Lee Vining Cirque - i.e. east of crest; iNat: all east of crest",,wrong range-east of park,,,,,,Galium hypotrichium ssp. hypotrichium
Galium mexicanum,Galium mexicanum,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77205,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,8,6,6,1866,2010,,,"Bolander, Henry Nicholas",,,,,,,in Symbiota,,,,,,,,,,,Galium asperrimum; Galium mexicanum subsp. asperulum; Galium mexicanum var. asperulum
Galium multiflorum,Galium multiflorum,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77207,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,"Taylor: on east side below 9000 feet; iNat: east side valleys, highest populations around Convct Lake",,wrong range-east of park,,,,,,
Galium parishii,Galium parishii,accepted,Rubiaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/77211,,,,,,,,,,1,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",1,,1,,,,,"Grossenbacher, Dena",,,,,,,,,,,,,,,,,,
Galium parisiense,Galium parisiense,accepted,Rubiaceae,3.dicot,,introduced,https://www.inaturalist.org/taxa/59006,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",5,2,3,1931,2008,,,"Keck, David D.",,,,,,,in Symbiota,,,"Taylor: 3 vouchers near Arch Rock, Wawona",,"Arch Rock, Wawona",,"add, found during search of CCH2 for species in iNat, parks list",,,,Galium parisense
Galium porrigens,Galium porrigens,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53063,3,20,1,1,iNat-not-gbif,1,1,1,1,1,1,,"retain, restricted license","retain, but restricted license",retain exact name,retain exact name,retain exact name,retain exact name,4,2,1,1938,2006,11/22/2019,7/26/2023,"Mason, Herbert L.",mazer,dgrimmphd,2019,2023,,,in Symbiota,restricted_license,,,,,,,,,,Galium nuttallii; Galium porrigens var. tenue
Galium porrigens,Galium nuttallii,misapplied,Rubiaceae,3.dicot,misapplied to Galium porrigens,native,https://www.inaturalist.org/taxa/53063,,,,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, misapplied name",,,,1938,2006,11/22/2019,7/26/2023,,mazer,dgrimmphd,2019,2023,,,,,,,,,,,,,,
Galium sparsiflorum,Galium sparsiflorum,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77214,,3,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,18,14,11,1883,1883,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,,,,,,,,,Galium sparsiflorum ssp. sparsiflorum; Galium sparsiflorum subsp. sparsiflorum; Galium sparsiflorum var. sparsiflorum
Galium trifidum,Galium trifidum,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77216,,5,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,33,28,24,1866,2008,,,"Bolander, Henry Nicholas",,,,,,,in Symbiota,,,,,,,,,,,Galium trifidum columbianum; Galium trifidum subbiflorum (Wiegand) Puff; Galium trifidum subsp. columbianum; Galium trifidum subsp. subbiflorum; Galium trifidum var. pacificum; Galium trifidum var. pusillum
Galium triflorum,Galium triflorum,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53065,9,10,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,13,12,6,1860,2004,6/10/2018,6/17/2022,"Bolander, Henry Nicholas",snakeinmypocket,wghembree,2018,2022,,,in Symbiota,,,,,,,,,,,
Kelloggia galioides,Kelloggia galioides,accepted,Rubiaceae,3.dicot,,native,https://www.inaturalist.org/taxa/77605,19,10,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,24,23,22,1865,1999,7/12/2012,8/17/2023,"Torrey, John",lizzywenk,thomastaylor1,2012,2023,,,in Symbiota,,,,,,,,,,,
Ptelea crenulata,Ptelea crenulata,accepted,Rutaceae,3.dicot,,native,https://www.inaturalist.org/taxa/50622,,,,1,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",geographic error,"remove, coordinates erroneously inside protected area",,,,,,,,,,,,,,,,,,"CCH: no Yosemite vouchers; Taylor: at much lower elevations and locally rare; gbif: 1 voucher with description of 800m and ""gift CNPS southern Sierra Foothills and San Joaquin Valley specimens 2008 (received April 2020) """,,"lower elevation Sierra - rare, San Joaquin Valley, Coast Range",https://www.gbif.org/occurrence/3059709451,,,,,
Populus fremontii,Populus fremontii,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/52120,,1,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",geographic error,"remove, species range far from park",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,in Symbiota,,,CCH: no vouchers; Taylor: no known vouchers,,wrong range-west or south of park at lower elevations,,,,,,Populus fremontii ssp. fremontii; Populus fremontii subsp. fremontii
Populus nigra,Populus nigra,accepted,Salicaceae,3.dicot,,,https://www.inaturalist.org/taxa/47565,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,https://www.inaturalist.org/observations/79606482,,"almost 100% certainly a misID, was a CV suggestion from three years ago (species no longer suggested by CV for this observation)",Populus trichocarpa,,
Populus tremula,Populus tremula,accepted,Salicaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/47571,,,,,,,,,,1,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected because 'horticultural record'; not in protected area",1,,1,,,,,"Taylor, Dean William",,,,,,,,,,,,,,,,,,
Populus tremuloides,Populus tremuloides,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/54840,43,11,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,14,13,12,1863,1863,9/29/2007,7/27/2023,"Brewer, William Henry",ouzel,andrew_jacobs,2007,2023,,,in Symbiota,,,,,,,,,,,
Populus trichocarpa,Populus trichocarpa,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78699,34,36,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,11,11,8,1883,1936,4/12/2015,10/2/2023,"Congdon, Joseph Whipple",alan_rockefeller,agujaceratops,2015,2023,,,in Symbiota,,,,,,,,,,,Populus balsamifera ssp. trichocarpa; Populus balsamifera trichocarpa
Salix amygdaloides,Salix amygdaloides,accepted,Salicaceae,3.dicot,,,https://www.inaturalist.org/taxa/54842,,1,,,,needsID-IGNORE,needsID-IGNORE,needsID-IGNORE,,,,,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,XX-not in graphics,XX-iNat needs ID only,,,,,,,,,,,,,,remove-fixed,,,,,,,https://www.inaturalist.org/observations/120971506,,"almost 100% certainly a misID, was a CV suggestion from two years ago (species no longer suggested by CV for this observation)",Populus trichocarpa,,
Salix boothii,Salix boothii,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78934,,,1,,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,taxonomic or nomenclatural error,"add, vouchers missed due to undetected synonyms",2,1,1,1953,2006,,,"Raven, Peter H.",,,,,,,in Symbiota,,,"Taylor: east side creeks - Dana Creek, near Mono Lake; recent YM vouchers from Dana Fork, also older one",,Dana Fork,,"add, found during search of CCH2 for species in iNat, parks list",,,,
Salix brachycarpa,Salix brachycarpa,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78935,,,1,,,,,,,,,,XX-not in graphics,"XX-not in iNat, not in protected area",databasing discrepancy,"remove, designated as 'False Report'",XX-not in graphics,"XX-no voucher, not in protected area",,,,,,,,,,,,,,,,,,Taylor: known only on calcarous rock around Convict,,wrong range-east of park,,,,,,Salix brachycarpa ssp. brachycarpa
Salix californica,Salix repens,accepted,Salicaceae,3.dicot,,N/A,,,,,,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",XX-not in graphics,"XX-voucher with 'coordinates erroneously outside protected area or missing coordinates' found, but rejected due to 'untraced taxonomic error'; not in protected area",,,,,,,,,,,,,,,,,,,,,,,,,,
Salix drummondiana,Salix drummondiana,accepted,Salicaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/78938,,,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, untraced taxonomic error",2,2,1,,,,,"Clemens, Mrs. Joseph",,,,,,,,,,"a few vouchers from pre-1970 - seems most likely a mismatch, but can't work it out; Taylor: not mentioned, not even as misapplied; likely mis-ID",,,,,,,taxonomic_mismatch-wrong something,
Salix eastwoodiae,Salix eastwoodiae,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78939,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,63,57,32,1885,1885,,,"Congdon, Joseph Whipple",,,,,,,in Symbiota,,,"lots and lots of vouchers, but with few exceptions, pre-1950; and lots in prominent mid-elevation locations; seems like it must be correct, but so odd it hasn't been collected recently",,"scattered observations throughout Sierra, especially along the crest; many just outside Yosemite at Tioga",,,,,,Salix sitchensis
Salix eastwoodiae,Salix sitchensis,misapplied,Salicaceae,3.dicot,misapplied to Salix eastwoodiae,N/A,https://www.inaturalist.org/taxa/78939,,,,1,,misapplied,misapplied,misapplied,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, misapplied name",,,,1885,1885,,,,,,,,,,,,,"lots CCH2 vouchers, but just from a few collectors on 3 times, pre-1966 - and from all over the place; misapplied to Salix eastwoodiae per Taylor",,"coastal species, only extending inland once north of California",,,,,taxonomic_mismatch-wrong something,
Salix exigua,Salix exigua,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/59008,2,5,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,7,6,4,1866,2006,8/3/2020,6/4/2021,"Bolander, Henry Nicholas",chubbs,cassieroberts,2020,2021,,,in Symbiota,,,,,,,,,,,Salix exigua hindisana; Salix exigua var. hindsiana; Salix hindsiana
Salix geyeriana,Salix geyeriana,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78940,1,,1,1,1,1,1,1,1,,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,4,4,4,1909,1958,8/5/2010,8/5/2010,"Jepson, Willis L.",matsonburger,matsonburger,2010,2010,,,in Symbiota,,,"CCH: a few old vouchers, mainly around Tuolumne, Lyell Fork; 1 iNat RG from Steve Matson in the same location",,,,,,,,
Salix gooddingii,Salix gooddingii,accepted,Salicaceae,3.dicot,,N/A,https://www.inaturalist.org/taxa/60240,,4,,1,,,,,1,,,,XX-not in graphics,"XX-not in iNat, not in protected area",XX-not in graphics,"XX-not on parks list, not in protected area",taxonomic or nomenclatural error,"remove, untraced taxonomic error",1,1,1,,,,,"Congdon, Joseph Whipple",,,,,,,,,,CCH: single 1880's Congdon voucher,,,https://www.gbif.org/occurrence/2265471255,,,,taxonomic_mismatch-1800's_voucher,
Salix jepsonii,Salix jepsonii,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78942,,,1,1,,1,1,,1,1,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,28,23,15,1894,2009,,,"Dudley, William R.",,,,,,,in Symbiota,,,many CCH2 vouchers old & new,,scattered observations on and near the Sierra Crest,,,,,,Salix jepsoni; Salix sitchensis var. angustifolia
Salix laevigata,Salix laevigata,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/58319,,3,1,1,,1,1,,1,,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,2,2,2,1931,1931,,,"Ball, Carleton R.",,,,,,,in Symbiota,,,,,,,,,,,Salix bonplandiana; Salix laevigata araquipa; Salix laevigata var. araquipa
Salix lasiandra,Salix lasiandra,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78943,6,11,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,21,20,9,1885,2004,11/22/2019,10/2/2023,"Congdon, Joseph Whipple",mazer,agujaceratops,2019,2023,,,in Symbiota,,,,,,,,,,,Salix lasiandra abramsii; Salix lasiandra caudata; Salix lasiandra subsp. caudata; Salix lasiandra subsp. lasiandra; Salix lasiandra var. lasiandra; Salix lucida; Salix lucida ssp. lasiandra; Salix lucida subsp. lasiandra
Salix lasiolepis,Salix lasiolepis,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/53452,,11,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,16,15,6,1894,2006,,,"Dudley, William R.",,,,,,,in Symbiota,,,,,,,,,,,Salix lasiolepis var. lasiolepis
Salix lemmonii,Salix lemmonii,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78944,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,36,35,25,1865,2005,,,"Torrey, John",,,,,,,in Symbiota,,,,,,,,,,,
Salix ligulifolia,Salix ligulifolia,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78945,,1,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,10,9,3,1911,2006,,,"Abrams, Le Roy",,,,,,,in Symbiota,,,,,,,,,,,Salix eriocephala var. ligulifolia
Salix lutea,Salix lutea,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78946,,,1,,,1,,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain because vouchers for species are close to the park,retain because vouchers for species are close to the park,XX-not in graphics,"XX-vouchers missed due to 'undetected synonyms' found, but rejected due to 'untraced taxonomic error'",1,1,,,,,,"Abrams, Le Roy",,,,,,,in Symbiota,,,Taylor: mostly east side no Yosemite-area vouchers; CCH: 1 1911 voucher from Sentienl Creek; must be wrong; iNat: needsID at Saddlebag,,wrong range-east of park,,,,,,
Salix melanopsis,Salix melanopsis,accepted,Salicaceae,3.dicot,Salix exigua subsp. melanopsis,native,https://www.inaturalist.org/taxa/78947,,,1,1,,1,1,,1,,1,,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,11,10,7,1860,1860,,,"Bolander, Henry Nicholas",,,,,,,in Symbiota,,,,,,,,,,,
Salix nivalis,Salix nivalis,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78948,1,,1,1,obscured,1,1,1,1,1,1,,databasing discrepancy,"add, observations lost due to auto-obscured coordinates",retain exact name,retain exact name,retain exact name,retain exact name,7,4,7,1915,2007,7/27/2021,7/27/2021,"Labouchere, Theodore",annienzelll,annienzelll,2021,2021,,,in Symbiota,geoprivate_by_iNat,,old and new CCH2 vouchers from Mount Dana and Virginia Canyon,,"3 RG near Tioga Pass, but obscured",,,,,,Salix reticulata; Salix reticulata ssp. nivalis
Salix orestera,Salix orestera,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78949,,6,1,1,,1,1,,1,1,1,possibly valid needs ID,XX-not in graphics,"XX-not in iNat, but occurs in protected area",retain exact name,retain exact name,retain exact name,retain exact name,81,74,51,1864,1864,,,"Brewer, William Henry",,,,,,,in Symbiota,,,,,,,,,,,
Salix petrophila,Salix petrophila,accepted,Salicaceae,3.dicot,Salix arctica,native,https://www.inaturalist.org/taxa/78950,20,3,,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,"retain species, replacing taxonomic synonym or misapplied name with accepted name","retain species, replacing taxonomic synonym or misapplied name with accepted name",retain exact name,retain exact name,60,59,48,1863,2012,6/21/2014,9/30/2022,"Brewer, William Henry",lizzywenk,trailhapa,2014,2022,,,in Symbiota,,,,,,,,,,,Salix anglorum; Salix anglorum var. antiplasta; Salix arctica
Salix petrophila,Salix arctica,synonym,Salicaceae,3.dicot,Salix petrophila,native,https://www.inaturalist.org/taxa/78950,,,1,1,,synonym,synonym,synonym,1,,,,XX-synonym,XX-synonym,XX-synonym,XX-synonym,taxonomic or nomenclatural error,"remove, double or triple listing due to synonymy",,,,1863,2012,6/21/2014,9/30/2022,,lizzywenk,trailhapa,2014,2022,,,,,,,,,,,,,taxonomic_mismatch-synonym,
Salix planifolia,Salix planifolia,accepted,Salicaceae,3.dicot,,native,https://www.inaturalist.org/taxa/78951,1,2,1,1,1,1,1,1,1,1,1,,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,retain exact name,35,32,21,1895,2006,9/2/2023,9/2/2023,"Congdon, Joseph Whipple",chloe_and_trevor,chloe_and_trevor,2023,2023,,,in Symbiota,,,,,,,,,,,Salix monica; Salix planifolia monica; Salix planifolia ssp. planifolia; Salix planifolia subsp. planifolia; Salix planifolia var. monica
