accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,iNat_needs_ID_only_verdict,symbiota,voucher_notes,iNat_notes,parklist_notes
Leymus triticoides,Leymus triticoides,current,Poaceae,4.monocot,Elymus triticoides,native,NA,4,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,4,1896,"Congdon, Joseph Whipple",2010,NA,in Symbiota,NA,NA,"CCH: many vouchers, especially recent ones"
Lolium arundinaceum,Lolium arundinaceum,current,Poaceae,4.monocot,Festuca arundinacea,invasive,NA,1,NA,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","retain, synonym","add, voucher found during check",5,5,1998,"Adams, Justin",2009,NA,in Symbiota,NA,NA,NA
Lolium multiflorum,Lolium multiflorum,current,Poaceae,4.monocot,Festuca perennis,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,4,1997,"Taylor, Dean William",2002,NA,in Symbiota,NA,NA,"Taylor: 2 Yosemite Valley vouchers; many many recent vouchers; only 2 are 1960's Tuolumne,"
Lolium perenne,Lolium perenne,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,5,1964,"Frenkel, R. E.",2010,NA,in Symbiota,NA,NA,"Taylor, iNat: many vouchers old and new"
Lolium temulentum,Lolium temulentum,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,2,1944,"Sharsmith, Carl W.",1998,NA,in Symbiota,"just two CCH2 vouchers, but one older, one news",NA,NA
Melica aristata,Melica aristata,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,23,16,1866,"Bolander, Henry Nicholas",2009,NA,in Symbiota,NA,NA,NA
Melica bulbosa,Melica bulbosa,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,18,14,1888,"Congdon, Joseph Whipple",2010,NA,in Symbiota,NA,NA,NA
Melica californica,Melica californica,current,Poaceae,4.monocot,NA,native,1,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,9,6,1883,"Congdon, Joseph Whipple",2003,NA,in Symbiota,NA,NA,NA
Melica harfordii,Melica harfordii,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,14,9,1885,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,NA
Melica imperfecta,Melica imperfecta,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,4,3,1866,"Bolander, Henry Nicholas",2003,NA,in Symbiota,"2008 voucher has wrong coordinates; 1872 voucher anonymous collection ,YV, discounting; just leaves Sharsmith 1944",NA,NA
Melica stricta,Melica stricta,current,Poaceae,4.monocot,NA,native,3,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,30,24,1866,"Bolander, Henry Nicholas",2021,NA,in Symbiota,NA,NA,NA
Melica subulata,Melica subulata,current,Poaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,1,1911,"Abrams, Le Roy",2004,NA,in Symbiota,NA,NA,"CCH, Taylor: a few old & recent vouchers from several locations"
Melica torreyana,Melica torreyana,current,Poaceae,4.monocot,NA,native,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,2002,"Taylor, Dean William",2002,NA,NA,NA,NA,NA
Muhlenbergia andina,Muhlenbergia andina,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,14,5,1866,"Bolander, Henry Nicholas",2006,NA,in Symbiota,"multiple CCH2 vouchers, new and old",NA,NA
Muhlenbergia asperifolia,Muhlenbergia asperifolia,current,Poaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,4,2005,"Colwell, Alison",2005,NA,in Symbiota,NA,NA,"iNat: many observations in the eastern Sierra, including to high elevations; Taylor: voucher from near Washburn Lake"
Muhlenbergia filiformis,Muhlenbergia filiformis,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,43,32,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,NA,NA,NA
Muhlenbergia minutissima,Muhlenbergia minutissima,current,Poaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,1911,"Abrams, Le Roy",2006,NA,in Symbiota,NA,NA,"CCH, Taylor: 2 vouchers, from 1911 and 2006, Yos Valley and Poopenaut Valley"
Muhlenbergia montana,Muhlenbergia montana,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,21,17,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,NA,NA,NA
Muhlenbergia richardsonis,Muhlenbergia richardsonis,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,33,23,1866,"Bolander, Henry Nicholas",2011,NA,in Symbiota,NA,NA,NA
Muhlenbergia rigens,Muhlenbergia rigens,current,Poaceae,4.monocot,NA,native,1,4,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,3,3,1927,"Michael, Enid",1982,NA,in Symbiota,"CCH: multiple old vouchers, through Sharsmith 1944",NA,NA
Muhlenbergia schreberi,Muhlenbergia schreberi,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,2,1976,"Howell, John Thomas",1998,NA,in Symbiota,NA,NA,NA
Panicum capillare,Panicum capillare,current,Poaceae,4.monocot,NA,native,2,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,4,4,1927,"Michael, Enid",2008,NA,in Symbiota,NA,NA,NA
Panicum miliaceum,Panicum miliaceum,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"Dean Taylor says below 1500, no vouchers in YNP;"
Parapholis incurva,Parapholis incurva,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1999,"Adams, Justin",1999,NA,in Symbiota,NA,NA,"CCH, Taylor: 1 voucher (1999) from Hetch Hetchy corral that Taylor says is mis-id of Hainardia cylindrica"
Phalaris arundinacea,Phalaris arundinacea,current,Poaceae,4.monocot,NA,native,NA,1,1,NA,NA,1,NA,NA,NA,NA,1,NA,"not in iNat, but occurs in park",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"CCH: no vouchers; Taylor: no park vouchers; gbif: no park vouchers, but certainly Sierra vouchers"
Phleum alpinum,Phleum alpinum,current,Poaceae,4.monocot,NA,native,10,5,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,30,21,1890,"Congdon, Joseph Whipple",2011,NA,in Symbiota,NA,NA,NA
Phleum pratense,Phleum pratense,current,Poaceae,4.monocot,NA,invasive,3,NA,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,20,13,1896,"Congdon, Joseph Whipple",1999,NA,in Symbiota,NA,NA,NA
Poa annua,Poa annua,current,Poaceae,4.monocot,NA,invasive,NA,2,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,7,5,1944,"Howell, John Thomas",2010,NA,in Symbiota,NA,NA,NA
Poa bolanderi,Poa bolanderi,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,28,16,1890,"Congdon, Joseph Whipple",1999,NA,in Symbiota,NA,NA,NA
Poa bulbosa,Poa bulbosa,current,Poaceae,4.monocot,NA,invasive,19,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,6,3,1959,"Smith, Gladys L.",2009,NA,in Symbiota,NA,NA,NA
Poa compressa,Poa compressa,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,2,2,1949,"Sharsmith, Carl W.",1999,NA,in Symbiota,NA,NA,NA
Poa cusickii,Poa cusickii,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,27,18,1916,"Kennedy, P. B.",2006,NA,in Symbiota,NA,NA,NA
Poa fendleriana,Poa fendleriana,current,Poaceae,4.monocot,NA,native,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2010,"Taylor, Dean William",2010,NA,in Symbiota,NA,NA,CCH: 1 2010 Taylor & Grossenbacher voucher from Gaylor Lakes basin
Poa glauca,Poa glauca,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,12,12,1933,"Sharsmith, Carl W.",2017,NA,in Symbiota,NA,NA,NA
Poa keckii,Poa keckii,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,16,15,1898,"Congdon, Joseph Whipple",2017,NA,in Symbiota,NA,NA,NA
Poa leptocoma,Poa leptocoma,current,Poaceae,4.monocot,NA,native,1,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,8,6,1940,"Sharsmith, Carl W.",2012,NA,in Symbiota,NA,NA,NA
Poa nemoralis,Poa nemoralis,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,8,7,1921,"Michael, Enid",1998,NA,in Symbiota,NA,NA,NA
Poa palustris,Poa palustris,current,Poaceae,4.monocot,NA,invasive,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,1,1,2010,"Taylor, Dean William",2010,NA,NA,only voucher is 2010 collection by Dean Taylor in Wawona,NA,NA
Poa pratensis,Poa pratensis,current,Poaceae,4.monocot,NA,invasive,1,2,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,31,20,1866,"Bolander, Henry Nicholas",2021,NA,in Symbiota,NA,NA,NA
Poa pringlei,Poa pringlei,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,4,1936,"Sharsmith, Carl W.",1990,NA,in Symbiota,NA,NA,NA
Poa secunda,Poa secunda,current,Poaceae,4.monocot,NA,native,1,6,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,104,88,1885,"Congdon, Joseph Whipple",2011,NA,in Symbiota,NA,NA,NA
Poa stebbinsii,Poa stebbinsii,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,30,29,1897,"McLean, F. P.",2012,NA,in Symbiota,NA,NA,NA
Poa trivialis,Poa trivialis,current,Poaceae,4.monocot,NA,invasive,NA,NA,NA,1,NA,NA,1,NA,1,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,2,2,1888,"Congdon, Joseph Whipple",2009,NA,NA,CCH: 1 recent Taylor voucher from Yosemite Valley; quite a few Congdon vouchers from uncertain locaitons 1800's that aren't likely correct; I'm ignoring them,NA,NA
Poa wheeleri,Poa wheeleri,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,66,51,1895,"Congdon, Joseph Whipple",2017,NA,in Symbiota,NA,NA,NA
Polypogon maritimus,Polypogon maritimus,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1999,"Jelinek, Bradley",1999,NA,in Symbiota,NA,NA,Taylor: 1 voucher from Mirror Lake
Polypogon monspeliensis,Polypogon monspeliensis,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,2,1895,"Lembert, J. B.",1999,NA,in Symbiota,NA,NA,"CCH, Taylor: 2 vouchers, one from 1885 (Yosemite Valley), one from 1999 (HH)"
Polypogon viridis,Polypogon viridis,current,Poaceae,4.monocot,Agrostis viridis,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1934,"Bartholomew, Paul S.",1934,NA,in Symbiota,NA,NA,"CCH, Taylor: 2 old Yosemite vouchers"
Pseudoroegneria spicata,Pseudoroegneria spicata,current,Poaceae,4.monocot,Elymus spicatus,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1944,"Sharsmith, Carl W.",1974,NA,NA,NA,NA,"CCH: 2 vpuchers, one from 1944, 1974; can't figure out which of many names is used in Taylor"
Ptilagrostiella kingii,Ptilagrostiella kingii,current,Poaceae,4.monocot,Stipa kingii,native,4,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,35,26,1866,"Bolander, Henry Nicholas",2007,NA,in Symbiota,NA,NA,NA
Puccinellia nuttalliana,Puccinellia nuttalliana,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,1,1,1949,"Sharsmith, Carl W.",1949,NA,in Symbiota,CCH: 1 Sharsmith voucher from Soda Springs; 2nd mentioned in Taylor same location,NA,NA
Scribneria bolanderi,Scribneria bolanderi,current,Poaceae,4.monocot,Deschampsia bolanderi,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"retain voucher, synonym",10,8,1888,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,"Taylor: Yosemite vouchers including brink Bridalveil Falls, Soda Springs"
Setaria pumila,Setaria pumila,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,2,1929,"Michael, Enid",1963,NA,in Symbiota,NA,NA,"iNat: mostly on East Coast, some in CA, none in Sierra; Taylor: 3 Yosemite Valley vouchers"
Setaria viridis,Setaria viridis,current,Poaceae,4.monocot,NA,invasive,NA,1,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,5,1928,"Michael, Enid",1998,NA,in Symbiota,NA,NA,"CCH: many vouchers, especially recent ones"
Stipa lettermanii,Stipa lettermanii,current,Poaceae,4.monocot,"Eriocoma lettermanii, Achnatherum lettermanii",native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,4,1934,"Bartholomew, Paul S.",1977,NA,in Symbiota,NA,NA,"CCH: several vouchers from different park locations, through 1970; in Taylor as Achnatherum lettermanii"
Stipa pinetorum,Stipa pinetorum,current,Poaceae,4.monocot,"Eriocoma pinetorum, Achnatherum pinetorum",native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,7,1936,"Watson, Welland A.",2012,NA,in Symbiota,NA,NA,"CCH, Taylor: vouchers from along the Sierra Crest, mostly recent, but 1 Sharsmith"
Torreyochloa erecta,Torreyochloa erecta,current,Poaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,6,3,1908,"Hitchcock, A. S.",2007,NA,in Symbiota,"scattered, believable vouchers throughout Yosemite, most recent from 1974",NA,NA
Torreyochloa pallida,Torreyochloa pallida,current,Poaceae,4.monocot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,26,17,1883,"Congdon, Joseph Whipple",2009,NA,in Symbiota,NA,NA,NA
Triticum aestivum,Triticum aestivum,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"XX-not in iNat, maybe in park",retain on list,"add, voucher found during check",1,1,NA,"Coates, Evangeline V.",NA,NA,in Symbiota,NA,NA,"CCH, Taylor: 1 undated voucher from Yosemite Valley"
Vulpia bromoides,Vulpia bromoides,current,Poaceae,4.monocot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,3,1931,"Keck, David D.",2003,NA,NA,NA,NA,"CCH, Taylor: 3 recent, 1 old voucher"
Potamogeton alpinus,Potamogeton alpinus,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,NA,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,2003,"Colwell, Alison",2003,NA,in Symbiota,NA,NA,Taylor: 1 Yosemite vouchers
Potamogeton epihydrus,Potamogeton epihydrus,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",10,9,1866,"Bolander, Henry Nicholas",2008,NA,in Symbiota,NA,NA,Taylor: multiple Yosemite vouchers; 1 from 1863 (Bolander); all others since 2003
Potamogeton foliosus,Potamogeton foliosus,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,3,1939,"Mason, Herbert L.",2008,NA,in Symbiota,NA,NA,Taylor: Miguel Meadow voucher; CCH: multiple vouchers from Hetch Hetchy area broadly
Potamogeton gramineus,Potamogeton gramineus,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,12,7,1919,"Clemens, Mrs. Joseph",2006,NA,in Symbiota,NA,NA,NA
Potamogeton natans,Potamogeton natans,current,Potamogetonaceae,4.monocot,NA,native,6,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,21,9,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2006,NA,in Symbiota,NA,NA,NA
Potamogeton pusillus,Potamogeton pusillus,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",4,3,1938,"Smith, Winifred M.",2004,NA,in Symbiota,NA,NA,"CCH, Taylor: multiple Yosemite vouchers"
Potamogeton robbinsii,Potamogeton robbinsii,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,6,6,1937,"Mason, Herbert L.",2008,NA,in Symbiota,NA,NA,NA
Stuckenia filiformis,Stuckenia filiformis,current,Potamogetonaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",6,4,1898,"Congdon, Joseph Whipple",2010,NA,in Symbiota,NA,NA,"CCH, Taylor: multiple Yosemite vouchers; YNP = rare"
Sparganium angustifolium,Sparganium angustifolium,current,Typhaceae,4.monocot,NA,native,3,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,26,16,1866,"Bolander, Henry Nicholas",2009,NA,in Symbiota,NA,NA,NA
Sparganium emersum,Sparganium emersum,current,Typhaceae,4.monocot,NA,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,5,3,1898,"Congdon, Joseph Whipple",1987,NA,in Symbiota,CCH: several old vouchers,NA,NA
Sparganium natans,Sparganium natans,current,Typhaceae,4.monocot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,7,1909,"Jepson, Willis L.",2008,NA,in Symbiota,NA,NA,"Taylor, CCH: old and recent vouchers from multiple locations"
Typha latifolia,Typha latifolia,current,Typhaceae,4.monocot,NA,native,2,2,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,2,1,1944,"Sharsmith, Carl W.",1958,NA,in Symbiota,NA,NA,NA
Alisma triviale,Alisma triviale,current,Alismataceae,5.monocot-colorful,"Alisma plantago-aquatica var. americanum, Alisma plantago-aquatica var. triviale",native,NA,2,NA,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park","retain, synonym",retain voucher,13,6,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1958,NA,in Symbiota,CCH -old vouchers from many locations,NA,NA
Sagittaria cuneata,Sagittaria cuneata,current,Alismataceae,5.monocot-colorful,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,6,4,1938,"Smith, Winifred M.",2006,NA,in Symbiota,"CCH2 vouchers old and new - Sharsmith in Siesta Lake, Sky Island in lake out of Pate Valley, Laurel Lake",NA,NA
