accepted_name,scientific_name,status,family,broader,synonym_matches,establishment_means,count_RG,count_needs_id,in_park_START,voucher_START,iNat_RG_START,in_park_END,voucher_END,iNat_RG_END,old_voucher,recent_voucher,final_list,possibly_valid_needs_ID,iNat_outcome,parks_outcome,voucher_outcome,voucher_obs,voucher_obs_coord,year_first,first_observer,year_last,iNat_needs_ID_only_verdict,symbiota,voucher_notes,iNat_notes,parklist_notes
Dicentra formosa,Dicentra formosa,current,Papaveraceae,3.dicot,NA,native,75,4,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,13,6,1878,"Ford, Henry Chapman",1965,NA,in Symbiota,NA,NA,NA
Dicentra pauciflora,Dicentra pauciflora,current,Papaveraceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,3,2,1923,"Michael, Enid",2010,NA,in Symbiota,NA,NA,NA
Dicentra uniflora,Dicentra uniflora,current,Papaveraceae,3.dicot,NA,native,25,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,17,10,1907,"Eastwood, Alice",2005,NA,in Symbiota,NA,NA,NA
Ehrendorferia chrysantha,Ehrendorferia chrysantha,current,Papaveraceae,3.dicot,Dicentra chrysantha,native,1,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,3,1,1940,"Sharsmith, Carl W.",1959,NA,in Symbiota,CCH: 3 old vouchers; iNat - quite a few RG just at park boundary near Foresta,NA,NA
Eschscholzia caespitosa,Eschscholzia caespitosa,current,Papaveraceae,3.dicot,Eschscholzia hypecoides,native,2,1,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,1,1,1929,"Michael, Enid",1929,NA,in Symbiota,NA,NA,NA
Eschscholzia californica,Eschscholzia californica,current,Papaveraceae,3.dicot,NA,native,18,3,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,8,1,1900,"Bioletti, Frederick Theodore",1965,NA,in Symbiota,NA,NA,NA
Romneya coulteri,Romneya coulteri,current,Papaveraceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"CCH, Taylor: 2 vouchers from El Portal area, but not in park"
Diplacus bolanderi,Diplacus bolanderi,current,Phrymaceae,3.dicot,NA,native,18,3,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,17,7,1866,"Bolander, Henry Nicholas",1944,NA,in Symbiota,NA,NA,NA
Diplacus graniticola,Diplacus graniticola,current,Phrymaceae,3.dicot,Diplacus layneae (split from),native,26,8,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"add, recent split",retain voucher,4,4,1909,"Jepson, Willis L.",1989,NA,NA,split from Diplacus layneae in 2017,NA,NA
Diplacus kelloggii,Diplacus kelloggii,current,Phrymaceae,3.dicot,NA,native,1,NA,1,NA,1,1,NA,1,NA,NA,1,NA,"retain, new native record",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,1 RG observation in iNat - by expert; Foresta; and common to west,NA
Diplacus layneae,Diplacus layneae,current,Phrymaceae,3.dicot,Mimulus layneae; Diplacus graniticola (in part),native,10,19,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"retain, synonym",retain voucher,45,23,1902,"Hall, Harvey Monroe",1989,NA,in Symbiota,NA,NA,NA
Diplacus leptaleus,Diplacus leptaleus,current,Phrymaceae,3.dicot,NA,native,20,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,23,15,1901,"Evans, Herbert McLean",2005,NA,in Symbiota,NA,NA,NA
Diplacus mephiticus,Diplacus mephiticus,current,Phrymaceae,3.dicot,NA,native,85,19,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,50,34,1883,"Curran, Mary Katherine",2008,NA,in Symbiota,NA,NA,NA
Diplacus pulchellus,Diplacus pulchellus,current,Phrymaceae,3.dicot,NA,native,1,NA,1,1,obscured,1,1,1,1,1,1,NA,"add, auto-obscured coordinates",retain on list,retain voucher,12,7,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2008,NA,in Symbiota,NA,NA,NA
Diplacus torreyi,Diplacus torreyi,current,Phrymaceae,3.dicot,NA,native,64,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,36,15,1860,Geological Survey,2014,NA,in Symbiota,NA,NA,NA
Erythranthe acutidens,Erythranthe acutidens,current,Phrymaceae,3.dicot,NA,native,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",2,1,1911,"Jepson, Willis L.",1992,NA,NA,NA,NA,NA
Erythranthe androsacea,Erythranthe androsacea,current,Phrymaceae,3.dicot,NA,native,NA,NA,NA,1,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park",retain voucher,3,3,2009,"Taylor, Dean William",2009,NA,NA,2 2009 vouchers from Allison Colwell & Dean Taylor,NA,NA
Erythranthe arenaria,Erythranthe arenaria,current,Phrymaceae,3.dicot,Mimulus arenarius,native,19,18,NA,1,1,NA,1,1,1,NA,1,NA,retain observation,"not on parks list, but occurs in park",retain voucher,15,5,1895,"Congdon, Joseph Whipple",1940,NA,NA,NA,NA,1950's era Jepson vouchers called Mimulus floribundus; 1910 called Mimulus genticulalus (https://www.CCH.org/portal/collections/individual/index.php?occid=3240867&clid=0); but split long ago
Erythranthe bicolor,Erythranthe bicolor,current,Phrymaceae,3.dicot,NA,native,9,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,10,7,1883,"Congdon, Joseph Whipple",2006,NA,in Symbiota,NA,NA,NA
Erythranthe breweri,Erythranthe breweri,current,Phrymaceae,3.dicot,Mimulus breweri,native,58,NA,NA,1,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym",retain voucher,31,15,1872,"Gray, Asa",2005,NA,in Symbiota,NA,NA,NA
Erythranthe cardinalis,Erythranthe cardinalis,current,Phrymaceae,3.dicot,Mimulus cardinalis,native,108,4,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,18,6,1889,"Congdon, Joseph Whipple",1969,NA,in Symbiota,NA,NA,NA
Erythranthe corallina,Erythranthe corallina,current,Phrymaceae,3.dicot,Mimulus tilingii var. corallinus (split),native,1,2,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"add, recent split",retain voucher,15,11,1909,"Jepson, Willis L.",1961,NA,NA,"was Mimulus tilingii var. corallinus until 2012, so will be fewer vouchers as people lumped into Mimulus tilingii during those years; CCH: lots of diverse vouchers, up through 1950's; those with photos indeed marks M. tilingii",NA,NA
Erythranthe erubescens,Erythranthe erubescens,current,Phrymaceae,3.dicot,Mimulus lewisii,native,111,NA,NA,1,1,1,1,1,1,1,1,NA,retain observation,"retain, synonym",retain voucher,42,18,1878,"Ford, Henry Chapman",2007,NA,in Symbiota,CCH-vouchers counts based on Mimulus lewisii,NA,NA
Erythranthe filicaulis,Erythranthe filicaulis,current,Phrymaceae,3.dicot,NA,native,4,NA,1,1,obscured,1,1,1,1,1,1,NA,"add, auto-obscured coordinates",retain on list,retain voucher,22,14,1900,"Bioletti, Frederick Theodore",2008,NA,in Symbiota,"many vouchers in CCH2, old and new",NA,NA
Erythranthe floribunda,Erythranthe floribunda,current,Phrymaceae,3.dicot,Mimulus floribundas,native,NA,NA,1,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,5,3,1911,"Hall, Harvey Monroe",1944,NA,in Symbiota,NA,NA,also Erythranthe arenaria (Mimulus floribundus var. subulatus -> Mimulus arenarius)
Erythranthe guttata,Erythranthe guttata,current,Phrymaceae,3.dicot,NA,native,26,56,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,50,20,1902,"Bacon, Mrs. D. G.",2011,NA,in Symbiota,NA,NA,also Erythranthe nasuta; Erythranthe microphylla
Erythranthe inconspicua,Erythranthe inconspicua,current,Phrymaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found in CCH download",1,1,1940,"Hoover, Robert F.",1940,NA,in Symbiota,NA,NA,"Taylor: listed at YNP rare, but no vouchers; iNat: 1 in El Portal, but otherwise Oakhurst and south; lots of vouchers in Devils Gulch a little outside park"
Erythranthe laciniata,Erythranthe laciniata,current,Phrymaceae,3.dicot,NA,native,37,20,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,40,21,1872,Sullivan,2011,NA,in Symbiota,NA,NA,NA
Erythranthe microphylla,Erythranthe microphylla,current,Phrymaceae,3.dicot,Mimulus guttatus var. microphyllus (split),native,3,5,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"add, recent split",retain voucher,16,8,1894,"Dudley, William R.",1953,NA,NA,"new taxon, based on Mimulus guttatus subspecies",NA,NA
Erythranthe moschata,Erythranthe moschata,current,Phrymaceae,3.dicot,NA,native,72,29,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,57,22,1866,"Bolander, Henry Nicholas",2005,NA,in Symbiota,NA,NA,NA
Erythranthe nasuta,Erythranthe nasuta,current,Phrymaceae,3.dicot,Mimulus guttatus var. nasutus; Mimulus nasutus (split),native,15,25,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"add, recent split",retain voucher,18,9,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1963,NA,NA,"new taxon, based on Mimulus guttatus subspecies",NA,NA
Erythranthe primuloides,Erythranthe primuloides,current,Phrymaceae,3.dicot,NA,native,103,8,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,67,34,1863,"Brewer, William Henry",2006,NA,in Symbiota,NA,NA,NA
Erythranthe rubella,Erythranthe rubella,current,Phrymaceae,3.dicot,NA,native,1,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,"retain, new native record","not on parks list, but occurs in park","XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,1 RG observation in iNat - by expert,NA
Erythranthe suksdorfii,Erythranthe suksdorfii,current,Phrymaceae,3.dicot,NA,native,4,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,9,8,1936,"Lee, Edward",2011,NA,in Symbiota,NA,NA,NA
Erythranthe tilingii,Erythranthe tilingii,current,Phrymaceae,3.dicot,NA,native,14,38,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,34,20,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",1963,NA,in Symbiota,NA,NA,NA
Mimetanthe pilosa,Mimetanthe pilosa,current,Phrymaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",5,4,1911,"Jepson, Willis L.",2006,NA,in Symbiota,NA,NA,iNat: generally at low elevations on west/east sides of Sierra; Yosemite Valley voucher
Mimulus angustatus,Mimulus angustatus,current,Phrymaceae,3.dicot,Diplacus angustatus,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"not in iNat, but occurs in park",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,NA,"iNat: from El Dorado NF (Tahoe) north; Taylor: no vouchers; acknowledges it is YNP = rare, but surprised by it"
Antirrhinum leptaleum,Antirrhinum leptaleum,current,Plantaginaceae,3.dicot,Antirrhinum cornutum; Antirrhinum leptaleum,native,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,9,6,1866,"Bolander, Henry Nicholas",1983,NA,in Symbiota,NA,NA,NA
Callitriche heterophylla,Callitriche heterophylla,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",6,2,1866,"Bolander, Henry Nicholas",1997,NA,in Symbiota,NA,NA,"Taylor, CCH: 2 vouchers, one old, one recent, different locations"
Callitriche marginata,Callitriche marginata,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",1,1,1938,"Mason, Herbert L.",1938,NA,in Symbiota,NA,NA,"Taylor, CCH: 1 1910 Swamp Lake voucher"
Callitriche palustris,Callitriche palustris,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",10,7,1931,"Keck, David D.",2006,NA,in Symbiota,NA,NA,"Taylor, CCH: mltuple vouchers, old and recent mostly from around Tuolumne, but also Poopenaut/Mather"
Collinsia bartsiifolia,Collinsia bartsiifolia,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",3,NA,1901,"Hartweg, H.",1923,NA,in Symbiota,NA,NA,CCH - multiple vouchers; Taylor: 1 voucher for 1 subsp.; iNat: All southern CA coast - odd
Collinsia childii,Collinsia childii,current,Plantaginaceae,3.dicot,NA,native,NA,3,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",10,6,1911,"Jepson, Willis L.",2010,NA,in Symbiota,NA,NA,CCH: multiple old and new vouchers from the Wawona area
Collinsia heterophylla,Collinsia heterophylla,current,Plantaginaceae,3.dicot,NA,native,3,1,1,NA,1,1,1,1,1,NA,1,NA,retain observation,retain on list,"add, voucher found during check",2,1,1907,"King, M Alice",1977,NA,in Symbiota,NA,several RG observations along western park boundary,"CCH: questionable - nothing in park except generic 1907 ""Yosemte Valley"" by unhead of person, lots El Portal across time"
Collinsia linearis,Collinsia linearis,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,4,2,1981,"Botti, Stephen J.",2003,NA,in Symbiota,NA,NA,NA
Collinsia parviflora,Collinsia parviflora,current,Plantaginaceae,3.dicot,NA,native,4,8,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,7,5,1900,"Bioletti, Frederick Theodore",1981,NA,in Symbiota,NA,NA,NA
Collinsia tinctoria,Collinsia tinctoria,current,Plantaginaceae,3.dicot,NA,native,88,20,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,37,19,1866,"Bolander, Henry Nicholas",2014,NA,in Symbiota,NA,NA,NA
Collinsia torreyi,Collinsia torreyi,current,Plantaginaceae,3.dicot,"includes Collinsia wrightii, Collinsia latifolia",native,26,40,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,63,36,1863,"Brewer, William Henry",2007,NA,in Symbiota,NA,NA,Collinsia torreyi var wrightii
Digitalis purpurea,Digitalis purpurea,current,Plantaginaceae,3.dicot,NA,invasive,34,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,3,3,1958,"Roos, John C.",2008,NA,in Symbiota,"CCH: a 1958 voucher annotated to indicate location questionable, so ignoring",NA,NA
Gratiola ebracteata,Gratiola ebracteata,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,7,1889,"Chesnut, Victor K.; ; Drew, Elmer R.",2008,NA,in Symbiota,NA,NA,CCH - multiple vouchers
Gratiola neglecta,Gratiola neglecta,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,2,1874,"Lemmon, John G.",1889,NA,NA,NA,NA,"Taylor: 1-2 old vouchers, including 1889 from Hetch Hetchy; taxon no longer in area probably"
Hippuris vulgaris,Hippuris vulgaris,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,8,6,1863,"Brewer, William Henry",2006,NA,in Symbiota,NA,NA,NA
Keckiella breviflora,Keckiella breviflora,current,Plantaginaceae,3.dicot,NA,native,152,76,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,35,24,1878,"Ford, Henry Chapman",2021,NA,in Symbiota,NA,NA,NA
Limosella acaulis,Limosella acaulis,current,Plantaginaceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,NA,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,1,1,1940,"Sharsmith, Carl W.",1940,NA,in Symbiota,CCH: single Sharsmith voucher from Dana Meadows,NA,NA
Limosella aquatica,Limosella aquatica,current,Plantaginaceae,3.dicot,NA,native,NA,2,1,NA,NA,1,NA,NA,NA,NA,1,NA,"not in iNat, but occurs in park",retain on list,"XX-no voucher, but exists in park",NA,NA,NA,NA,NA,NA,NA,NA,NA,CCH: no vouchers; iNat: 1 needsID from near Tioga Pass likely correct (Steve Matson; good photos) and vouchers from Hall Reserve just a short distance to east
Penstemon azureus,Penstemon azureus,current,Plantaginaceae,3.dicot,NA,native,1,1,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,3,3,1866,"Bolander, Henry Nicholas",1901,NA,in Symbiota,"CCH: 1 generic ""Yosemite NP"" from 1878, but no others; in gbif, similarly a few from 1800's; now taxon only known from further south; Taylor acknowledges each vouchers and doesn't explicitly dismiss them",NA,NA
Penstemon davidsonii,Penstemon davidsonii,current,Plantaginaceae,3.dicot,NA,native,35,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,45,30,1886,unknown,2005,NA,in Symbiota,NA,NA,NA
Penstemon heterodoxus,Penstemon heterodoxus,current,Plantaginaceae,3.dicot,NA,native,60,101,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,46,32,1900,Cook; Reynolds,2011,NA,in Symbiota,NA,NA,NA
Penstemon heterophyllus,Penstemon heterophyllus,current,Plantaginaceae,3.dicot,NA,native,6,14,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,3,2,1863,State Survey,1941,NA,in Symbiota,NA,NA,NA
Penstemon laetus,Penstemon laetus,current,Plantaginaceae,3.dicot,NA,native,235,6,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,53,31,1866,"Bolander, Henry Nicholas",2008,NA,in Symbiota,NA,NA,NA
Penstemon newberryi,Penstemon newberryi,current,Plantaginaceae,3.dicot,NA,native,739,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,90,47,1860,"Brewer, William Henry",2021,NA,in Symbiota,NA,NA,NA
Penstemon procerus,Penstemon procerus,current,Plantaginaceae,3.dicot,NA,native,3,18,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,6,5,1902,"Hall, Harvey Monroe",2012,NA,in Symbiota,NA,NA,NA
Penstemon roezlii,Penstemon roezlii,current,Plantaginaceae,3.dicot,NA,native,NA,1,1,1,NA,1,1,NA,1,1,1,possibly valid needs ID,"not in iNat, but occurs in park",retain on list,retain voucher,19,13,1895,unknown,2006,NA,in Symbiota,NA,NA,NA
Penstemon rostriflorus,Penstemon rostriflorus,current,Plantaginaceae,3.dicot,NA,native,89,5,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,27,14,1860,"Bolander, Henry Nicholas",2008,NA,in Symbiota,NA,NA,NA
Penstemon rydbergii,Penstemon rydbergii,current,Plantaginaceae,3.dicot,NA,native,33,40,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,52,33,1863,"Brewer, William Henry",2005,NA,in Symbiota,NA,NA,NA
Plantago erecta,Plantago erecta,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"CCH, Taylor: vouchers from El Portal and west"
Plantago lanceolata,Plantago lanceolata,current,Plantaginaceae,3.dicot,NA,invasive,17,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,3,3,1928,"Michael, Enid",1998,NA,in Symbiota,NA,NA,NA
Plantago major,Plantago major,current,Plantaginaceae,3.dicot,NA,invasive,3,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,3,3,1944,"Sharsmith, Carl W.",1998,NA,in Symbiota,NA,NA,NA
Veronica americana,Veronica americana,current,Plantaginaceae,3.dicot,NA,native,2,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,12,6,1885,"Congdon, Joseph Whipple",1962,NA,in Symbiota,NA,NA,NA
Veronica anagallis-aquatica,Veronica anagallis-aquatica,current,Plantaginaceae,3.dicot,NA,invasive,NA,NA,NA,1,NA,1,1,NA,1,NA,1,NA,"not in iNat, but occurs in park","retain, synonym",retain voucher,1,1,1940,"Sharsmith, Carl W.",1940,NA,in Symbiota,CCH: 1 Sharsmith voucher from Yosemite Valley,NA,NA
Veronica arvensis,Veronica arvensis,current,Plantaginaceae,3.dicot,NA,invasive,1,1,1,1,iNat-not-gbif,1,1,1,NA,1,1,NA,"retain, restricted license",retain on list,retain voucher,5,5,1999,"Graham, Roy D.",2010,NA,in Symbiota,NA,NA,NA
Veronica cusickii,Veronica cusickii,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,1,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,retain voucher,3,3,1947,"Sharsmith, Carl W.",2007,NA,in Symbiota,NA,NA,NA
Veronica filiformis,Veronica filiformis,current,Plantaginaceae,3.dicot,NA,invasive,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,"not in iNat, but occurs in park","not on parks list, but occurs in park","add, voucher found in CCH download",1,1,2010,"Taylor, Dean William",2010,NA,NA,NA,NA,NA
Veronica peregrina,Veronica peregrina,current,Plantaginaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",7,6,1919,"Evans, Herbert McLean",2010,NA,in Symbiota,NA,NA,Taylor: El Cap Meadow voucher
Veronica persica,Veronica persica,current,Plantaginaceae,3.dicot,NA,invasive,NA,NA,1,NA,NA,1,1,NA,1,1,1,NA,"not in iNat, but occurs in park",retain on list,"add, voucher found during check",2,1,1924,"Howell, John Thomas",1999,NA,in Symbiota,NA,NA,CCH - multiple vouchers
Veronica scutellata,Veronica scutellata,current,Plantaginaceae,3.dicot,NA,native,1,NA,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,14,11,1878,"Ford, Henry Chapman",2004,NA,in Symbiota,there is 1 RG in Yosemite - too big uncertainty?,NA,NA
Veronica serpyllifolia,Veronica serpyllifolia,current,Plantaginaceae,3.dicot,NA,native,5,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,13,7,1888,"Congdon, Joseph Whipple",1994,NA,in Symbiota,NA,NA,NA
Veronica wormskjoldii,Veronica wormskjoldii,current,Plantaginaceae,3.dicot,Veronica alpina var. alterniflora (in part),native,20,1,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,31,22,1890,"Congdon, Joseph Whipple",2007,NA,in Symbiota,NA,NA,NA
Allophyllum capillare,Allophyllum capillare,current,Polemoniaceae,3.dicot,"Navarretia capillaris, Gilia capillaris",native,1,2,NA,1,1,1,1,1,1,NA,1,NA,retain observation,"retain, synonym",retain voucher,9,5,1890,"Congdon, Joseph Whipple",1959,NA,in Symbiota,"CCH: quite a few old vouchers; 1 recent RG iNat (Peggy Moore), then some of mine I'm not sure about",NA,NA
Allophyllum divaricatum,Allophyllum divaricatum,current,Polemoniaceae,3.dicot,NA,native,1,2,1,1,iNat-not-gbif,1,1,1,1,1,1,NA,"retain, restricted license",retain on list,retain voucher,6,5,1935,"Sharsmith, Carl W.",2007,NA,in Symbiota,NA,NA,NA
Allophyllum gilioides,Allophyllum gilioides,current,Polemoniaceae,3.dicot,NA,native,5,15,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,10,5,1894,"Burnham, Stewart H.",2006,NA,in Symbiota,NA,NA,NA
Allophyllum integrifolium,Allophyllum integrifolium,current,Polemoniaceae,3.dicot,NA,native,4,2,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,14,11,1900,"Bioletti, Frederick Theodore",2009,NA,in Symbiota,NA,NA,NA
Collomia grandiflora,Collomia grandiflora,current,Polemoniaceae,3.dicot,NA,native,119,16,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,19,12,1866,"Bolander, Henry Nicholas",2014,NA,in Symbiota,NA,NA,NA
Collomia heterophylla,Collomia heterophylla,current,Polemoniaceae,3.dicot,NA,native,7,4,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,4,2,1936,"Haines, A. Lee",2014,NA,in Symbiota,NA,NA,NA
Collomia linearis,Collomia linearis,current,Polemoniaceae,3.dicot,NA,native,3,3,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,13,9,1860,"Bolander, Henry Nicholas",2007,NA,in Symbiota,NA,NA,NA
Collomia tinctoria,Collomia tinctoria,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,"iNat: observations east of crest and north of Yosemite; Taylor: no vouchers in park, but wording suggests it could exist; closest iNat in Emigrant"
Gilia capitata,Gilia capitata,current,Polemoniaceae,3.dicot,NA,native,25,47,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,29,20,1894,"Burnham, Stewart H.",2014,NA,in Symbiota,NA,NA,NA
Gilia tricolor,Gilia tricolor,current,Polemoniaceae,3.dicot,NA,native,NA,NA,1,NA,NA,1,NA,NA,NA,NA,1,NA,"XX-not in iNat, maybe in park","retain, nearby voucher","XX-no voucher, maybe in park",NA,NA,NA,NA,NA,NA,in Symbiota,NA,NA,occurs in Sierra foothills to just outside the park; Dean Taylor also suggests it might be in the park
Ipomopsis aggregata,Ipomopsis aggregata,current,Polemoniaceae,3.dicot,NA,native,59,25,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,42,17,1866,"Bolander, Henry Nicholas",2004,NA,in Symbiota,NA,NA,NA
Leptosiphon bicolor,Leptosiphon bicolor,current,Polemoniaceae,3.dicot,Linanthus bicolor,native,1,NA,1,1,1,1,1,1,1,NA,1,NA,retain observation,retain on list,retain voucher,5,4,1926,"Bacigalupi, Rimo C.",1948,NA,in Symbiota,iNat correct,NA,NA
Leptosiphon ciliatus,Leptosiphon ciliatus,current,Polemoniaceae,3.dicot,NA,native,101,30,1,1,1,1,1,1,1,1,1,NA,retain observation,retain on list,retain voucher,56,34,1872,"Gray, Asa",2011,NA,in Symbiota,NA,NA,NA
