scientific_name_author,scientific_name,infrataxa,family,broader,establishment_means
Trochocarpa laurina (Rudge) R.Br.,Trochocarpa laurina,,Ericaceae,3.dicot,native
Woollsia pungens (Cav.) F.Muell.,Woollsia pungens,,Ericaceae,3.dicot,native
Polyosma cunninghamii R.Br. ex Benn.,Polyosma cunninghamii,,Escalloniaceae,3.dicot,native
Amperea xiphoclada (Sieber ex Spreng.) Druce,Amperea xiphoclada,var. xiphoclada,Euphorbiaceae,3.dicot,native
Baloghia inophylla (G.Forst.) P.S.Green,Baloghia inophylla,,Euphorbiaceae,3.dicot,native
Bertya pomaderroides F.Muell.,Bertya pomaderroides,,Euphorbiaceae,3.dicot,native
Claoxylon australe Baill.,Claoxylon australe,,Euphorbiaceae,3.dicot,native
Homalanthus populifolius Graham,Homalanthus populifolius,,Euphorbiaceae,3.dicot,native
Homalanthus stillingiifolius F.Muell.,Homalanthus stillingiifolius,,Euphorbiaceae,3.dicot,native
Monotaxis linifolia Brongn.,Monotaxis linifolia,,Euphorbiaceae,3.dicot,native
Pseudanthus divaricatissimus (Müll.Arg.) Benth.,Pseudanthus divaricatissimus,,Euphorbiaceae,3.dicot,native
Pseudanthus orientalis F.Muell.,Pseudanthus orientalis,,Euphorbiaceae,3.dicot,native
Pseudanthus pimeleoides Sieber ex Spreng.,Pseudanthus pimeleoides,,Euphorbiaceae,3.dicot,native
Ricinocarpos pinifolius Desf.,Ricinocarpos pinifolius,,Euphorbiaceae,3.dicot,native
Eupomatia laurina R.Br.,Eupomatia laurina,,Eupomatiaceae,3.dicot,native
Acacia baueri Benth.,Acacia baueri,subsp. aspera,Fabaceae,3.dicot,native
Acacia binervata DC.,Acacia binervata,,Fabaceae,3.dicot,native
Acacia binervia (J.C.Wendl.) J.F.Macbr.,Acacia binervia,,Fabaceae,3.dicot,native
Acacia brownii (Poir.) Steud.,Acacia brownii,,Fabaceae,3.dicot,native
Acacia bynoeana Benth.,Acacia bynoeana,,Fabaceae,3.dicot,native
Acacia decurrens Willd.,Acacia decurrens,,Fabaceae,3.dicot,native
Acacia echinula DC.,Acacia echinula,,Fabaceae,3.dicot,native
Acacia elata A.Cunn. ex Benth.,Acacia elata,,Fabaceae,3.dicot,native
Acacia elongata Sieber ex DC.,Acacia elongata,,Fabaceae,3.dicot,native
Acacia falcata Willd.,Acacia falcata,,Fabaceae,3.dicot,native
Acacia fimbriata A.Cunn. ex G.Don,Acacia fimbriata,,Fabaceae,3.dicot,native
Acacia floribunda (Vent.) Willd.,Acacia floribunda,,Fabaceae,3.dicot,native
Acacia hispidula (Sm.) Willd.,Acacia hispidula,,Fabaceae,3.dicot,native
Acacia implexa Benth.,Acacia implexa,,Fabaceae,3.dicot,native
Acacia irrorata Sieber ex Spreng.,Acacia irrorata,subsp. irrorata,Fabaceae,3.dicot,native
Acacia linifolia (Vent.) Willd.,Acacia linifolia,,Fabaceae,3.dicot,native
Acacia longifolia (Andrews) Willd.,Acacia longifolia,subsp. longifolia; subsp. sophorae,Fabaceae,3.dicot,native
Acacia longissima H.L.Wendl.,Acacia longissima,,Fabaceae,3.dicot,native
Acacia maidenii F.Muell.,Acacia maidenii,,Fabaceae,3.dicot,native
Acacia mearnsii De Wild.,Acacia mearnsii,,Fabaceae,3.dicot,native
Acacia melanoxylon R.Br.,Acacia melanoxylon,,Fabaceae,3.dicot,native
Acacia myrtifolia (Sm.) Willd.,Acacia myrtifolia,,Fabaceae,3.dicot,native
Acacia obtusifolia A.Cunn.,Acacia obtusifolia,,Fabaceae,3.dicot,native
Acacia parramattensis Tindale,Acacia parramattensis,,Fabaceae,3.dicot,native
Acacia schinoides Benth.,Acacia schinoides,,Fabaceae,3.dicot,native
Acacia stricta (Andrews) Willd.,Acacia stricta,,Fabaceae,3.dicot,native
Acacia suaveolens (Sm.) Willd.,Acacia suaveolens,,Fabaceae,3.dicot,native
Acacia terminalis (Salisb.) J.F.Macbr.,Acacia terminalis,,Fabaceae,3.dicot,native
Acacia ulicifolia (Salisb.) Court,Acacia ulicifolia,,Fabaceae,3.dicot,native
Almaleea paludosa (Joy Thomps.) Crisp & P.H.Weston,Almaleea paludosa,,Fabaceae,3.dicot,native
Aotus ericoides (Vent.) G.Don,Aotus ericoides,,Fabaceae,3.dicot,native
Bossiaea ensata Sieber ex DC.,Bossiaea ensata,,Fabaceae,3.dicot,native
Bossiaea heterophylla Vent.,Bossiaea heterophylla,,Fabaceae,3.dicot,native
Bossiaea obcordata (Vent.) Druce,Bossiaea obcordata,,Fabaceae,3.dicot,native
Bossiaea prostrata R.Br.,Bossiaea prostrata,,Fabaceae,3.dicot,native
Bossiaea rhombifolia Sieber ex DC.,Bossiaea rhombifolia,subsp. rhombifolia,Fabaceae,3.dicot,native
Bossiaea scolopendria (Andrews) Sm.,Bossiaea scolopendria,,Fabaceae,3.dicot,native
Bossiaea stephensonii F.Muell.,Bossiaea stephensonii,,Fabaceae,3.dicot,native
Daviesia acicularis Sm.,Daviesia acicularis,,Fabaceae,3.dicot,native
Daviesia alata Sm.,Daviesia alata,,Fabaceae,3.dicot,native
Daviesia corymbosa Sm.,Daviesia corymbosa,,Fabaceae,3.dicot,native
Daviesia ulicifolia Andrews,Daviesia ulicifolia,,Fabaceae,3.dicot,native
Desmodium rhytidophyllum F.Muell. ex Benth.,Desmodium rhytidophyllum,,Fabaceae,3.dicot,native
Desmodium varians (Labill.) G.Don,Desmodium varians,,Fabaceae,3.dicot,native
Dillwynia floribunda Sm.,Dillwynia floribunda,,Fabaceae,3.dicot,native
Dillwynia glaberrima Sm.,Dillwynia glaberrima,,Fabaceae,3.dicot,native
Dillwynia retorta (J.C.Wendl.) Druce,Dillwynia retorta,,Fabaceae,3.dicot,native
Dillwynia sericea A.Cunn.,Dillwynia sericea,,Fabaceae,3.dicot,native
Dillwynia trichopoda (Blakely) Jobson & P.H.Weston,Dillwynia trichopoda,,Fabaceae,3.dicot,native
Glycine clandestina J.C.Wendl.,Glycine clandestina,,Fabaceae,3.dicot,native
Glycine microphylla (Benth.) Tindale,Glycine microphylla,,Fabaceae,3.dicot,native
Glycine tabacina (Labill.) Benth.,Glycine tabacina,,Fabaceae,3.dicot,native
Gompholobium glabratum DC.,Gompholobium glabratum,,Fabaceae,3.dicot,native
Gompholobium grandiflorum Sm.,Gompholobium grandiflorum,,Fabaceae,3.dicot,native
Gompholobium inconspicuum Crisp,Gompholobium inconspicuum,,Fabaceae,3.dicot,native
Gompholobium latifolium Sm.,Gompholobium latifolium,,Fabaceae,3.dicot,native
Gompholobium minus Sm.,Gompholobium minus,,Fabaceae,3.dicot,native
Hardenbergia violacea (Schneev.) Stearn,Hardenbergia violacea,,Fabaceae,3.dicot,native
Hovea linearis (Sm.) R.Br.,Hovea linearis,,Fabaceae,3.dicot,native
Hovea longifolia R.Br.,Hovea longifolia,,Fabaceae,3.dicot,native
Indigofera australis Willd.,Indigofera australis,,Fabaceae,3.dicot,native
Jacksonia scoparia R.Br.,Jacksonia scoparia,,Fabaceae,3.dicot,native
"Kennedia prostrata R.Br., nom. et typ. cons.",Kennedia prostrata,,Fabaceae,3.dicot,native
Kennedia rubicunda (Schneev.) Vent.,Kennedia rubicunda,,Fabaceae,3.dicot,native
Mirbelia rubiifolia (Andrews) G.Don,Mirbelia rubiifolia,,Fabaceae,3.dicot,native
Mirbelia speciosa Sieber ex DC.,Mirbelia speciosa,,Fabaceae,3.dicot,native
Oxylobium cordifolium Andrews,Oxylobium cordifolium,,Fabaceae,3.dicot,native
Oxytes brachypoda (A.Gray) H.Ohashi & K.Ohashi,Oxytes brachypoda,,Fabaceae,3.dicot,native
Pararchidendron pruinosum (Benth.) I.C.Nielsen,Pararchidendron pruinosum,var. pruinosum,Fabaceae,3.dicot,native
Phyllota grandiflora Benth.,Phyllota grandiflora,,Fabaceae,3.dicot,native
Phyllota phylicoides (Sieber ex DC.) Benth.,Phyllota phylicoides,,Fabaceae,3.dicot,native
Platylobium formosum Sm.,Platylobium formosum,,Fabaceae,3.dicot,native
Platylobium parviflorum Sm.,Platylobium parviflorum,,Fabaceae,3.dicot,native
Pullenia gunnii (Benth. ex Hook.f.) H.Ohashi & K.Ohashi,Pullenia gunnii,,Fabaceae,3.dicot,native
Pultenaea aristata Sieber ex DC.,Pultenaea aristata,,Fabaceae,3.dicot,native
Pultenaea blakelyi Joy Thomps.,Pultenaea blakelyi,,Fabaceae,3.dicot,native
Pultenaea daphnoides J.C.Wendl.,Pultenaea daphnoides,,Fabaceae,3.dicot,native
Pultenaea dentata Labill.,Pultenaea dentata,,Fabaceae,3.dicot,native
Pultenaea ferruginea Rudge,Pultenaea ferruginea,,Fabaceae,3.dicot,native
Pultenaea flexilis Sm.,Pultenaea flexilis,,Fabaceae,3.dicot,native
Pultenaea hispidula R.Br. ex Benth.,Pultenaea hispidula,,Fabaceae,3.dicot,native
Pultenaea linophylla Schrad. & J.C.Wendl.,Pultenaea linophylla,,Fabaceae,3.dicot,native
Pultenaea polifolia A.Cunn.,Pultenaea polifolia,,Fabaceae,3.dicot,native
Pultenaea retusa Sm.,Pultenaea retusa,,Fabaceae,3.dicot,native
Pultenaea scabra R.Br.,Pultenaea scabra,,Fabaceae,3.dicot,native
Pultenaea stipularis Sm.,Pultenaea stipularis,,Fabaceae,3.dicot,native
Pultenaea tuberculata Pers.,Pultenaea tuberculata,,Fabaceae,3.dicot,native
Pultenaea villosa Willd.,Pultenaea villosa,,Fabaceae,3.dicot,native
Sphaerolobium minus Labill.,Sphaerolobium minus,,Fabaceae,3.dicot,native
Sphaerolobium vimineum Sm.,Sphaerolobium vimineum,,Fabaceae,3.dicot,native
Swainsona reticulata J.M.Black,Swainsona reticulata,,Fabaceae,3.dicot,native
Viminaria juncea (Schrad. & J.C.Wendl.) Hoffmanns.,Viminaria juncea,,Fabaceae,3.dicot,native
Zornia dyctiocarpa DC.,Zornia dyctiocarpa ,var. dyctiocarpa,Fabaceae,3.dicot,native
Geranium homeanum Turcz.,Geranium homeanum,,Geraniaceae,3.dicot,native
Geranium potentilloides L'Hér. ex DC.,Geranium potentilloides,,Geraniaceae,3.dicot,native
Geranium solanderi Carolin,Geranium solanderi,var. solanderi,Geraniaceae,3.dicot,native
Pelargonium australe Willd.,Pelargonium australe,,Geraniaceae,3.dicot,native
Pelargonium inodorum Willd.,Pelargonium inodorum,,Geraniaceae,3.dicot,native
Coopernookia barbata (R.Br.) Carolin,Coopernookia barbata,,Goodeniaceae,3.dicot,native
Dampiera purpurea R.Br.,Dampiera purpurea,,Goodeniaceae,3.dicot,native
Dampiera stricta (Sm.) R.Br.,Dampiera stricta,,Goodeniaceae,3.dicot,native
Goodenia bellidifolia Sm.,Goodenia bellidifolia,subsp. bellidifolia,Goodeniaceae,3.dicot,native
Goodenia caroliniana K.A.Sheph.,Goodenia caroliniana,,Goodeniaceae,3.dicot,native
Goodenia dimorpha Maiden & Betche,Goodenia dimorpha,var. angustifolia,Goodeniaceae,3.dicot,native
Goodenia hederacea Sm.,Goodenia hederacea,subsp. hederacea,Goodeniaceae,3.dicot,native
Goodenia heterophylla Sm.,Goodenia heterophylla,subsp. heterophylla,Goodeniaceae,3.dicot,native
Goodenia ovata Sm.,Goodenia ovata,,Goodeniaceae,3.dicot,native
Goodenia paniculata Sm.,Goodenia paniculata,,Goodeniaceae,3.dicot,native
Goodenia radicans (Cav.) Pers.,Goodenia radicans,,Goodeniaceae,3.dicot,native
Goodenia stelligera R.Br.,Goodenia stelligera,,Goodeniaceae,3.dicot,native
Scaevola calendulacea (Andrews) Druce,Scaevola calendulacea,,Goodeniaceae,3.dicot,native
Scaevola ramosissima (Sm.) K.Krause,Scaevola ramosissima,,Goodeniaceae,3.dicot,native
Gonocarpus micranthus Thunb.,Gonocarpus micranthus,subsp. micranthus; subsp. ramosissimus,Haloragaceae,3.dicot,native
Gonocarpus salsoloides Rchb. ex Spreng.,Gonocarpus salsoloides,,Haloragaceae,3.dicot,native
Gonocarpus tetragynus Labill.,Gonocarpus tetragynus,,Haloragaceae,3.dicot,native
Gonocarpus teucrioides DC.,Gonocarpus teucrioides,,Haloragaceae,3.dicot,native
Myriophyllum gracile Benth.,Myriophyllum gracile,,Haloragaceae,3.dicot,native
Myriophyllum variifolium Hook.f.,Myriophyllum variifolium,,Haloragaceae,3.dicot,native
Hypericum gramineum G.Forst.,Hypericum gramineum,,Hypericaceae,3.dicot,native
Citronella moorei (F.Muell. ex Benth.) R.A.Howard,Citronella moorei,,Icacinaceae,3.dicot,native
Ajuga australis R.Br.,Ajuga australis,,Lamiaceae,3.dicot,native
Chloanthes stoechadis R.Br.,Chloanthes stoechadis,,Lamiaceae,3.dicot,native
Clerodendrum tomentosum (Vent.) R.Br.,Clerodendrum tomentosum,,Lamiaceae,3.dicot,native
Coleus australis (R.Br.) A.J.Paton,Coleus australis,,Lamiaceae,3.dicot,native
Gmelina leichhardtii (F.Muell.) Benth.,Gmelina leichhardtii,,Lamiaceae,3.dicot,native
Hemigenia purpurea R.Br.,Hemigenia purpurea,,Lamiaceae,3.dicot,native
Mentha satureioides R.Br.,Mentha satureioides,,Lamiaceae,3.dicot,native
Prostanthera densa A.A.Ham.,Prostanthera densa,,Lamiaceae,3.dicot,native
Prostanthera denticulata R.Br.,Prostanthera denticulata,,Lamiaceae,3.dicot,native
Prostanthera hirtula F.Muell. ex Benth.,Prostanthera hirtula,,Lamiaceae,3.dicot,native
Prostanthera incisa R.Br.,Prostanthera incisa,,Lamiaceae,3.dicot,native
Prostanthera lasianthos Labill.,Prostanthera lasianthos,,Lamiaceae,3.dicot,native
Prostanthera linearis R.Br.,Prostanthera linearis,,Lamiaceae,3.dicot,native
Prostanthera ovalifolia R.Br.,Prostanthera ovalifolia,,Lamiaceae,3.dicot,native
Prostanthera scutellarioides (R.Br.) Briq.,Prostanthera scutellarioides,,Lamiaceae,3.dicot,native
Prostanthera violacea R.Br.,Prostanthera violacea,,Lamiaceae,3.dicot,native
Teucrium corymbosum R.Br.,Teucrium corymbosum,,Lamiaceae,3.dicot,native
Westringia fruticosa (Willd.) Druce,Westringia fruticosa,,Lamiaceae,3.dicot,native
Cassytha glabella R.Br.,Cassytha glabella,,Lauraceae,3.dicot,native
Cassytha melantha R.Br.,Cassytha melantha,,Lauraceae,3.dicot,native
Cassytha paniculata R.Br.,Cassytha paniculata,,Lauraceae,3.dicot,native
Cassytha pubescens R.Br.,Cassytha pubescens,,Lauraceae,3.dicot,native
Cryptocarya glaucescens R.Br.,Cryptocarya glaucescens,,Lauraceae,3.dicot,native
Cryptocarya microneura Meisn.,Cryptocarya microneura,,Lauraceae,3.dicot,native
Endiandra sieberi Nees,Endiandra sieberi,,Lauraceae,3.dicot,native
Litsea reticulata (Meisn.) F.Muell.,Litsea reticulata,,Lauraceae,3.dicot,native
Neolitsea dealbata (R.Br.) Merr.,Neolitsea dealbata,,Lauraceae,3.dicot,native
Utricularia australis R.Br.,Utricularia australis,,Lentibulariaceae,3.dicot,native
Utricularia biloba R.Br.,Utricularia biloba,,Lentibulariaceae,3.dicot,native
Utricularia gibba L.,Utricularia gibba,,Lentibulariaceae,3.dicot,native
Utricularia lateriflora R.Br.,Utricularia lateriflora,,Lentibulariaceae,3.dicot,native
Utricularia oppositiflora R.Br.,Utricularia oppositiflora,,Lentibulariaceae,3.dicot,native
Utricularia speciosa R.Br.,Utricularia speciosa,,Lentibulariaceae,3.dicot,native
Utricularia uliginosa Vahl,Utricularia uliginosa,,Lentibulariaceae,3.dicot,native
Utricularia uniflora R.Br.,Utricularia uniflora,,Lentibulariaceae,3.dicot,native
Logania albiflora (Andrews) Druce,Logania albiflora,,Loganiaceae,3.dicot,native
Mitrasacme paludosa R.Br.,Mitrasacme paludosa,,Loganiaceae,3.dicot,native
Mitrasacme pilosa Labill.,Mitrasacme pilosa ,var. pilosa,Loganiaceae,3.dicot,native
Mitrasacme polymorpha R.Br.,Mitrasacme polymorpha,,Loganiaceae,3.dicot,native
Orianthera pusilla (R.Br.) C.S.P.Foster & B.J.Conn,Orianthera pusilla,,Loganiaceae,3.dicot,native
Amyema congener (Sieber ex Schult. & Schult.f.) Tiegh.,Amyema congener,subsp. congener,Loranthaceae,3.dicot,native
Amyema pendula (Sieber ex Spreng.) Tiegh.,Amyema pendula,subsp. pendula,Loranthaceae,3.dicot,native
Amylotheca dictyophleba (F.Muell.) Tiegh.,Amylotheca dictyophleba,,Loranthaceae,3.dicot,native
Dendrophthoe vitellina (F.Muell.) Tiegh.,Dendrophthoe vitellina,,Loranthaceae,3.dicot,native
Muellerina celastroides (Sieber ex Schult. & Schult.f.) Tiegh.,Muellerina celastroides,,Loranthaceae,3.dicot,native
Muellerina eucalyptoides (DC.) Barlow,Muellerina eucalyptoides,,Loranthaceae,3.dicot,native
Lythrum hyssopifolia L.,Lythrum hyssopifolia,,Lythraceae,3.dicot,native
Brachychiton acerifolius (A.Cunn. ex G.Don) F.Muell.,Brachychiton acerifolius,,Malvaceae,3.dicot,native
Commersonia dasyphylla Andrews,Commersonia dasyphylla,,Malvaceae,3.dicot,native
Commersonia hermanniifolia J.Gay ex Kunth,Commersonia hermanniifolia,,Malvaceae,3.dicot,native
Hibiscus richardsonii Sweet ex Lindl.,Hibiscus richardsonii,,Malvaceae,3.dicot,native
Lasiopetalum ferrugineum Sm. ex Andrews,Lasiopetalum ferrugineum,,Malvaceae,3.dicot,native
Lasiopetalum parviflorum Rudge,Lasiopetalum parviflorum,,Malvaceae,3.dicot,native
Lasiopetalum rufum R.Br. ex Benth.,Lasiopetalum rufum,,Malvaceae,3.dicot,native
Melia azedarach L.,Melia azedarach,,Meliaceae,3.dicot,native
Synoum glandulosum (Sm.) A.Juss.,Synoum glandulosum,,Meliaceae,3.dicot,native
Toona ciliata M.Roem.,Toona ciliata,,Meliaceae,3.dicot,native
Legnephora moorei (F.Muell.) Miers,Legnephora moorei,,Menispermaceae,3.dicot,native
Sarcopetalum harveyanum F.Muell.,Sarcopetalum harveyanum,,Menispermaceae,3.dicot,native
Stephania japonica (Thunb.) Miers,Stephania japonica,var. discolor,Menispermaceae,3.dicot,native
Liparophyllum exaltatum (Sol. ex Sims) Tippery & Les,Liparophyllum exaltatum,,Menyanthaceae,3.dicot,native
Hedycarya angustifolia A.Cunn.,Hedycarya angustifolia,,Monimiaceae,3.dicot,native
Palmeria racemosa (Tul.) A.DC.,Palmeria racemosa,,Monimiaceae,3.dicot,native
Wilkiea hugeliana (Tul.) A.DC.,Wilkiea hugeliana,,Monimiaceae,3.dicot,native
Ficus coronata Spin,Ficus coronata,,Moraceae,3.dicot,native
Ficus henneana Miq.,Ficus henneana,,Moraceae,3.dicot,native
Ficus obliqua G.Forst.,Ficus obliqua ,var. obliqua,Moraceae,3.dicot,native
Ficus rubiginosa Desf. ex Vent.,Ficus rubiginosa,,Moraceae,3.dicot,native
Maclura cochinchinensis (Lour.) Corner,Maclura cochinchinensis,,Moraceae,3.dicot,native
Malaisia scandens (Lour.) Planch.,Malaisia scandens,subsp. scandens,Moraceae,3.dicot,native
Angophora bakeri E.C.Hall,Angophora bakeri,,Myrtaceae,3.dicot,native
Angophora costata (Gaertn.) Britten,Angophora costata,,Myrtaceae,3.dicot,native
Angophora hispida (Sm.) Blaxell,Angophora hispida,,Myrtaceae,3.dicot,native
Austromyrtus tenuifolia (Sm.) Burret,Austromyrtus tenuifolia,,Myrtaceae,3.dicot,native
Backhousia leptopetala (F.Muell.) M.G.Harr.,Backhousia leptopetala,,Myrtaceae,3.dicot,native
Backhousia myrtifolia Hook. & Harv.,Backhousia myrtifolia,,Myrtaceae,3.dicot,native
Baeckea diosmifolia Rudge,Baeckea diosmifolia,,Myrtaceae,3.dicot,native
Baeckea imbricata (Gaertn.) Druce,Baeckea imbricata,,Myrtaceae,3.dicot,native
Baeckea linifolia Rudge,Baeckea linifolia,,Myrtaceae,3.dicot,native
Calytrix tetragona Labill.,Calytrix tetragona,,Myrtaceae,3.dicot,native
Corymbia gummifera (Gaertn.) K.D.Hill & L.A.S.Johnson,Corymbia gummifera,,Myrtaceae,3.dicot,native
Darwinia diminuta B.G.Briggs,Darwinia diminuta,,Myrtaceae,3.dicot,native
Darwinia fascicularis Rudge,Darwinia fascicularis,,Myrtaceae,3.dicot,native
Darwinia grandiflora (Benth.) R.T.Baker & H.G.Sm.,Darwinia grandiflora,,Myrtaceae,3.dicot,native
Eucalyptus agglomerata Maiden,Eucalyptus agglomerata,,Myrtaceae,3.dicot,native
Eucalyptus apiculata R.T.Baker & H.G.Sm.,Eucalyptus apiculata,,Myrtaceae,3.dicot,native
Eucalyptus botryoides Sm.,Eucalyptus botryoides,,Myrtaceae,3.dicot,native
Eucalyptus burgessiana L.A.S.Johnson & Blaxell,Eucalyptus burgessiana,,Myrtaceae,3.dicot,native
Eucalyptus camfieldii Maiden,Eucalyptus camfieldii,,Myrtaceae,3.dicot,native
Eucalyptus capitellata Sm.,Eucalyptus capitellata,,Myrtaceae,3.dicot,native
Eucalyptus consideniana Maiden,Eucalyptus consideniana,,Myrtaceae,3.dicot,native
Eucalyptus eugenioides Sieber ex Spreng.,Eucalyptus eugenioides,,Myrtaceae,3.dicot,native
Eucalyptus globoidea Blakely,Eucalyptus globoidea,,Myrtaceae,3.dicot,native
Eucalyptus haemastoma Sm.,Eucalyptus haemastoma,,Myrtaceae,3.dicot,native
Eucalyptus luehmanniana F.Muell.,Eucalyptus luehmanniana,,Myrtaceae,3.dicot,native
Eucalyptus multicaulis Blakely,Eucalyptus multicaulis,,Myrtaceae,3.dicot,native
Eucalyptus oblonga DC.,Eucalyptus oblonga,,Myrtaceae,3.dicot,native
Eucalyptus paniculata Sm.,Eucalyptus paniculata,,Myrtaceae,3.dicot,native
Eucalyptus pilularis Sm.,Eucalyptus pilularis,,Myrtaceae,3.dicot,native
Eucalyptus piperita J.White,Eucalyptus piperita,,Myrtaceae,3.dicot,native
Eucalyptus punctata DC.,Eucalyptus punctata,,Myrtaceae,3.dicot,native
Eucalyptus racemosa Cav.,Eucalyptus racemosa,,Myrtaceae,3.dicot,native
Eucalyptus resinifera J.White,Eucalyptus resinifera,,Myrtaceae,3.dicot,native
Eucalyptus robusta Sm.,Eucalyptus robusta,,Myrtaceae,3.dicot,native
Eucalyptus saligna Sm.,Eucalyptus saligna,,Myrtaceae,3.dicot,native
Eucalyptus scias L.A.S.Johnson & K.D.Hill,Eucalyptus scias,,Myrtaceae,3.dicot,native
Eucalyptus sieberi L.A.S.Johnson,Eucalyptus sieberi,,Myrtaceae,3.dicot,native
Eucalyptus squamosa H.Deane & Maiden,Eucalyptus squamosa,,Myrtaceae,3.dicot,native
Eucalyptus stricta Sieber ex Spreng.,Eucalyptus stricta,,Myrtaceae,3.dicot,native
Eucalyptus tereticornis Sm.,Eucalyptus tereticornis,,Myrtaceae,3.dicot,native
Euryomyrtus ramosissima (A.Cunn.) Trudgen,Euryomyrtus ramosissima,subsp. ramosissima,Myrtaceae,3.dicot,native
Gaudium laevigatum (Gaertn.) Peter G.Wilson,Gaudium laevigatum,,Myrtaceae,3.dicot,native
Gaudium parvifolium (Sm.) Peter G.Wilson,Gaudium parvifolium,,Myrtaceae,3.dicot,native
Gaudium trinervium (J.White) Peter G.Wilson,Gaudium trinervium,,Myrtaceae,3.dicot,native
Harmogia densifolia (Sm.) Schauer,Harmogia densifolia,,Myrtaceae,3.dicot,native
Kunzea ambigua (Sm.) Druce,Kunzea ambigua,,Myrtaceae,3.dicot,native
Kunzea capitata (Sm.) Heynh.,Kunzea capitata,,Myrtaceae,3.dicot,native
Leptospermum arachnoides Gaertn.,Leptospermum arachnoides,,Myrtaceae,3.dicot,native
Leptospermum continentale Joy Thomps.,Leptospermum continentale,,Myrtaceae,3.dicot,native
Leptospermum grandifolium Sm.,Leptospermum grandifolium,,Myrtaceae,3.dicot,native
Leptospermum juniperinum Sm.,Leptospermum juniperinum,,Myrtaceae,3.dicot,native
Leptospermum morrisonii Joy Thomps.,Leptospermum morrisonii,,Myrtaceae,3.dicot,native
Leptospermum polygalifolium Salisb.,Leptospermum polygalifolium,,Myrtaceae,3.dicot,native
Leptospermum squarrosum Gaertn.,Leptospermum squarrosum,,Myrtaceae,3.dicot,native
Melaleuca armillaris (Sol. ex Gaertn.) Sm.,Melaleuca armillaris,subsp. armillaris,Myrtaceae,3.dicot,native
Melaleuca citrina (Curtis) Dum.Cours.,Melaleuca citrina,,Myrtaceae,3.dicot,native
Melaleuca deanei F.Muell.,Melaleuca deanei,,Myrtaceae,3.dicot,native
Melaleuca ericifolia Sm.,Melaleuca ericifolia,,Myrtaceae,3.dicot,native
Melaleuca hypericifolia Sm.,Melaleuca hypericifolia,,Myrtaceae,3.dicot,native
Melaleuca linariifolia Sm.,Melaleuca linariifolia,,Myrtaceae,3.dicot,native
Melaleuca linearifolia (Link) Craven,Melaleuca linearifolia,,Myrtaceae,3.dicot,native
Melaleuca linearis Schrad. & J.C.Wendl.,Melaleuca linearis,var. acerosa; var. linearis,Myrtaceae,3.dicot,native
Melaleuca nodosa (Sol. ex Gaertn.) Sm.,Melaleuca nodosa,,Myrtaceae,3.dicot,native
Melaleuca salicina Craven,Melaleuca salicina,,Myrtaceae,3.dicot,native
Melaleuca squamea Labill.,Melaleuca squamea,,Myrtaceae,3.dicot,native
Melaleuca squarrosa Donn ex Sm.,Melaleuca squarrosa,,Myrtaceae,3.dicot,native
Melaleuca styphelioides Sm.,Melaleuca styphelioides,,Myrtaceae,3.dicot,native
Melaleuca subulata (Cheel) Craven,Melaleuca subulata,,Myrtaceae,3.dicot,native
Melaleuca thymifolia Sm.,Melaleuca thymifolia,,Myrtaceae,3.dicot,native
Micromyrtus ciliata (Sm.) Druce,Micromyrtus ciliata,,Myrtaceae,3.dicot,native
Rhodamnia rubescens (Benth.) Miq.,Rhodamnia rubescens,,Myrtaceae,3.dicot,native
Syncarpia glomulifera (Sm.) Nied.,Syncarpia glomulifera,subsp. glomulifera,Myrtaceae,3.dicot,native
Syzygium australe (J.C.Wendl. ex Link) B.Hyland,Syzygium australe,,Myrtaceae,3.dicot,native
Syzygium oleosum (F.Muell.) B.Hyland,Syzygium oleosum,,Myrtaceae,3.dicot,native
Syzygium smithii (Poir.) Nied.,Syzygium smithii,,Myrtaceae,3.dicot,native
Tristania neriifolia (Sims) R.Br.,Tristania neriifolia,,Myrtaceae,3.dicot,native
Tristaniopsis collina Peter G.Wilson & J.T.Waterh.,Tristaniopsis collina,,Myrtaceae,3.dicot,native
Tristaniopsis laurina (Sm.) Peter G.Wilson & J.T.Waterh.,Tristaniopsis laurina,,Myrtaceae,3.dicot,native
Ceodes umbellifera J.R.Forst. & G.Forst.,Ceodes umbellifera,,Nyctaginaceae,3.dicot,native
Olax stricta R.Br.,Olax stricta,,Olacaceae,3.dicot,native
Notelaea longifolia Vent.,Notelaea longifolia,,Oleaceae,3.dicot,native
Notelaea ovata R.Br.,Notelaea ovata,,Oleaceae,3.dicot,native
Notelaea venosa F.Muell.,Notelaea venosa,,Oleaceae,3.dicot,native
Epilobium billardiereanum Ser.,Epilobium billardiereanum,subsp. cinereum,Onagraceae,3.dicot,native
Epilobium hirtigerum A.Cunn.,Epilobium hirtigerum,,Onagraceae,3.dicot,native
Ludwigia peploides (Kunth) P.H.Raven,Ludwigia peploides,subsp. montevidensis,Onagraceae,3.dicot,native
Oxalis chnoodes Lourteig,Oxalis chnoodes,,Oxalidaceae,3.dicot,native
Oxalis exilis A.Cunn.,Oxalis exilis,,Oxalidaceae,3.dicot,native
Oxalis perennans Haw.,Oxalis perennans,,Oxalidaceae,3.dicot,native
Oxalis thompsoniae B.J.Conn & P.G.Richards,Oxalis thompsoniae,,Oxalidaceae,3.dicot,native
